행정동명,미세먼지지수,공원수,도시농업(프로그램수),거주_유동_인구당_매출액,채소가게수,제로웨이스트 가게수,승하차인원_버스_지하철,카페수,유치원_초등학교,인구수,총_10대,총_20_30대,총_60대이상,1인세대
북아현동,11.848,6,0.0,6.917366288079807,2.0,0.0,226394.0,14.0,6.416837782340863e-05,31168,0.0653875770020533,0.303708932238193,0.2209317248459958,0.3944915254237288
불광1동,13.483,12,0.0,8.232311833617585,3.0,0.0,412563.0,53.0,7.950178879024778e-05,75470,0.0641314429574665,0.2660924870809593,0.30480985822181,0.4078360526167222
불광2동,13.483,7,4.0,38.40817238044091,3.0,0.0,356170.0,21.0,0.0001111316910538,53990,0.0557510650120392,0.2874235969624004,0.3258010742730135,0.4999290981281906
사근동,28.293,2,0.0,78.13492850435848,2.0,0.0,158633.0,54.0,0.0001660302174995,24092,0.069981736676075,0.5369417233936576,0.1725053959820687,0.7524848484848485
사당1동,17.205,2,0.0,56.40384717284721,5.0,0.0,343003.0,55.0,4.440497335701598e-05,45040,0.0370337477797513,0.4375666074600355,0.2465364120781527,0.6389009714368566
사당2동,34.41,3,0.0,112.8232870563166,9.0,1.0,393362.0,52.0,5.296797203291077e-05,56638,0.0639499982344009,0.2821074190472827,0.2846851936862177,0.3664146438519697
사당3동,17.205,5,0.0,86.19709950493721,1.0,0.0,171628.0,26.0,8.353869930245185e-05,47882,0.0674157303370786,0.2794369491667015,0.2779332525792573,0.3676835081029552
사당4동,17.205,5,0.0,168.3780705755754,5.0,1.0,62588.0,18.0,0.0,27744,0.0473615916955017,0.3421280276816609,0.2847462514417532,0.5098846787479407
사당5동,17.205,4,0.0,3.6405803357601294,0.0,0.0,108792.0,16.0,0.0001755124964897,28488,0.0640971637180567,0.323013198539736,0.2490171300196574,0.4213817748659916
사직동,142.175,6,0.0,171.99715014597234,2.0,2.0,783977.0,146.0,0.000110023104852,18178,0.0730553416217405,0.2754978545494554,0.2782484321707558,0.5047221612123874
삼각산동,13.848,4,0.0,4.366640729129197,2.0,2.0,154767.0,27.0,3.2517152798100995e-05,61506,0.1251910382726888,0.2116216304100412,0.2218970506942412,0.2383303022430068
삼선동,113.172,4,1.0,14.452438626015764,6.0,0.0,693711.0,59.0,4.464485021652752e-05,44798,0.0782624224295727,0.3258181168802179,0.2517523103709987,0.522364635103322
삼성1동,12.345,3,0.0,181.96996067675855,2.0,0.0,680504.0,111.0,0.00016200891049,12345,0.0945321992709599,0.2679627379505873,0.2543539894694208,0.376250707947895
삼성2동,12.345,1,1.0,290.85652421691583,4.0,0.0,443888.0,87.0,3.282563025210084e-05,30464,0.1179096638655462,0.2745863970588235,0.1756499474789916,0.4290421792618629
삼성동,14.245,4,0.0,1.4157520218608115,5.0,0.0,312559.0,9.0,9.887773767736194e-05,40454,0.0574974044593859,0.2201512829386463,0.3814703119592624,0.4292030848329048
삼양동,13.848,6,0.0,13.547660029786408,1.0,0.0,239410.0,25.0,0.0001101467154249,45394,0.0737982993347138,0.2410010133497819,0.3155923690355554,0.4312586445366528
삼전동,16.56,7,0.0,109.50904750375686,3.0,1.0,231994.0,73.0,5.129257283545343e-05,58488,0.061585282451101,0.3809670359731911,0.2162152920257146,0.5587888564869392
삼청동,82.935,2,0.0,323.27655134032887,0.0,0.0,135165.0,70.0,0.0,9200,0.0358695652173913,0.1176086956521739,0.1769565217391304,0.4883512544802867
상계10동,14.719,5,0.0,2.614836178626032,1.0,0.0,154628.0,7.0,0.0001369712908174,36504,0.0825662941047556,0.2852838045145737,0.2387683541529695,0.2880335166273893
상계1동,14.719,10,0.0,42.40732703014466,3.0,0.0,238468.0,59.0,0.0001073162879296,74546,0.0804603868752179,0.2451640597751724,0.303275829689051,0.316497884886553
상계2동,14.719,0,0.0,239.52329554632848,7.0,1.0,419371.0,113.0,0.0001030662200463,38810,0.085493429528472,0.2652409172893584,0.2815253800566864,0.3989981360671016
상계3.4동,14.719,5,1.0,11.23350069950832,6.0,1.0,95711.0,24.0,0.000120004800192,49998,0.0714028561142445,0.2159686387455498,0.3496139845593823,0.3876758854924794
상계5동,14.719,1,0.0,12.95289802658056,5.0,2.0,153208.0,40.0,4.292398162853586e-05,46594,0.0762759153539082,0.2411040048074859,0.3227883418465896,0.4068807339449541
상계6.7동,14.719,14,1.0,24.34074240909381,3.0,3.0,320944.0,46.0,0.0001258494840171,63568,0.0869305310848225,0.2764283916435943,0.2433929020891014,0.3552101324122049
상계8동,14.719,10,0.0,151.33982560992413,1.0,0.0,83143.0,15.0,0.0001590258530601,44018,0.0826480076332409,0.3223681221318552,0.1979190331228134,0.2698760829038272
상계9동,14.719,5,0.0,86.01467233975279,1.0,1.0,143389.0,9.0,0.0001514616044832,39614,0.0895642954511031,0.2578886252335033,0.2671782703084768,0.2928117124684987
상도1동,34.41,3,0.0,35.057769874800144,3.0,1.0,817282.0,73.0,8.653299379434816e-05,80894,0.0805004079412564,0.3959502558904245,0.260612653596064,0.5198174077162797
상도2동,17.205,7,0.0,14.040485558814613,1.0,1.0,350454.0,38.0,3.618468664061369e-05,55272,0.0731292517006802,0.3072079895788102,0.2283977420755536,0.4110756972111554
상도3동,17.205,5,0.0,27.93875095209867,5.0,0.0,229561.0,25.0,2.0756361824899333e-05,48178,0.0599028602266594,0.333388683631533,0.2765577649549587,0.4948065756113519
상도4동,17.205,1,0.0,7.740363169736121,3.0,2.0,198854.0,22.0,7.131395970761276e-05,56090,0.0638259939383134,0.3175610625779996,0.2741665180959173,0.4846164752587551
상봉1동,15.673,1,0.0,6.4290391700962,0.0,0.0,242901.0,38.0,6.41711229946524e-05,46750,0.0760641711229946,0.2768770053475936,0.2702887700534759,0.3470895301881217
상봉2동,15.673,3,0.0,69.44221491401878,6.0,0.0,390795.0,55.0,2.472676920033628e-05,40442,0.0326887888828445,0.4345482419267099,0.2301073141783294,0.6339371593459442
상암동,15.34,18,3.0,121.64172953818434,1.0,4.0,837102.0,151.0,0.0001335068922933,59922,0.1276325890324088,0.2600714261873769,0.2054337305163379,0.373042725627508
상일1동,17.327,9,0.0,65.85343683510239,1.0,0.0,274791.0,40.0,0.0002036504340299,39283,0.1182699895629152,0.2238118269989563,0.1991955807855815,0.1596854791299235
상일2동,17.327,9,0.0,140.45316601167983,0.0,0.0,135335.0,10.0,0.0001677430176968,11923,0.1160781682462467,0.2761050071290782,0.220917554306802,0.3423013245033112
서강동,83.866,8,0.0,145.22678285035,2.0,0.0,213970.0,83.0,2.029467873523562e-05,49274,0.0696107480618581,0.3572675244550878,0.2018914640581239,0.489873209287008
서교동,44.462,7,0.0,79.04703229258142,2.0,0.0,1696882.0,406.0,6.183782001071856e-05,48514,0.0436987261409077,0.4714103145483778,0.1887702518860535,0.6757730607966457
서림동,14.245,4,0.0,7.451724026792653,0.0,0.0,351524.0,30.0,8.48356309650053e-05,47150,0.04135737009544,0.448441145281018,0.2236691410392365,0.6929444225463145
서빙고동,75.71,3,3.0,2.1545628763774856,1.0,0.0,206875.0,9.0,0.0001195790816326,25088,0.1100924744897959,0.2409917091836734,0.2421077806122449,0.3298080689385037
서원동,14.245,5,0.0,46.55427408425585,1.0,1.0,861988.0,61.0,0.0,45912,0.033673113782889,0.4986495905209966,0.2113173026659696,0.6943162336806014
서초1동,13.996,3,0.0,269.57464416563226,3.0,0.0,380953.0,98.0,4.919565110444237e-05,40654,0.0914547154031583,0.2975352978796674,0.2202489299945884,0.4571217867678044
서초2동,13.996,3,2.0,205.7617150372357,3.0,1.0,616891.0,90.0,3.728977887161129e-05,53634,0.0948651974493791,0.3206548085169854,0.1839504791736585,0.4359601754978063
서초3동,31.201,7,0.0,97.82105886702664,2.0,0.0,681269.0,166.0,1.560549313358302e-05,64080,0.0848002496878901,0.3329275905118601,0.2232209737827715,0.4761904761904761
서초4동,13.996,2,0.0,144.03308478598703,1.0,2.0,367843.0,63.0,8.25245923285139e-05,60588,0.1370898527761272,0.2148280187495873,0.1995114544134152,0.213052002614135
석관동,15.673,3,2.0,51.1591151615059,5.0,0.0,258340.0,44.0,7.305882696747421e-05,68438,0.0598790145825418,0.2755194482597387,0.3109675911043572,0.4435194058457115
석촌동,16.56,5,0.0,35.55695991731736,6.0,0.0,404570.0,100.0,4.85295544986897e-05,61818,0.0539648646025429,0.3825423015950047,0.2277330227441845,0.5546572934973638
성내1동,17.327,3,2.0,112.3516792484056,1.0,0.0,159374.0,56.0,0.0001532175689479,19580,0.0828396322778345,0.2818181818181818,0.2463227783452502,0.3272616879174256
성내2동,17.327,1,0.0,12.289483837679054,5.0,3.0,275850.0,43.0,0.0,22747,0.0457203147667824,0.3340660306853651,0.2926979381896514,0.565220723482526
성내3동,17.327,3,0.0,237.99453869048432,10.0,0.0,153218.0,57.0,8.865641207500332e-05,22559,0.0691520014185026,0.2946495855312736,0.2708010106830976,0.4251530852567122
성북동,54.85,1,0.0,18.4581107728464,4.0,1.0,357194.0,71.0,0.000124517494708,32124,0.0674884821317395,0.3184534927157265,0.2655335574648238,0.5049164208456244
성산1동,13.844,4,0.0,31.024511195705703,1.0,3.0,220648.0,42.0,0.0001073422069557,37264,0.0702018033490768,0.3384499785315586,0.2329325890940317,0.4931463517503163
성산2동,27.689,11,1.0,35.94224264760468,11.0,2.0,370508.0,55.0,8.98657149459522e-05,77894,0.078799394048322,0.3426708090481937,0.2290291935193981,0.4891761567661845
성수1가1동,12.345,3,0.0,50.29556236706133,0.0,0.0,135806.0,42.0,0.0001603694913079,31178,0.060619667714414,0.3238822246455834,0.2442106613637821,0.440746208562609
성수1가2동,12.345,2,0.0,344.3680807573886,1.0,2.0,161021.0,101.0,0.0,24156,0.0641662526908428,0.3406193078324226,0.2439145553899652,0.4697682230433322
성수2가1동,12.345,6,0.0,198.99017853832927,4.0,1.0,140286.0,53.0,6.73536741429245e-05,29694,0.050784670303765,0.2945376170270088,0.3071327540917357,0.5080813347236705
성수2가3동,12.345,11,0.0,319.0288377475713,3.0,2.0,233581.0,98.0,9.796238244514106e-05,20416,0.0480995297805642,0.3480603448275862,0.2662617554858934,0.5235472844663881
성현동,17.205,0,0.0,1.4239809572051143,2.0,0.0,294043.0,15.0,8.782715615668365e-05,56930,0.0937291410504127,0.2490426839978921,0.2742666432460917,0.3508413657899036
세곡동,49.197,22,2.0,34.47296178840779,1.0,1.0,461927.0,53.0,0.0002262187535346,44205,0.1142404705350073,0.2651736228933378,0.2267843004185047,0.3622014752153505
소공동,142.175,6,1.0,180.03404986173666,2.0,8.0,757146.0,138.0,0.0002173913043478,9200,0.0284782608695652,0.1556521739130434,0.0847826086956521,0.5988791032826261
송정동,14.731,2,0.0,30.46045060849703,1.0,0.0,66640.0,16.0,0.0001009285425918,19816,0.0500605571255551,0.3109608397254744,0.2853249899071457,0.5548363232846311
송중동,13.848,5,0.0,19.71606472963001,3.0,1.0,955265.0,81.0,0.000103476821192,57984,0.0648454746136865,0.2667977373068432,0.3048772075055188,0.4522439585730725
송천동,13.848,2,0.0,5.369551564107517,7.0,0.0,448989.0,37.0,5.9566356921610674e-05,50364,0.0551584465094114,0.2406083710586927,0.3570407433881344,0.4952722281531188
송파1동,16.56,6,0.0,176.35646215763148,2.0,0.0,271599.0,100.0,8.488604049064132e-05,47122,0.0497432197275158,0.4026144900471117,0.2260090828063325,0.5314322230210081
송파2동,16.56,5,0.0,3.4556236661311623,3.0,0.0,173269.0,38.0,0.0001337900032109,37372,0.093653002247672,0.2738413785721931,0.2470298619287166,0.2559440559440559
수궁동,36.217,5,2.0,15.919574281410014,1.0,0.0,421390.0,26.0,8.745463290917836e-05,22869,0.0798023525296252,0.2491145218417945,0.3034675761948489,0.3423080772695426
수색동,13.844,1,0.0,58.203389305767416,3.0,0.0,202454.0,17.0,0.0001133016088828,26478,0.0674522244882544,0.2826497469597401,0.2659566432510008,0.2898830183828255
수서동,16.56,4,0.0,72.75891167466663,1.0,0.0,398636.0,30.0,0.000351617440225,14220,0.0349507735583684,0.2179324894514767,0.4596343178621659,0.4986439364587369
수유1동,13.848,3,0.0,29.129511534989987,13.0,0.0,305612.0,44.0,9.963632740497185e-05,40146,0.0622727046281074,0.2769889901858217,0.3252129726498281,0.5006680664248903
수유2동,13.848,3,0.0,33.44855618279932,2.0,0.0,259598.0,31.0,7.226477814713109e-05,41514,0.0601724719371778,0.2445921857686563,0.347497229850171,0.4101546601546602
수유3동,13.848,5,3.0,13.263085490872284,10.0,7.0,713471.0,74.0,2.178079804844049e-05,45912,0.0454783063251437,0.3281495033978045,0.3014462449904164,0.6042035398230089
숭인1동,14.146,1,0.0,677.3500680815412,0.0,0.0,71036.0,6.0,8.695652173913044e-05,11500,0.0594782608695652,0.2620869565217391,0.3128695652173913,0.5
숭인2동,14.146,1,0.0,6.892828437556994,4.0,0.0,235412.0,29.0,0.0,19510,0.032393644284982,0.4220399794976935,0.253818554587391,0.7214263943919537
시흥1동,14.245,6,2.0,63.81258749682448,14.0,1.0,654533.0,72.0,6.188693257418696e-05,64634,0.0630008973605223,0.2867840455487824,0.2948602902497138,0.4847521848071869
시흥2동,14.245,0,0.0,4.873757127385316,1.0,0.0,205974.0,9.0,0.0001695818595862,41278,0.0967101119240273,0.2110567372450215,0.3080575609283395,0.2763971390471572
시흥3동,14.245,6,0.0,36.80219102763263,0.0,0.0,102889.0,13.0,9.62186086789185e-05,20786,0.0598479745982873,0.2457423265659578,0.3474453959395747,0.3437770095073466
시흥4동,14.245,8,0.0,18.22206211642277,2.0,0.0,139331.0,13.0,2.5334414268342115e-05,39472,0.0662241588974462,0.2458958248885285,0.3328942034860154,0.3883335164231572
시흥5동,14.245,3,0.0,26.93654854670493,3.0,0.0,242460.0,22.0,0.0001085717387763,36842,0.066554475869931,0.234677813365181,0.3481352803865153,0.4568843344598277
신길1동,15.774,2,0.0,44.28304334121261,2.0,0.0,259895.0,23.0,2.5775853180740283e-05,38796,0.0454170533044643,0.3755026291370244,0.2630168058562738,0.6342576644850155
신길3동,15.774,1,0.0,2.3720039890704308,3.0,0.0,178197.0,16.0,0.0001230693495784,32502,0.0651652206018091,0.2714294504953541,0.2887822287859208,0.4112668606188839
신길4동,15.774,0,0.0,4.022818414092137,1.0,0.0,99544.0,18.0,0.0001619957881095,24692,0.0674712457476105,0.265349100923376,0.2900534586100761,0.4165797705943691
신길5동,31.547,2,0.0,89.36556008096026,2.0,0.0,153411.0,8.0,9.889240506329114e-05,20224,0.071696993670886,0.245945411392405,0.3005340189873418,0.4126329498589103
신길6동,15.774,1,0.0,11.57813535574506,2.0,0.0,244903.0,40.0,8.225939128050452e-05,36470,0.0621880998080614,0.3249794351521798,0.2690430490814368,0.4724786324786325
신길7동,15.774,1,0.0,5.666701752312146,3.0,0.0,270647.0,21.0,7.557436517533252e-05,39696,0.0900342603788794,0.2889963724304716,0.2045546150745667,0.2853887060015194
신내1동,15.673,6,3.0,30.407267365773077,3.0,0.0,427060.0,48.0,5.220024012110456e-05,76628,0.1024168711176071,0.2347966800647282,0.2864749177846218,0.2692745662803938
신내2동,15.673,5,1.0,2.000866313707513,3.0,0.0,236413.0,22.0,0.0002261988539258,39788,0.0767568110988237,0.2456016889514426,0.3131094802453001,0.3574148745519713
신당5동,14.146,2,0.0,26.639861358651945,0.0,0.0,144514.0,20.0,9.902951079421667e-05,20196,0.0487225193107546,0.3215488215488215,0.266488413547237,0.5190582959641256
신당동,42.439,0,0.0,134.8822198015663,0.0,1.0,137030.0,64.0,0.0001332445036642,15010,0.0329113924050632,0.3508327781479014,0.2856762158560959,0.6653976311336718
신대방1동,15.774,4,0.0,27.95736987099933,2.0,0.0,145388.0,32.0,0.0001069793315931,46738,0.0966237322949206,0.2792588471907227,0.2478497154349779,0.4053847622684743
신대방2동,15.774,1,0.0,109.9656663844519,3.0,0.0,268245.0,59.0,2.25886604924328e-05,44270,0.0816354190196521,0.3400045177320985,0.2193358933815224,0.4721624403480864
신도림동,17.357,3,0.0,41.70322377061737,1.0,1.0,595310.0,64.0,0.0001399893608085,35717,0.0992244589411204,0.2773189237617941,0.2403617325083293,0.2679715302491103
신림동,14.245,2,0.0,134.30202285916536,7.0,0.0,466126.0,62.0,0.0,46768,0.0220663701676359,0.6645569620253164,0.1194406431748204,0.8577928870292887
신사1동,13.844,2,0.0,20.45425308307252,2.0,0.0,333551.0,31.0,5.623875224955009e-05,53344,0.068498800239952,0.2823185362927414,0.289629574085183,0.370650278216095
신사2동,13.844,7,1.0,5.661988118295989,1.0,0.0,306558.0,30.0,0.0001303033461899,38372,0.0741165433128322,0.2674345877202126,0.2998540602522673,0.3886848749139316
신사동(강남구),24.689,8,0.0,330.35074228558307,3.0,2.0,377073.0,115.0,6.428801028608164e-05,31110,0.0497589199614271,0.1293796207007393,0.1304403728704596,0.3877159309021113
신사동(관악구),14.245,2,0.0,35.63959984412425,5.0,0.0,235518.0,31.0,6.614923266890104e-05,45352,0.0426883048156641,0.4557682130887281,0.2276415593579114,0.689851689096402
신수동,86.02,4,0.0,184.3259253379298,1.0,1.0,76422.0,43.0,4.506737572671144e-05,44378,0.0823380954527017,0.2988417684438235,0.2206949389337059,0.3973437187936888
신원동,14.245,1,0.0,30.0213338813163,7.0,0.0,75605.0,16.0,8.414203174959332e-05,35654,0.0413417849329668,0.4333314635104056,0.2534918943176081,0.6667254763585039
신월1동,14.838,5,0.0,57.0467899156228,20.0,0.0,97117.0,26.0,2.5265285497726124e-05,39580,0.0595250126326427,0.2491157150075796,0.3360788276907529,0.4842022116903633
신월2동,14.838,3,0.0,14.979975986055118,2.0,1.0,224544.0,18.0,4.796853264258646e-05,41694,0.0842327433203818,0.2514030795797956,0.2885786923778001,0.3152585119798234
신월3동,14.838,3,0.0,61.12415743112994,5.0,0.0,79566.0,15.0,0.0001374475981032,29102,0.0650814377018761,0.255308913476737,0.3198405607862002,0.5343048749032757
신월4동,14.838,5,0.0,40.37414291308456,1.0,0.0,193119.0,12.0,0.0001142922452711,34998,0.0892622435567746,0.2308131893251042,0.2924167095262586,0.2520431990659661
신월5동,14.838,4,0.0,21.306169304794864,1.0,0.0,141339.0,14.0,0.0001059322033898,28320,0.080367231638418,0.2713276836158192,0.2797316384180791,0.3853513174404015
신월6동,14.838,2,0.0,7.774364068497692,4.0,0.0,74764.0,19.0,7.195797654169965e-05,27794,0.0915305461610419,0.2672519248758725,0.2247967187162697,0.2342442833240379
신월7동,14.838,8,2.0,18.545717043474944,3.0,0.0,198885.0,16.0,7.996588122401109e-05,37516,0.0584817144684934,0.2493869282439492,0.3422006610512847,0.3994650022291574
신정1동,14.838,7,0.0,36.8954144135282,2.0,1.0,253575.0,43.0,0.0001011122345803,39560,0.1451971688574317,0.1988877654196157,0.212386248736097,0.2014936090765474
신정2동,14.838,2,0.0,103.30456661184,3.0,1.0,74847.0,30.0,7.965588657001752e-05,37662,0.1544793160214539,0.1999362752907439,0.2245233922786894,0.2354054447517833
신정3동,14.838,14,0.0,14.501031021185774,2.0,0.0,490650.0,44.0,0.000148342275076,80894,0.1345711672064677,0.2988107894281405,0.3008628575666922,0.2780783817951959
신정4동,14.838,10,0.0,57.03021049339479,5.0,0.0,422926.0,79.0,9.316770186335404e-05,64400,0.0650931677018633,0.3095962732919254,0.2772360248447205,0.4905602737215128
신정6동,14.838,7,2.0,60.614432943422216,1.0,2.0,158456.0,21.0,4.177458434288579e-05,47876,0.1475896064834155,0.2162670231431197,0.1986799231347648,0.1457390879080572
신정7동,14.838,4,0.0,2.2940579115439905,4.0,0.0,161220.0,32.0,0.0001059359440658,56638,0.1142342596843108,0.2098237932130371,0.2773403015643207,0.2940920938314509
신촌동,63.233,4,0.0,92.6212987293733,5.0,2.0,1173952.0,223.0,0.0001474418833243,40694,0.0461493094805131,0.5986631935911928,0.1443947510689536,0.7995591771306438
쌍문1동,15.646,4,1.0,21.39924634464028,0.0,0.0,249557.0,22.0,0.0001918833349323,41692,0.0698935047491125,0.2500239854168665,0.324138923534491,0.3756765361349888
쌍문2동,15.646,2,0.0,11.514185035118595,1.0,0.0,288050.0,34.0,8.272667107875579e-05,36264,0.065354070152217,0.2528127068166777,0.3229649238914626,0.3980181668042939
쌍문3동,15.646,3,0.0,52.99883544004461,4.0,0.0,194306.0,24.0,0.0,33236,0.0573474545673366,0.2908893970393549,0.3029245396557949,0.4582876628912434
쌍문4동,15.646,2,0.0,43.62480931825645,0.0,0.0,163630.0,12.0,0.0001646632636258,36438,0.0992919479664087,0.2411219057028377,0.2794884461276689,0.2476015801354401
아현동,49.703,5,0.0,8.456416790312145,4.0,0.0,357079.0,50.0,1.77430801987225e-05,56360,0.0727821149751596,0.3060681334279631,0.1928317955997161,0.3184038413775975
안암동,70.732,1,0.0,137.40963355960687,1.0,1.0,285932.0,104.0,6.634819532908705e-05,30144,0.054936305732484,0.5008625265392781,0.1961252653927813,0.7159870811465483
암사1동,14.797,4,0.0,17.627320376613948,9.0,0.0,164392.0,46.0,5.878549174063841e-05,34022,0.0701604843924519,0.2748221738874846,0.2784080888836635,0.419894311470314
암사2동,14.797,2,2.0,115.48271447228694,1.0,1.0,99261.0,23.0,0.0002014775016789,14890,0.067293485560779,0.2976494291470786,0.2492276695768972,0.3299905985584456
암사3동,14.797,4,0.0,223.8767367056118,2.0,0.0,74987.0,19.0,5.747787101965744e-05,17398,0.1112196804230371,0.2250258650419588,0.2389929876997356,0.1823051948051948
압구정동,24.689,3,0.0,174.29921727423363,1.0,0.0,611984.0,130.0,7.810364353497091e-05,25607,0.104580778693326,0.2182215800367087,0.2716054203928613,0.2687
약수동,14.146,1,0.0,11.185297689860802,1.0,0.0,146847.0,30.0,3.0708758137820905e-05,32564,0.0552143471318019,0.2503992138557916,0.3377349219997543,0.4079896907216495
양재1동,31.186,26,0.0,37.49661204429474,2.0,0.0,945351.0,114.0,0.000148342275076,80894,0.1097485598437461,0.2691670581254481,0.260983509283754,0.3530597390963552
양재2동,31.186,19,0.0,142.18050257875993,4.0,0.0,474942.0,117.0,4.677924872526548e-05,42754,0.0683444823876128,0.3428451139074706,0.220096365252374,0.5173948587519303
양평1동,50.32,1,0.0,50.20085224030392,1.0,2.0,163730.0,46.0,0.0001096671601688,36474,0.0550529144047814,0.4131710259362833,0.1852826671053353,0.5507887069225359
양평2동,100.64,3,0.0,63.90931946415642,1.0,1.0,308906.0,47.0,8.890469416785207e-05,44992,0.0632112375533428,0.4070056899004267,0.1816767425320057,0.4731619305367613
여의동,16.773,4,0.0,81.30387924628315,4.0,2.0,1631757.0,302.0,0.0001073784322748,65190,0.0910569105691057,0.2477373830342077,0.2700107378432275,0.3181183388460125
역삼1동,13.996,6,0.0,103.6932066698602,7.0,2.0,1296216.0,316.0,5.826147751106968e-05,34328,0.0375495222558844,0.4856676765322769,0.1563155441621999,0.7429196650254597
역삼2동,13.996,9,0.0,24.183587829156327,5.0,1.0,444161.0,97.0,5.417118093174431e-05,36920,0.1574485373781148,0.2464788732394366,0.1446641386782232,0.4175094816687737
역촌동,13.483,7,0.0,36.33363834929131,5.0,3.0,325696.0,78.0,4.944742502534181e-05,80894,0.0777066284273246,0.2990333028407546,0.3138428066358444,0.4101498308361527
연남동,13.844,2,0.0,93.18215551449376,2.0,5.0,127848.0,169.0,6.955070246209486e-05,28756,0.049172346640701,0.4118097092780637,0.2237446098205592,0.6040252471120638
연희동,13.844,9,1.0,47.01653900667903,2.0,6.0,1026410.0,121.0,2.924575205451408e-05,68386,0.0620302401076243,0.3804872342292282,0.2428274793086304,0.5695339547270306
염리동,37.855,2,0.0,41.60836863448733,0.0,1.0,153099.0,43.0,8.9126559714795e-05,33660,0.0985145573380867,0.3095662507427213,0.1830659536541889,0.4307889672867223
염창동,30.68,4,0.0,3.465199336394732,0.0,1.0,357244.0,58.0,4.944742502534181e-05,80894,0.1086359927806759,0.3126807921477489,0.1820159715182832,0.3018379029828261
영등포동,150.959,4,0.0,58.8930608309023,5.0,0.0,1132620.0,131.0,6.579813133307015e-05,60792,0.0277668114225556,0.5401697591788394,0.1677523358336623,0.7696051423324151
영등포본동,32.547,2,0.0,14.690682172533876,1.0,0.0,182736.0,45.0,7.162297665090961e-05,41886,0.0545289595568925,0.2859189227904312,0.2965191233347657,0.4878536724778508
오금동,17.603,15,0.0,35.24002194448259,3.0,1.0,323319.0,71.0,9.309005798180754e-05,75196,0.078887174849726,0.2638438214798659,0.2759721261769243,0.3097645252111594
오류1동,17.357,2,0.0,62.88315118116318,5.0,0.0,216401.0,25.0,0.0002206433961431,22661,0.0493358633776091,0.3809628877807687,0.2584175455628613,0.5675506041110937
오류2동,34.714,9,0.0,13.821674479055778,5.0,1.0,247964.0,42.0,0.0003182348573247,37708,0.1054152964888087,0.2363954598493688,0.2911848944521056,0.3224786595004742
오륜동,17.327,1,2.0,398.900082767279,2.0,0.0,242432.0,29.0,0.000140496796673,35588,0.1426885467011352,0.1995054512757109,0.2555355737889176,0.1184834123222748
옥수동,12.345,2,0.0,10.965414718840274,0.0,0.0,223911.0,29.0,0.0001179106237471,50886,0.0640254686947294,0.2757143418622018,0.2443108124041976,0.2972872538089929
왕십리2동,14.146,4,0.0,32.622611901673906,2.0,0.0,120996.0,21.0,9.2569735867687e-05,32408,0.0667736361392248,0.3081955072821525,0.2448160947914095,0.4055224688684353
왕십리도선동,56.586,7,0.0,16.6513194773304,4.0,0.0,327870.0,56.0,9.46790380609733e-05,52810,0.0635864419617496,0.3230448778640409,0.2237833743609165,0.4231335952848723
용강동,109.256,6,0.0,45.48204717366164,1.0,0.0,171071.0,50.0,7.0482097547223e-05,42564,0.1012592801428437,0.2556620618362936,0.2049619396673245,0.3814377682403433
용답동,28.878,3,0.0,34.784348621799175,5.0,2.0,271188.0,33.0,8.430992327796982e-05,23722,0.0464547677261613,0.3818396425259253,0.2644802293229913,0.6808705913203095
용문동,37.855,1,0.0,61.34885555663048,3.0,0.0,68695.0,21.0,4.363382494109434e-05,22918,0.0573348459725979,0.3146871454751723,0.2741949559298368,0.3982350732256853
용산2가동,37.855,0,0.0,27.05251620794994,0.0,0.0,278334.0,21.0,5.559879906594018e-05,17986,0.0490381407761592,0.3329256088068498,0.3099077059935505,0.5564117763287888
용신동,28.293,6,0.0,28.9973159752711,2.0,1.0,936453.0,92.0,2.740026304252521e-05,72992,0.0491012713722051,0.3697665497588777,0.2472051731696624,0.5915784629544408
우이동,30.837,2,0.0,53.676685475439314,3.0,0.0,247242.0,36.0,4.99226199390944e-05,40062,0.0637511856622235,0.239578653087714,0.3423693275423094,0.4169275725318305
우장산동,29.676,8,0.0,24.22581703885304,2.0,2.0,357907.0,60.0,6.180928128167726e-05,80894,0.1370929858827601,0.2575716369570054,0.2297574603802507,0.2656835345186418
원효로1동,75.71,5,0.0,19.616535987677,2.0,0.0,253501.0,38.0,8.731590895861226e-05,34358,0.0559986029454566,0.4106176145293672,0.1795797194248792,0.5557575109590506
원효로2동,94.637,2,0.0,55.44218548812516,0.0,0.0,154997.0,22.0,0.0001093772786933,27428,0.0759078314131544,0.3047980166253463,0.2540469593116523,0.4066216650594664
월계1동,13.848,6,0.0,77.2475270633816,1.0,1.0,371295.0,45.0,7.211885186787827e-05,41598,0.0733689119669214,0.2912159238424924,0.2899177845088706,0.463130659767141
월계2동,13.848,7,0.0,2.266222322942903,1.0,0.0,212063.0,14.0,0.0001354803747,51668,0.0742432453356042,0.2228458620422699,0.3315785399086475,0.3793485675306958
월계3동,13.848,4,0.0,67.24833601023012,1.0,0.0,228263.0,22.0,0.0001381501692339,57908,0.0667956068246183,0.2583062789251917,0.308938315949437,0.3476808328801181
월곡1동,13.848,5,0.0,38.12669390260508,3.0,0.0,319891.0,39.0,5.809450038729667e-05,51640,0.0968628969790859,0.236560805577072,0.2711463981409759,0.3230113109586501
