행정동명,미세먼지지수,공원수,도시농업(프로그램수),거주_유동_인구당_매출액,채소가게수,제로웨이스트 가게수,승하차인원_버스_지하철,카페수,유치원_초등학교,인구수,총_10대,총_20_30대,총_60대이상,1인세대
도곡2동,13.996,8,0.0,141.5409088068417,1.0,1.0,257868.0,42.0,9.211778794485216e-05,32567,0.1471428132772438,0.2026898394079896,0.2183498633586145,0.1850980392156862
도림동,15.774,2,0.0,51.60722220424111,1.0,0.0,182128.0,27.0,5.646846236376983e-05,35418,0.0473205714608391,0.3300016940538709,0.2705404031848212,0.536030868703723
도봉1동,15.233,11,0.0,43.79238270763802,7.0,0.0,168930.0,27.0,0.0001234750827283,40494,0.0517607546797056,0.2146490838148861,0.4015409690324492,0.457580786878844
도봉2동,15.233,7,0.0,5.142012000695472,8.0,0.0,272768.0,25.0,5.769896526522291e-05,51994,0.0553910066546139,0.2336038773704658,0.3633880832403739,0.3611869031377899
도화동,37.855,2,0.0,79.69568589707077,4.0,0.0,241950.0,44.0,9.669309611293752e-05,41368,0.0709727325468961,0.2973312705472829,0.2681783020692322,0.3979383657253302
독산1동,14.245,8,2.0,27.79743473103763,3.0,1.0,695982.0,69.0,9.889485005068362e-05,80894,0.0585457512300046,0.453160926644745,0.2367295473088239,0.5539227399442453
독산2동,14.245,6,0.0,10.750077780843826,8.0,0.0,226494.0,28.0,0.0001107542363495,36116,0.0575922029017609,0.277827001882822,0.3104995016059364,0.4895700297999149
독산3동,14.245,7,0.0,12.666354705724856,10.0,0.0,435023.0,35.0,8.368200836820084e-05,47800,0.0468619246861924,0.314602510460251,0.3053138075313807,0.5248205049023392
독산4동,14.245,5,0.0,16.875037207382785,2.0,0.0,169603.0,22.0,6.75995403231258e-05,29586,0.054823227202055,0.2756033258973839,0.3135266680186575,0.4925137903861308
돈암1동,13.848,2,0.0,47.26488428849159,0.0,0.0,259383.0,9.0,0.0001392951664577,28716,0.0772391698008079,0.2598551330268839,0.3023401587964898,0.3144602178936942
돈암2동,13.848,0,0.0,56.27147697450746,1.0,0.0,195027.0,14.0,0.0001490630323679,46960,0.1121805792163543,0.2338586030664395,0.2310902896081771,0.2082358446420215
동선동,112.874,0,0.0,124.7575381700596,2.0,2.0,511138.0,113.0,0.0001997602876548,30036,0.0618591024104408,0.46597416433613,0.1992941803169529,0.6912814148309029
동화동,14.146,2,0.0,88.77004951955081,0.0,0.0,33617.0,27.0,4.992511233150274e-05,20030,0.0786819770344483,0.2464303544682975,0.291263105341987,0.2806135277847624
둔촌1동,17.327,0,0.0,335.8096527178962,0.0,0.0,52391.0,0.0,0.0002173913043478,9200,0.0005434782608695,0.0019565217391304,0.0017391304347826,0.6923076923076923
둔촌2동,17.327,3,1.0,38.63749144524564,1.0,0.0,236912.0,43.0,0.0001662648599218,24058,0.0783107490231939,0.278410507939147,0.2725496716269016,0.3361103131284114
등촌1동,15.34,4,0.0,20.729376419284485,1.0,0.0,310052.0,72.0,4.027548431269886e-05,49658,0.0463570824439163,0.4589391437432035,0.1839381368560957,0.5935678674250404
등촌2동,15.34,0,0.0,1.7556182457588354,3.0,0.0,245654.0,31.0,0.0001025115325474,39020,0.0708867247565351,0.3133777549974372,0.2613531522296258,0.3603930284243771
등촌3동,15.34,9,0.0,30.76042038228889,2.0,2.0,392391.0,70.0,0.000169096012716,59138,0.0566809834624099,0.2691332138388176,0.3478643173593966,0.4704014815794695
마장동,14.146,4,1.0,25.50501108607995,4.0,0.0,211856.0,14.0,0.0001372118551042,43728,0.0676454445664105,0.335300036589828,0.2688437614343212,0.4916001101624896
마천1동,17.603,11,0.0,23.009302505257075,4.0,0.0,93878.0,21.0,5.461794745753454e-05,36618,0.0766289802829209,0.2225681358894532,0.340761374187558,0.4213697995132692
마천2동,17.603,7,0.0,55.943487558135374,5.0,2.0,168798.0,20.0,8.425073017299484e-05,35608,0.0629072118625028,0.2305099977533138,0.3549764097955515,0.4272854804769698
망우3동,15.673,4,2.0,3.62224614521578,2.0,0.0,125784.0,18.0,9.472088911341248e-05,31672,0.0570219752462743,0.2551149280121242,0.3320282899722152,0.4868758393358564
망우본동,15.673,6,0.0,14.74288266500733,18.0,0.0,515662.0,84.0,0.0001123532385821,71204,0.0586203022302117,0.2911634177855177,0.2875962024605359,0.4776732924151134
망원1동,13.844,3,0.0,140.72515325300964,5.0,0.0,130552.0,98.0,0.0,38606,0.056830544474952,0.3488576905144278,0.2462829611977413,0.5122503197874644
망원2동,13.844,2,0.0,105.10315604168282,2.0,1.0,167964.0,54.0,8.285461776403005e-05,36208,0.0787671232876712,0.3023088820150243,0.2489505081749889,0.4058022922636103
면목2동,14.243,3,0.0,60.0389456745336,3.0,0.0,168077.0,36.0,0.0001262041983929,47542,0.0578856589962559,0.2673425602625047,0.3043203903916537,0.4860645688598283
면목3.8동,14.243,5,0.0,99.54598115347702,3.0,0.0,280490.0,44.0,4.06421459053038e-05,49210,0.0519406624669782,0.2837228205649258,0.3132696606380817,0.4897116134060795
면목4동,14.243,3,0.0,18.61083761624256,2.0,0.0,154726.0,15.0,8.176614881439084e-05,36690,0.0625783592259471,0.2574543472335786,0.3085309348596348,0.4424561011072587
면목5동,14.243,3,0.0,57.13634137537306,2.0,0.0,132127.0,15.0,0.0,29272,0.0573244055752937,0.2769882481552336,0.2476769609182836,0.3407568914499299
면목7동,14.243,1,0.0,17.152536853925824,8.0,0.0,223926.0,29.0,4.671587405400355e-05,42812,0.0512005979631878,0.2839857983742875,0.3089320751191254,0.4534038334434898
면목본동,14.243,5,0.0,15.625695075594518,10.0,0.0,409715.0,44.0,7.591400461557148e-05,65864,0.0505890926758168,0.3082412243410664,0.2866209158265517,0.5223620631531632
명동,272.502,8,0.0,163.9685369410035,3.0,31.0,832232.0,229.0,0.0001086956521739,9200,0.0289130434782608,0.1517391304347826,0.2102173913043478,0.6975438596491228
명일1동,17.327,8,0.0,92.59791511039444,6.0,1.0,229806.0,56.0,7.85607667530835e-05,25458,0.0930552282190274,0.259211249901799,0.2488805090737685,0.2599681020733652
명일2동,17.327,2,0.0,476.0147437359544,2.0,0.0,113657.0,41.0,0.0003486345148169,17210,0.1381173736199883,0.2345729227193492,0.2432887855897733,0.2701246729259658
목1동,14.838,2,0.0,31.323589512482425,2.0,0.0,673078.0,93.0,6.609385327164574e-05,60520,0.1671183079973562,0.1933906146728354,0.1790812954395241,0.1648447325142691
목2동,14.838,3,0.0,11.13520083413286,1.0,2.0,234216.0,36.0,6.887052341597796e-05,58080,0.077995867768595,0.3276859504132231,0.2364669421487603,0.4110654205607477
목3동,14.838,3,0.0,79.57376011174442,5.0,0.0,283297.0,41.0,4.676174888940846e-05,42770,0.0628010287584755,0.3261164367547346,0.2584054243628711,0.4183460736622654
목4동,14.838,4,0.0,13.587448574961028,3.0,0.0,245857.0,32.0,4.0587710041399465e-05,49276,0.1239548664664339,0.2635360012988067,0.210122574884325,0.333899320815022
목5동,14.838,9,0.0,118.45382978797554,2.0,0.0,437958.0,41.0,0.0001607041313323,80894,0.1765767547654955,0.1852300541449304,0.1906198234726926,0.1320375335120643
무악동,11.848,2,1.0,84.25589553831794,0.0,0.0,60335.0,14.0,0.000125250501002,15968,0.1178607214428857,0.2094188376753507,0.2629008016032064,0.2325041459369817
묵1동,15.673,6,0.0,23.82696753873132,1.0,2.0,256735.0,46.0,4.428436466698158e-05,67744,0.0874173358526216,0.2753897024090694,0.2662671232876712,0.3763951079329011
묵2동,15.673,1,0.0,6.333872853690249,1.0,0.0,80101.0,19.0,0.000109092892598,36666,0.0580374188621611,0.284132438771614,0.2985872470408552,0.4652649832014739
문래동,100.64,5,2.0,62.083029882735495,5.0,1.0,432872.0,90.0,6.219098852576262e-05,64318,0.0928200503747007,0.2829689977922199,0.2076557106875213,0.3082176189392215
문정1동,17.603,4,0.0,32.76210696867756,1.0,0.0,159953.0,42.0,5.0947625840635824e-05,39256,0.0716833095577746,0.3139902180558386,0.2574383533727328,0.3626515954315318
문정2동,35.205,10,0.0,129.7517187296142,8.0,2.0,336277.0,268.0,1.7373175816539263e-05,57560,0.0507296733842946,0.4182418346073662,0.2055941626129256,0.5772773151652788
미성동,14.245,8,0.0,16.258639575564544,5.0,0.0,456104.0,35.0,5.015045135406218e-05,59820,0.0692410565028418,0.2908057505850886,0.2935138749582079,0.4440025120368432
미아동,13.848,5,0.0,39.14742362146136,2.0,0.0,319346.0,48.0,0.0,42082,0.0572691412005132,0.2995104795399458,0.318473456584763,0.5605879336865494
반포1동,17.205,5,0.0,25.01111549756089,5.0,0.0,322308.0,45.0,4.394445420987871e-05,68268,0.1195582117536766,0.2710493935665319,0.1741079275795394,0.4192127904613508
반포2동,17.205,2,0.0,251.73165214247337,1.0,0.0,213871.0,11.0,0.0001279426816786,31264,0.1837896622313203,0.1615916069600818,0.1844293756397134,0.1319043693322341
반포3동,12.345,5,0.0,170.44355963470068,1.0,1.0,314473.0,33.0,4.204153703859413e-05,47572,0.1403346506348272,0.21172118052636,0.1988564701925502,0.1594308646479387
반포4동,17.205,3,0.0,165.89660595224132,2.0,0.0,610668.0,105.0,0.0,37482,0.1159489888479803,0.2363267701830211,0.2252814684381836,0.2574383678095778
반포본동,17.205,4,0.0,25.68685278491901,1.0,0.0,69837.0,4.0,0.0002173913043478,9200,0.0084782608695652,0.0104347826086956,0.0130434782608695,0.5317460317460317
발산1동,47.523,8,0.0,51.99342002652824,13.0,1.0,359568.0,143.0,9.761267291387774e-05,71712,0.1368529674252565,0.2266287371709058,0.2180388219544846,0.2407311859659467
방배1동,17.205,1,0.0,124.8069240925091,0.0,0.0,232892.0,56.0,3.004266057802079e-05,33286,0.0801538184221594,0.2959802920146608,0.2508562158264736,0.400266844563042
방배2동,17.205,6,0.0,133.00974653206762,2.0,2.0,316242.0,54.0,2.747705665769083e-05,36394,0.0813870418200802,0.2781777216024619,0.2765290982030005,0.3648340511781099
방배3동,17.205,7,0.0,1.8335581829536167,1.0,0.0,288162.0,31.0,0.0001175433441081,34030,0.1010872759330002,0.235321774904496,0.275639141933588,0.2191323692992213
방배4동,17.205,2,0.0,125.60194406123418,4.0,1.0,302736.0,59.0,6.559097468188377e-05,45738,0.1154401154401154,0.2609208972845336,0.221391403209585,0.3566433566433566
방배본동,17.205,1,0.0,291.1999039803768,1.0,0.0,158447.0,50.0,4.88162069807176e-05,40970,0.1358066878203563,0.2295826214303148,0.2231388821088601,0.2988404335770103
방이1동,17.327,4,0.0,247.0738784760821,0.0,1.0,103845.0,56.0,0.0001310959622443,30512,0.097928683796539,0.2807420031463031,0.2338096486628212,0.3113654946852003
방이2동,17.327,6,0.0,149.31155568709,12.0,0.0,228673.0,82.0,1.92789666473877e-05,51870,0.041873915558126,0.4386736070946597,0.2104491999228841,0.6302666069944377
방학1동,15.646,9,3.0,16.472785566867273,11.0,2.0,320723.0,57.0,7.163836951070993e-05,55836,0.073465147933233,0.2397378035675908,0.3201876925281181,0.4140147115756872
방학2동,15.646,5,0.0,32.07537239004923,6.0,0.0,154604.0,15.0,2.655196219000584e-05,37662,0.0677075035845149,0.2251075354468695,0.3496362381179969,0.4371667936024371
방학3동,15.646,4,2.0,7.611203163357473,0.0,0.0,188252.0,16.0,0.0001331102152582,52588,0.0976648665094698,0.22027839050734,0.3099186126112421,0.2161183217627527
방화1동,47.922,13,0.0,45.38422809078634,8.0,0.0,164961.0,85.0,9.889485005068362e-05,80894,0.1075728731426311,0.2619971814967735,0.2605137587460133,0.3109452736318407
방화2동,32.582,7,0.0,3.5241241106406456,1.0,0.0,163009.0,62.0,0.0001094714717344,45674,0.0570565310680036,0.3023164163419013,0.3105048824276393,0.521774991751897
방화3동,16.291,9,0.0,172.17362522032343,0.0,1.0,59112.0,26.0,0.0001351533991079,44394,0.0624859215209262,0.2466549533720773,0.347389286840564,0.4733143568760007
번1동,13.848,3,0.0,16.141600782923135,4.0,0.0,588157.0,47.0,8.37848405295202e-05,35806,0.0509411830419482,0.311232754286991,0.2970451879573256,0.5898968475850767
번2동,13.848,3,0.0,42.81192254104069,0.0,0.0,205044.0,17.0,3.3099430689792135e-05,30212,0.0590493843505891,0.2334171852244141,0.3725671918443002,0.427536231884058
번3동,13.848,3,0.0,36.38445044276888,1.0,0.0,243921.0,12.0,9.120204292576154e-05,32894,0.067793518574816,0.2041709734298048,0.3855414361281692,0.3771689497716895
보광동,18.927,0,0.0,10.95345865148474,3.0,0.0,171997.0,17.0,4.003843689942344e-05,24976,0.0493273542600896,0.3049327354260089,0.3067745035233824,0.5478653650007286
보라매동,17.205,4,0.0,29.76968899102028,6.0,1.0,248416.0,38.0,4.141987325518784e-05,48286,0.0551712711759102,0.364287785279377,0.2722114070330945,0.5487281642660129
보문동,99.025,3,0.0,16.77611110470843,1.0,0.0,192069.0,30.0,0.0001841620626151,32580,0.061817065684469,0.3370165745856354,0.232719459791283,0.486102608056814
부암동,36.67,0,0.0,27.852880096655667,0.0,0.0,228198.0,45.0,0.0002194907813871,18224,0.0925153643546971,0.2508779631255487,0.2810579455662862,0.4025597681719391
북가좌1동,13.844,2,0.0,100.88399313673206,0.0,1.0,176736.0,13.0,5.661231884057971e-05,35328,0.1078464673913043,0.2276947463768115,0.2548686594202898,0.2499633054454718
북가좌2동,13.844,5,0.0,32.447096837985605,1.0,4.0,300073.0,50.0,3.243699114470142e-05,61658,0.0706153297220149,0.2733140873852541,0.3039021700347076,0.4166495515848565
