유치원명,주소,행정동,위도,경도
희산유치원,서울특별시 노원구 덕릉로 459-18,상계6.7동,37.6759999,127.0873997
공능유치원,서울특별시 노원구 동일로186길 27,공릉1동,37.6253484,127.075036
선덕유치원,서울특별시 노원구 섬밭로 190,하계2동,37.6443751,127.0629317
염광유치원,서울특별시 노원구 월계로45가길 9,월계2동,37.6298221,127.050926
산내들유치원,서울특별시 노원구 공릉로46길 32,공릉2동,37.6270266,127.0819800474352
미광유치원,서울특별시 노원구 공릉로34길 62,공릉2동,37.62310945,127.0833987617009
청암유치원,서울특별시 노원구 중계로 244,중계1동,37.63891,127.08268
풍천유치원,서울특별시 노원구 노원로 522,상계10동,37.63933,127.07412
하늘유치원,서울특별시 노원구 초안산로 89,월계2동,37.6285275,127.0553675
서울공릉초등학교병설유치원,서울특별시 노원구 동일로173길 12,공릉1동,37.6186099,127.0731446
아이디유치원,서울특별시 노원구 동일로221길 32,상계10동,37.6591999,127.0578107
학림유치원,서울특별시 노원구 상계로7길 25,상계2동,37.6589119,127.0625819
서울신상계초등학교병설유치원,서울특별시 노원구 상계로 267,상계3.4동,37.6545927,127.0558037
양지유치원,서울특별시 노원구 노원로30길 45,상계2동,37.6545716,127.0698507
무지개유치원,서울특별시 노원구 덕릉로94가길 54,상계3.4동,37.6642452,127.0783838
동은유치원,서울특별시 노원구 동일로207길 23,중계2.3동,37.6384439,127.0609387
두솔유치원,서울특별시 노원구 초안산로 19,월계2동,37.6285275,127.0553675
새봄유치원,서울특별시 노원구 동일로245길 162,상계1동,37.681352,127.0523756
성북유치원,서울특별시 노원구 광운로17길 5-3,월계1동,37.6222701,127.0588791
성실유치원,서울특별시 노원구 한글비석로1길 28,하계1동,37.6418244,127.0704691
예진유치원,서울특별시 노원구 섬밭로 123,공릉1동,37.6298045,127.0679053
다연유치원,서울특별시 노원구 월계로45가길 94,월계2동,37.6298221,127.050926
서울상곡초등학교병설유치원,서울특별시 노원구 노원로38길 34,상계10동,37.6629989,127.0616329
꿈모리유치원,서울특별시 노원구 공릉로58길 23,하계1동,37.6359258,127.0747629
꿈동산유치원,서울특별시 노원구 동일로227길 26,상계8동,37.66728,127.05394
삼육대학교부속유치원,서울특별시 노원구 화랑로 815,공릉2동,37.642012,127.1056210974201
서울여자대학교부속유치원,서울특별시 노원구 화랑로 621,공릉2동,37.6174636,127.0753655
서울노일유치원,서울특별시 노원구 동일로231길 26,상계1동,37.6722005,127.0539358
아랑유치원,서울특별시 노원구 동일로 1127,공릉1동,37.6847903,127.05546
사랑샘유치원,서울특별시 노원구 한글비석로 325,중계4동,37.6661065,127.0694862698991
원암유치원,서울특별시 노원구 중계로14라길 48,중계본동,37.6500795,127.0848729
토마토유치원,서울특별시 노원구 공릉로 181,공릉2동,37.62592885,127.079464420248
한양유치원,서울특별시 노원구 마들로 31,월계3동,37.6307063,127.0631762
꿈터유치원,서울특별시 노원구 동일로230길 63,상계1동,37.6723358,127.0593575
한성유치원,서울특별시 노원구 한글비석로 145,하계1동,37.6661065,127.0694862698991
서울태랑초등학교병설유치원,서울특별시 노원구 화랑로51나길 31,공릉2동,37.625403,127.0907595
서울연촌초등학교병설유치원,서울특별시 노원구 공릉로58길 36,하계1동,37.6359258,127.0747629
성희유치원,서울특별시 노원구 동일로215길 48,상계6.7동,37.6508187,127.0586197
연세유치원,서울특별시 노원구 섬밭로 265,중계2.3동,37.6443751,127.0629317
영산유치원,서울특별시 노원구 동일로216길 47,상계6.7동,37.652067,127.0640821
서울동일초등학교병설유치원,서울특별시 노원구 한글비석로 566,상계8동,37.6661065,127.0694862698991
미성유치원,서울특별시 노원구 공릉로59길 28,하계1동,37.6332596,127.0706232
청원유치원,서울특별시 노원구 한글비석로 506,상계9동,37.6661065,127.0694862698991
서울상경초등학교병설유치원,서울특별시 노원구 수락산로 237,상계8동,37.6673213,127.0709473
노원 삼육유치원,서울특별시 노원구 공릉로42길 13-1,공릉2동,37.6242336,127.0805114
서울연지유치원,서울특별시 노원구 월계로55길 16,월계3동,37.63291,127.05964
서울수락산유치원,서울특별시 노원구 동일로245길 162,상계1동,37.681352,127.0523756
서울상원초등학교병설유치원,서울특별시 노원구 한글비석로54길 119,상계9동,37.6670163,127.0619547
서울당현초등학교병설유치원,서울특별시 노원구 동일로213길 52,상계6.7동,37.64834,127.05933
서울용동초등학교병설유치원,서울특별시 노원구 한글비석로1길 81-11,중계2.3동,37.6418244,127.0704691
꿈동산아이유치원,서울특별시 노원구 동일로227길 26,상계8동,37.66728,127.05394
서울공연초등학교병설유치원,서울특별시 노원구 동일로192가길 16,공릉1동,37.6267898,127.0737318
서울계상초등학교병설유치원,서울특별시 노원구 한글비석로41가길 24,상계5동,37.6625354,127.0675617
서울태릉초등학교병설유치원,서울특별시 노원구 노원로1길 36,공릉2동,37.6199197,127.0802034
서울월천초등학교병설유치원,서울특별시 도봉구 노해로70길 96,창4동,37.64907,127.05222
햇살유치원,서울특별시 도봉구 우이천로32길 38,쌍문1동,37.6507411,127.0252859
행복한유치원,서울특별시 도봉구 시루봉로6길 86,쌍문4동,37.6589181,127.0301477
선희유치원,서울특별시 도봉구 해등로 241,쌍문2동,37.65548,127.04056
슬기유치원,서울특별시 도봉구 도봉로180나길 33-29,도봉2동,37.6832052,127.0500164
보나유치원,서울특별시 도봉구 해등로 307,방학3동,37.6580725,127.0337937
정의유치원,서울특별시 도봉구 노해로49길 69,쌍문4동,37.6518966,127.0298023
청아유치원,서울특별시 도봉구 노해로69가길 11,창4동,37.6586843,127.0478218
예랑유치원,서울특별시 도봉구 해등로4길 9,창1동,37.6488403,127.0449286
다솜유치원,서울특별시 도봉구 해등로 195,쌍문2동,37.6580725,127.0337937
현대유치원,서울특별시 도봉구 삼양로 574-38,쌍문1동,37.6544905,127.0129189
서울도봉초등학교병설유치원,서울특별시 도봉구 도봉로173길 96,도봉1동,37.6789188,127.0395983
한별유치원,서울특별시 도봉구 덕릉로59아길 17,창2동,37.6422638,127.0387387
덕성여자대학교부속유치원,서울특별시 도봉구 삼양로144길 33,쌍문1동,37.6520399,127.0144255
꿈밭유치원,서울특별시 도봉구 해등로 264,방학3동,37.65548,127.04056
서울창동초등학교병설유치원,서울특별시 도봉구 해등로16길 81,창5동,37.6549907,127.043562
삼풍유치원,서울특별시 도봉구 노해로63가길 101,창5동,37.6623145,127.0445681
자연유치원,서울특별시 도봉구 마들로 567,창4동,37.6623294,127.0458791
천사유치원,서울특별시 도봉구 해등로26길 20,쌍문4동,37.6593361,127.0327717
사랑유치원,서울특별시 도봉구 마들로 620,방학1동,37.6669434,127.045154
한사랑유치원,서울특별시 도봉구 노해로66길 79,창1동,37.64872,127.04773
솔샘유치원,서울특별시 도봉구 해등로 113,창5동,37.65548,127.04056
유화유치원,서울특별시 도봉구 시루봉로 101,방학3동,37.6563804,127.0289015
서울신창초등학교병설유치원,서울특별시 도봉구 덕릉로60길 93,창3동,37.63643,127.0412163
예그린유치원,서울특별시 도봉구 노해로 201-1,쌍문4동,37.6516,127.03981
신창유치원,서울특별시 도봉구 덕릉로 272,창3동,37.642508,127.0417172
나래유치원,서울특별시 도봉구 마들로 684-9,도봉2동,37.6623294,127.0458791
지현유치원,서울특별시 도봉구 도봉산3길 21,도봉1동,37.6870282,127.0434575
자연아이유치원,서울특별시 도봉구 도당로6길 14-11,방학1동,37.6616193,127.0366265
서울신학초등학교병설유치원,서울특별시 도봉구 방학로 247-21,방학3동,37.6637033,127.0377307
서울쌍문초등학교병설유치원,서울특별시 도봉구 우이천로 360,쌍문1동,37.64388,127.02993
서울가인초등학교병설유치원,서울특별시 도봉구 도봉로136다길 4,창5동,37.6609228,127.0426974
서울방학유치원,서울특별시 도봉구 도당로6길 14-11,방학1동,37.6616193,127.0366265
서울오봉초등학교병설유치원,서울특별시 도봉구 시루봉로 285,도봉1동,37.6563804,127.0289015
서울마들유치원,서울특별시 도봉구 마들로 567,창4동,37.6623294,127.0458791
서울숭미초등학교병설유치원,서울특별시 도봉구 노해로 179,쌍문1동,37.6516,127.03981
새일문유치원,서울특별시 동대문구 장한로 165,장안2동,37.5698209,127.0701581
백주유치원,서울특별시 동대문구 서울시립대로18길 19,전농1동,37.5804113,127.0528656
예일유치원,서울특별시 동대문구 사가정로 190,전농2동,37.5779214,127.062767
삼성유치원,서울특별시 동대문구 사가정로 65,전농1동,37.5792476,127.0753211
서울전동초등학교병설유치원,서울특별시 동대문구 전농로16길 61,전농2동,37.5786196,127.0575357
자람유치원,서울특별시 동대문구 고산자로 534,제기동,37.575405,127.0381518
서울휘경유치원,서울특별시 동대문구 망우로6길 48,휘경2동,37.5865629,127.0558167
한양유치원,서울특별시 동대문구 답십리로 184,답십리2동,37.5765595,127.0465065
세하유치원,서울특별시 동대문구 장안벚꽃로 107,장안1동,37.584937,127.0721386
서울유치원,서울특별시 동대문구 한천로58길 47,이문2동,37.6026767,127.0711083
사군자유치원,서울특별시 동대문구 장한로5길 51,장안1동,37.5658095,127.0629867
산정현유치원,서울특별시 동대문구 회기로23가길 33,회기동,37.5925232,127.0542371
푸른솔유치원,서울특별시 동대문구 전농로10길 20,답십리2동,37.5767327,127.0630182
신동아유치원,서울특별시 동대문구 무학로26길 30,용신동,37.573361,127.0324431
아이비유치원,서울특별시 동대문구 한천로 246,휘경2동,37.5828163,127.0687545468601
사랑유치원,서울특별시 동대문구 제기로 131,청량리동,37.58739245,127.0493599371101
젬마유치원,서울특별시 동대문구 이문로12길 20,이문1동,37.5928565,127.058599
소화유치원,서울특별시 동대문구 약령시로 45,제기동,37.5827858,127.0342852
그림유치원,서울특별시 동대문구 답십리로56길 21,답십리2동,37.5709021,127.0592691
홍릉유치원,서울특별시 동대문구 홍릉로29길 17,청량리동,37.5908362,127.0417002
서울장평초등학교병설유치원,서울특별시 동대문구 답십리로69길 27,장안2동,37.57352585,127.0733050776258
규전유치원,서울특별시 동대문구 휘경로 42,휘경1동,37.59455515,127.0643438078346
서울홍파초등학교병설유치원,서울특별시 동대문구 고산자로 518,제기동,37.575405,127.0381518
서울휘봉초등학교병설유치원,서울특별시 동대문구 장안벚꽃로 309,휘경2동,37.5788007,127.0762807
새소리유치원,서울특별시 동대문구 사가정로 148,전농2동,37.5779214,127.062767
서울답십리초등학교병설유치원,서울특별시 동대문구 전농로3길 23,답십리1동,37.5702048,127.0559328
서울군자초등학교병설유치원,서울특별시 동대문구 한천로6길 21,장안1동,37.564027,127.0626549
동안유치원,서울특별시 동대문구 회기로25길 67,이문1동,37.5928734,127.0567228035715
빛나유치원,서울특별시 동대문구 전농로23길 47,전농1동,37.5793764,127.0538865
경희유치원,서울특별시 동대문구 경희대로 26,회기동,37.59441475,127.051005820392
서울이문유치원,서울특별시 동대문구 신이문로 16,이문2동,37.6037515,127.0666489
정원유치원,서울특별시 동대문구 사가정로 276-19,장안2동,37.5792476,127.0753211
서울전곡초등학교병설유치원,서울특별시 동대문구 전농로 172,전농2동,37.5827082,127.0534423
라온유치원,서울특별시 동대문구 답십리로48길 56,답십리2동,37.5683314,127.0577213
서울은로초등학교병설유치원,서울특별시 동작구 서달로 115,흑석동,37.504266,126.9607704
예림유치원,서울특별시 동작구 현충로 151,흑석동,37.501805,126.9806206
서울상도유치원,서울특별시 동작구 만양로3길 48,노량진1동,37.5083876,126.9438448
총신대부속유치원,서울특별시 동작구 사당로 143,사당3동,37.4844823,126.9795463
동그라미유치원,서울특별시 동작구 사당로28길 34,사당1동,37.4788555,126.9790043
은혜유치원,서울특별시 동작구 성대로6가길 29,상도3동,37.4942835,126.9364331
서울문창초등학교병설유치원,서울특별시 동작구 신대방2길 14,신대방1동,37.4884731,126.913178
행복유치원,서울특별시 동작구 양녕로23길 25,상도4동,37.4956377,126.9418633
양문유치원,서울특별시 동작구 시흥대로 644-1,신대방1동,37.4852116,126.9035159
샛별유치원,서울특별시 동작구 상도로50길 36-1,상도1동,37.4965999,126.9498158
사랑유치원,서울특별시 동작구 여의대방로24나길 6,대방동,37.4984827,126.9224501
무지개유치원,서울특별시 동작구 상도로 407-5,상도1동,37.4994247,126.9508903
벧엘유치원,서울특별시 동작구 장승배기로20길 46-3,노량진2동,37.5093431,126.9416082
성모유치원,서울특별시 동작구 장승배기로5길 16,상도2동,37.5012469,126.9400054
서울남성초등학교병설유치원,서울특별시 동작구 사당로23길 57-14,사당3동,37.4859266,126.9754425
동아유치원,서울특별시 동작구 만양로3길 48,노량진1동,37.5083876,126.9438448
상도유치원,서울특별시 동작구 상도로47길 53,상도1동,37.5018838,126.9520546
열림유치원,서울특별시 동작구 여의대방로44길 49,대방동,37.5092532,126.9284117
메이플유치원,서울특별시 동작구 여의대방로 22,신대방1동,37.4934517,126.9109255739774
서울신남성초등학교병설유치원,서울특별시 동작구 사당로 146,사당5동,37.4844823,126.9795463
강남유치원,서울특별시 동작구 상도로41가길 13,상도1동,37.50352875,126.9498931444034
노량진교회유치원,서울특별시 동작구 노량진로30길 9,노량진1동,37.5118325,126.9561278
하랑숲유치원,서울특별시 동작구 동작대로41길 7,사당2동,37.4964473,126.98095
상아유치원,서울특별시 동작구 양녕로26길 15,상도4동,37.4969972,126.944009
소망유치원,서울특별시 동작구 현충로 119,흑석동,37.501805,126.9806206
승혜유치원,서울특별시 동작구 성대로21길 15,상도4동,37.5007393,126.9367602
요요유치원,서울특별시 동작구 여의대방로 28,신대방1동,37.4972954,126.9184949
서울강남초등학교병설유치원,서울특별시 동작구 강남초등길 15,상도1동,37.5060831,126.9521762
중앙대부속유치원,서울특별시 동작구 흑석로 47,흑석동,37.5045929,126.9502965
명수유치원,서울특별시 동작구 흑석로13길 3,흑석동,37.5101122,126.9591182
송림유치원,서울특별시 동작구 사당로2다길 95,사당5동,37.4891894,126.9631712
행복한숲유치원,서울특별시 동작구 만양로 26,노량진1동,37.5096477,126.9455378
서울노량진초등학교병설유치원,서울특별시 동작구 장승배기로 160,노량진1동,37.5051786,126.9393996
모아유치원,서울특별시 동작구 동작대로27길 62,사당2동,37.4875789,126.9811405
시현유치원,서울특별시 동작구 만양로8길 50,노량진1동,37.5084038,126.9478243
서울행림초등학교병설유치원,서울특별시 동작구 솔밭로 47,사당5동,37.4854348,126.9681859
서울은로유치원,서울특별시 동작구 서달로 115,흑석동,37.504266,126.9607704
서울본동초등학교병설유치원,서울특별시 동작구 노량진로26길 16-40,노량진1동,37.5108158,126.9551169
서울소의초등학교병설유치원,서울특별시 마포구 마포대로24길 42,공덕동,37.5540391,126.9589568
홍익대학교사범대학부속유치원,서울특별시 마포구 성미산로 111,연남동,37.5585729,126.9107677
서울마포초등학교병설유치원,서울특별시 마포구 도화2길 64,도화동,37.5394558,126.9487844
서울상암초등학교병설유치원,서울특별시 마포구 월드컵북로 353,상암동,37.5555743,126.9210715
서일유치원,서울특별시 마포구 새터산16길 14,성산2동,37.56746285,126.9081894585751
배영유치원,서울특별시 마포구 잔다리로6길 11,서교동,37.5525183,126.9198546784374
서울상지초등학교병설유치원,서울특별시 마포구 월드컵로42길 30,상암동,37.5795555,126.8814983
대진유치원,서울특별시 마포구 성미산로11길 36,성산1동,37.5630246,126.9160412
성산아트유치원,서울특별시 마포구 새터산2길 34,성산2동,37.56535575,126.9090408
정님유치원,서울특별시 마포구 숭문6길 19,염리동,37.5498324,126.9469672
나사렛유치원,서울특별시 마포구 매봉산로 24-1,상암동,37.5759521,126.8911454
서울용강초등학교병설유치원,서울특별시 마포구 백범로17길 9,대흥동,37.5486704,126.9445101
월드유치원,서울특별시 마포구 월드컵로42길 38,상암동,37.5795555,126.8814983
아이들이야기유치원,서울특별시 마포구 토정로31길 57-11,용강동,37.5414223,126.9422933
태영유치원,서울특별시 마포구 독막로 266,용강동,37.5457431,126.9438452
새현대유치원,서울특별시 마포구 새창로 52,도화동,37.5401231,126.9562071
서울창천초등학교병설유치원,서울특별시 마포구 백범로1길 56,대흥동,37.5554842,126.9397339
성결유치원,서울특별시 마포구 독막로28길 19,신수동,37.5443637,126.9367974
서울하늘초등학교병설유치원,서울특별시 마포구 월드컵북로 502-14,상암동,37.5555743,126.9210715
서울유치원,서울특별시 마포구 월드컵북로 233-1,성산2동,37.5555743,126.9210715
새싹유치원,서울특별시 마포구 월드컵북로5길 53,서교동,37.5570629,126.9153538
마포대진유치원,서울특별시 마포구 성미산로 110,연남동,37.5581136,126.9086053
돌샘유치원,서울특별시 마포구 백범로37길 12,공덕동,37.5434385,126.9546027
서울공덕초등학교병설유치원,서울특별시 마포구 만리재옛길 13,공덕동,37.5462915,126.9556926
삼성그린유치원,서울특별시 마포구 도화4길 62,도화동,37.5397437,126.952295
서울성산초등학교병설유치원,서울특별시 마포구 양화로3길 94,합정동,37.5524444,126.910772
서울동교초등학교병설유치원,서울특별시 마포구 월드컵로25길 86,망원2동,37.5576257,126.8986699
서울성서초등학교병설유치원,서울특별시 마포구 성미산로7길 24,성산1동,37.559479,126.9123724
서울중동초등학교병설유치원,서울특별시 마포구 월드컵북로 152,성산2동,37.5555743,126.9210715
서울한서초등학교병설유치원,서울특별시 마포구 대흥로24바길 27,염리동,0.0,0.0
연유치원,서울특별시 서대문구 명지대길 39-4,남가좌2동,37.5818936,126.9242022
벧엘유치원,서울특별시 서대문구 연희로10길 17-6,연희동,37.565753,126.9314022
예그린유치원,서울특별시 서대문구 홍제내길 84,홍제1동,37.5856835,126.9360061
서울인왕초등학교병설유치원,서울특별시 서대문구 세무서길 33-9,홍제3동,37.5920381,126.9475575
한양제일유치원,서울특별시 서대문구 통일로25길 30,홍제1동,37.5824203,126.9491082
경복유치원,서울특별시 서대문구 세검정로1길 95,홍은1동,37.5927242,126.9434915
조은유치원,서울특별시 서대문구 증가로 191,남가좌2동,37.5777131,126.9157575128908
현대홍익유치원,서울특별시 서대문구 모래내로 432,홍제1동,37.5710245,126.9199047
이화여자대학교사범대학부속이화유치원,서울특별시 서대문구 이화여대길 52,신촌동,37.5643371,126.9468925368939
인왕유치원,서울특별시 서대문구 통일로32길 23,홍제2동,37.5850104,126.9501929
서울북성유치원,서울특별시 서대문구 북아현로1나길 32,북아현동,37.5593591,126.9509395
삼성유치원,서울특별시 서대문구 증가로20나길 12,북가좌2동,37.5816623,126.919738
새나유치원,서울특별시 서대문구 가재울로 45,남가좌2동,37.576137,126.9209199
신촌유치원,서울특별시 서대문구 신촌로 43,신촌동,37.5580931,126.9599013
서울금화초등학교병설유치원,서울특별시 서대문구 통일로 165,천연동,37.5721014,126.9603793
해맑은유치원,서울특별시 서대문구 거북골로21길 55,북가좌1동,37.5789803,126.9071222
서울홍제초등학교병설유치원,서울특별시 서대문구 홍은중앙로 13,홍은1동,37.5936027,126.9457812
명지전문대학부속명지유치원,서울특별시 서대문구 명지2길 37,홍은2동,37.5841049,126.9281067
현대경복유치원,서울특별시 서대문구 통일로34길 66,홍제2동,37.5860693,126.949811
홍제성당유치원,서울특별시 서대문구 통일로40길 18,홍제3동,37.590338,126.9434653
세종유치원,서울특별시 서대문구 거북골로16길 36,북가좌2동,37.5773564,126.912835
신현유치원,서울특별시 서대문구 이화여대8길 28,신촌동,37.5587995,126.9479493
서울가재울초등학교병설유치원,서울특별시 서대문구 모래내로15길 61,남가좌1동,37.5744472,126.9184977
한신유치원,서울특별시 서초구 잠원로3길 31,반포3동,37.5097207,127.0050633
서울원명초등학교병설유치원,서울특별시 서초구 고무래로 90-6,서초4동,37.5005774,127.0183812
서울우솔초등학교병설유치원,서울특별시 서초구 양재대로2길 74,양재1동,37.4569859,127.0193850287023
석문유치원,서울특별시 서초구 서초대로64길 73,서초1동,37.4928829,127.0218158
여나유치원,서울특별시 서초구 서초중앙로 200,서초4동,37.5000071,127.0141109
영유유치원,서울특별시 서초구 효령로34길 72,방배3동,37.4799236,127.0009245
육영유치원,서울특별시 서초구 방배로6길 18,방배3동,37.4781149,127.0006484
우정유치원,서울특별시 서초구 서초대로70길 32,서초2동,37.4938672,127.0237443
구룡유치원,서울특별시 서초구 논현로5길 31-11,양재2동,37.4723712,127.0476085
하나유치원,서울특별시 서초구 잠원로8길 13,잠원동,37.5146254,127.0107042
서울반포초등학교병설유치원,서울특별시 서초구 신반포로 55-4,반포본동,37.509554,127.0160828
서울우면초등학교병설유치원,서울특별시 서초구 태봉로 59,양재1동,37.46486555,127.0238158005914
서울우암초등학교병설유치원,서울특별시 서초구 바우뫼로7길 38,양재1동,37.4712518,127.0246111
반포자이유치원,서울특별시 서초구 신반포로 270,반포1동,37.509554,127.0160828
영생유치원,서울특별시 서초구 신반포로19길 30,반포2동,37.504275,126.9944798
동화유치원,서울특별시 서초구 서초중앙로24길 43,서초4동,37.4948806,127.0153218
천사유치원,서울특별시 서초구 바우뫼로 99,양재1동,37.46912,127.0243
서울서래초등학교병설유치원,서울특별시 서초구 방배로 260,방배본동,37.4751703,127.0017707
반포성모유치원,서울특별시 서초구 신반포로15길 18,반포2동,37.5048908,126.9940306
서초유치원,서울특별시 서초구 양재대로2길 100-64,양재1동,37.45610495,127.01636417469
서울언남초등학교병설유치원,서울특별시 서초구 헌릉로8길 42,내곡동,37.4559295,127.0585038
새성민유치원,서울특별시 서초구 효령로 110,방배3동,37.4845638,127.0139837
새순유치원,서울특별시 서초구 서초대로15길 57,방배4동,37.4870361,126.9901215
서울방배초등학교병설유치원,서울특별시 서초구 방배중앙로13길 26,방배4동,37.4866884,126.9878076
예원유치원,서울특별시 서초구 태봉로2길 21,양재1동,37.4619455,127.0260862
서울양재유치원,서울특별시 서초구 바우뫼로18길 14,양재1동,37.4738361,127.0319606114958
서울청계숲유치원,서울특별시 서초구 청계산로11길 14,내곡동,37.4473316,127.057208
서울어진유치원,서울특별시 서초구 태봉로2길 21,양재1동,37.4619455,127.0260862
서울마장초등학교병설유치원,서울특별시 성동구 마장로35나길 31,마장동,37.5689129,127.0403192
아이들세상유치원,서울특별시 성동구 독서당로 272,금호4가동,37.5538073,127.0335861
경동유치원,서울특별시 성동구 금호로 100,금호1가동,37.55562,127.02001
송곡유치원,서울특별시 성동구 무학로6길 41,왕십리도선동,37.5651206,127.0353798
성심유치원,서울특별시 성동구 무학로10길 21,왕십리도선동,37.5661048,127.0336289792967
옥수삼성유치원,서울특별시 성동구 독서당로 218,옥수동,37.5538073,127.0335861
세성유치원,서울특별시 성동구 독서당로 434,응봉동,37.5538495,127.0340619
서울용답초등학교병설유치원,서울특별시 성동구 용답25길 1,용답동,37.5612027,127.0542025
서울송원초등학교병설유치원,서울특별시 성동구 동일로43길 9,송정동,37.5549166,127.069682
율화유치원,서울특별시 성동구 고산자로2길 35,행당1동,37.5557122,127.039347
서울성수초등학교병설유치원,서울특별시 성동구 아차산로17길 21,성수2가3동,37.5442441,127.0634367062035
에덴유치원,서울특별시 성동구 행당로 79,행당2동,37.55563,127.02528
벧엘유치원,서울특별시 성동구 행당로6길 97,행당2동,37.5548282,127.0262447
무학유치원,서울특별시 성동구 무학봉15가길 4,왕십리2동,37.5613144,127.0305365
한양여자대학교부속유치원,서울특별시 성동구 살곶이길 200,사근동,37.5584964,127.0496305209956
서울경수초등학교병설유치원,서울특별시 성동구 뚝섬로13길 22,성수2가1동,37.5398453,127.0577343
세인유치원,서울특별시 성동구 마장로42길 26,마장동,37.56588,127.04575
솔유치원,서울특별시 성동구 무학로 50,왕십리도선동,37.5641708,127.03005
서울옥수초등학교병설유치원,서울특별시 성동구 금호로1길 25,금호4가동,37.5479869,127.0240138
미타유치원,서울특별시 성동구 독서당로40길 21,옥수동,37.5429327,127.0171773
서울경동유치원,서울특별시 성동구 성수일로 34,성수1가1동,37.5469835,127.0509327
금호유치원,서울특별시 성동구 금호산2길 35,금호2.3가동,37.5490248,127.023133
옥수예일유치원,서울특별시 성동구 독서당로 191,옥수동,37.5538073,127.0335861
조은유치원,서울특별시 성동구 살곶이길 50,마장동,37.57077,127.04234
서울숭신초등학교병설유치원,서울특별시 성동구 마장로 161,왕십리도선동,37.5662545,127.0351564
서울사근초등학교병설유치원,서울특별시 성동구 사근동11길 16,사근동,37.5631097,127.0468698
서울옥정초등학교병설유치원,서울특별시 성동구 한림말길 43,옥수동,37.5405673,127.0133581
로사유치원,서울특별시 성동구 성덕정길 23,성수1가1동,37.5383344,127.0530272
서울동명초등학교병설유치원,서울특별시 성동구 마장로29길 29,마장동,37.5686792,127.036496
서울금호초등학교병설유치원,서울특별시 성동구 무수막길 69,금호2.3가동,37.5509035,127.0231576
서울경일초등학교병설유치원,서울특별시 성동구 뚝섬로 332,성수1가1동,37.5439495,127.0361144
서울무학초등학교병설유치원,서울특별시 성동구 무학봉15길 21,왕십리2동,37.5626006,127.03076
개동유치원,서울특별시 성북구 보국문로 143,정릉4동,37.6098532,127.009535
영광유치원,서울특별시 성북구 북악산로 913,돈암1동,37.5976448,127.0219412
은영유치원,서울특별시 성북구 보문사길 18,보문동,37.5848909,127.0165758
두산효자유치원,서울특별시 성북구 화랑로48길 16,석관동,37.6142656,127.0669676
새싹유치원,서울특별시 성북구 정릉로 282,정릉1동,37.607943,127.0005141
영암유치원,서울특별시 성북구 안암로7길 66,안암동,37.5807504,127.0239883
성신유치원,서울특별시 성북구 보문로34다길 2,동선동,37.5928556,127.0216796
서울장곡초등학교병설유치원,서울특별시 성북구 장월로23길 16,장위1동,37.6169994,127.0463069
빛나라유치원,서울특별시 성북구 종암로9길 78,종암동,37.5958774,127.0337064
선한유치원,서울특별시 성북구 길음로9길 73,길음1동,37.6021208,127.020856
사랑유치원,서울특별시 성북구 월곡로7길 72,종암동,37.5988381,127.0374746
아랑유치원,서울특별시 성북구 북악산로 844,돈암2동,37.5973845,127.0193227
서울청덕초등학교병설유치원,서울특별시 성북구 정릉로9라길 11,정릉3동,0.0,0.0
탑주유치원,서울특별시 성북구 화랑로13길 17,월곡2동,37.6055767,127.0422713
동선유치원,서울특별시 성북구 보문로 98,보문동,37.5793722,127.0219672
명덕유치원,서울특별시 성북구 삼양로 74,길음2동,37.6042765,127.0251374
서울돈암초등학교병설유치원,서울특별시 성북구 동소문로13길 38,동선동,37.5967632,127.0123705
희망찬유치원,서울특별시 성북구 동소문로34길 24,돈암1동,37.6009055,127.0239334
은하유치원,서울특별시 성북구 돌곶이로 64,석관동,37.6115147,127.057251
한마음유치원,서울특별시 성북구 월계로 124,장위1동,37.61212,127.03606
신암유치원,서울특별시 성북구 보문로27길 15,보문동,37.5870489,127.0178114
영재유치원,서울특별시 성북구 종암로15길 1,종암동,37.5978442,127.0340872
서울베네딕도유치원,서울특별시 성북구 아리랑로16길 52,돈암2동,37.6000748,127.0155627
광운유치원,서울특별시 성북구 장월로42길 9,장위2동,0.0,0.0
서울장월초등학교병설유치원,서울특별시 성북구 한천로101길 66,장위3동,37.6223144,127.0486905
까망유치원,서울특별시 성북구 장월로 102,장위2동,37.6108873,127.048664
해뜨는유치원,서울특별시 성북구 서경로2길 16,정릉1동,37.6055967,127.0160259
서울동신초등학교병설유치원,서울특별시 성북구 보문사길 50,보문동,37.5848909,127.0165758
나래유치원,서울특별시 성북구 삼양로 73,길음1동,37.6042765,127.0251374
새삼선유치원,서울특별시 성북구 성북로6가길 28,성북동,37.5906036,127.0052363
반디유치원,서울특별시 성북구 성북로4길 52,돈암2동,37.5955566,127.0116846960296
한가람유치원,서울특별시 성북구 서경로 166,정릉4동,37.6160493,127.0103702
서울길음유치원,서울특별시 성북구 길음로 142,길음1동,37.6041932,127.0240219
서울삼선초등학교병설유치원,서울특별시 성북구 보문로29길 106,삼선동,37.5874895,127.0152947
서울성북초등학교병설유치원,서울특별시 성북구 성북로 102-10,성북동,37.5925584,127.0024403
서울숭곡초등학교병설유치원,서울특별시 성북구 종암로40길 30,월곡1동,37.6093804,127.0317119
루이유치원,서울특별시 성북구 서경로6길 13,길음1동,37.6066933,127.0186559
