교육청명,교육지원청명,유치원코드,유치원명,설립유형,건축년도,건물층수,건물전용면적,대지총면적,공시차수,주소,위도,경도
서울특별시교육청,성동광진교육지원청,1ecec08d-0ba1-b044-e053-0a32095ab044,서울양진초등학교병설유치원,공립(병설),2005년,지상1층/ 지하1층,401㎡,473㎡,20231,서울특별시 광진구 워커힐로 32,37.5463039,127.0980181
서울특별시교육청,성동광진교육지원청,1ecec08d-0e4a-b044-e053-0a32095ab044,선양유치원,사립(사인),1986년,지상3층/ 지하1층,688㎡,774㎡,20231,서울특별시 광진구 동일로 256-1,37.5620971,127.0751968
서울특별시교육청,성동광진교육지원청,1ecec08d-0f37-b044-e053-0a32095ab044,샬롬유치원,사립(법인),2005년,지상4층/ 지하1층,383㎡,282㎡,20221,서울특별시 광진구 아차산로65길 65,37.5423162,127.0924311
서울특별시교육청,성동광진교육지원청,74e1e803-e7d0-4cb0-a8d9-087fb5e7f80f,서울중광초등학교병설유치원,공립(병설),1998년,지상2층/ 지하0층,433㎡,641㎡,20231,서울특별시 광진구 긴고랑로13길 59,37.5631813,127.0819859
서울특별시교육청,성동광진교육지원청,ccb6c0b0-a68a-4b86-8fe2-58f35a3c1952,서울용곡초등학교병설유치원,공립(병설),1978년,지상4층/ 지하1층,1834㎡,20919㎡,20231,서울특별시 광진구 용마산로22길 82,37.5652341,127.087498
서울특별시교육청,성동광진교육지원청,db6bc219-29b5-48d3-af79-797756d3a7a6,서울신양초등학교병설유치원,공립(병설),2004년,지상3층/ 지하1층,1077㎡,11200㎡,20231,서울특별시 광진구 능동로 42,37.5339134,127.0679261
서울특별시교육청,남부교육지원청,1ecec08c-ed2f-b044-e053-0a32095ab044,서울아람유치원,사립(사인),2003년,지상3층/ 지하1층,786㎡,878㎡,20191,서울특별시 구로구 고척로25길 62,37.503077,126.846403
서울특별시교육청,남부교육지원청,1ecec08c-eecb-b044-e053-0a32095ab044,정훈유치원,사립(사인),1999년,지상2층/ 지하0층,363㎡,545㎡,20231,서울특별시 구로구 경인로 382,37.5074608,126.8882344
서울특별시교육청,남부교육지원청,1ecec08c-efa0-b044-e053-0a32095ab044,미림유치원,사립(사인),1986년,지상3층/ 지하0층,496㎡,645㎡,20231,서울특별시 구로구 개봉로18길 37,37.4910184,126.8574331
서울특별시교육청,남부교육지원청,1ecec08c-f052-b044-e053-0a32095ab044,서울세곡초등학교병설유치원,공립(병설),2013년,지상1층/ 지하0층,465㎡,14549㎡,20231,서울특별시 구로구 고척로33길 34,37.504731,126.8481821
서울특별시교육청,남부교육지원청,1ecec08c-f1b3-b044-e053-0a32095ab044,서울개봉초등학교병설유치원,공립(병설),1971년,지상4층/ 지하1층,641㎡,13411㎡,20231,서울특별시 구로구 개봉로16길 30-11,37.4886751,126.8574848
서울특별시교육청,남부교육지원청,1ecec08c-f1b4-b044-e053-0a32095ab044,서울영서초등학교병설유치원,공립(병설),1979년,지상1층/ 지하0층,1577㎡,12137㎡,20231,서울특별시 구로구 도림로20길 57,37.4887813,126.8930896
서울특별시교육청,남부교육지원청,1ecec08c-f321-b044-e053-0a32095ab044,나비유치원,사립(사인),1982년,지상3층/ 지하1층,1075㎡,1153㎡,20221,서울특별시 구로구 고척로 30,37.5024227,126.8487988
서울특별시교육청,남부교육지원청,1ecec08c-f32a-b044-e053-0a32095ab044,준희유치원,사립(사인),1980년,지상3층/ 지하0층,108㎡,112㎡,20191,서울특별시 구로구 경인로19길 8,37.4974198,126.8423908
서울특별시교육청,남부교육지원청,1ecec08c-f3e4-b044-e053-0a32095ab044,새두산유치원,사립(사인),1998년,지상2층/ 지하1층,612㎡,1184㎡,20231,서울특별시 구로구 도림로 59,37.4880042,126.8894406
서울특별시교육청,남부교육지원청,1ecec08c-f3f7-b044-e053-0a32095ab044,세희유치원,사립(사인),1992년,지상3층/ 지하0층,696㎡,14224㎡,20231,서울특별시 구로구 도림로 107,37.4880042,126.8894406
서울특별시교육청,남부교육지원청,1ecec08c-f5d6-b044-e053-0a32095ab044,서울매봉초등학교병설유치원,공립(병설),1985년,지상1층/ 지하0층,676㎡,4922㎡,20231,서울특별시 구로구 고척로21길 55,37.5018073,126.8453314
서울특별시교육청,남부교육지원청,1ecec08c-f5fd-b044-e053-0a32095ab044,서울고척초등학교병설유치원,공립(병설),2010년,지상2층/ 지하0층,642㎡,12480㎡,20231,서울특별시 구로구 경서로 31,37.50323,126.86007
서울특별시교육청,남부교육지원청,1ecec08c-f5fe-b044-e053-0a32095ab044,서울남유치원,사립(사인),2001년,지상2층/ 지하0층,671㎡,2951㎡,20231,서울특별시 구로구 구로동로17길 37-4,37.48806,126.8813549
서울특별시교육청,남부교육지원청,1ecec08c-f707-b044-e053-0a32095ab044,목원유치원,사립(사인),2001년,지상3층/ 지하1층,592㎡,895㎡,20231,서울특별시 구로구 개봉로20길 6,37.492519,126.8603534
서울특별시교육청,남부교육지원청,1ecec08c-f9f5-b044-e053-0a32095ab044,서울미래초등학교병설유치원,공립(병설),2002년,지상4층/ 지하1층,467㎡,467㎡,20231,서울특별시 구로구 새말로 73,37.5070735,126.8930094
서울특별시교육청,남부교육지원청,1ecec08c-fbfd-b044-e053-0a32095ab044,개봉샛별유치원,사립(법인),1984년,지상1층/ 지하0층,236㎡,438㎡,20231,서울특별시 구로구 개봉로18길 11,37.4910184,126.8574331
서울특별시교육청,남부교육지원청,1ecec08c-fc59-b044-e053-0a32095ab044,서울천왕초등학교병설유치원,공립(병설),2011년,지상1층/ 지하0층,1385㎡,10223㎡,20231,서울특별시 구로구 천왕로1길 11,37.4819141,126.8373532
서울특별시교육청,남부교육지원청,1ecec08c-fce7-b044-e053-0a32095ab044,사랑유치원,사립(사인),1989년,지상3층/ 지하1층,467㎡,348㎡,20231,서울특별시 구로구 신도림로11가길 36,37.5078863,126.8788311
서울특별시교육청,남부교육지원청,1ecec08c-feac-b044-e053-0a32095ab044,서울구로남초등학교병설유치원,공립(병설),2002년,지상4층/ 지하0층,462㎡,5025㎡,20231,서울특별시 구로구 디지털로27길 76,37.48409,126.89027
서울특별시교육청,남부교육지원청,1ecec08d-0068-b044-e053-0a32095ab044,혜원유치원,사립(사인),1988년,지상4층/ 지하1층,898㎡,1031㎡,20231,서울특별시 구로구 고척로 62-11,37.5024227,126.8487988
서울특별시교육청,남부교육지원청,1ecec08d-012c-b044-e053-0a32095ab044,동부유치원,사립(사인),1997년,지상2층/ 지하1층,486㎡,989㎡,20211,서울특별시 구로구 고척로 49,37.5024227,126.8487988
서울특별시교육청,남부교육지원청,1ecec08d-0141-b044-e053-0a32095ab044,예쁨유치원,사립(법인),1979년,지상3층/ 지하2층,570㎡,571㎡,20231,서울특별시 구로구 부일로1길 125,37.4959862,126.8172158
서울특별시교육청,남부교육지원청,1ecec08d-01d6-b044-e053-0a32095ab044,서울구일초등학교병설유치원,공립(병설),1993년,지상4층/ 지하0층,336㎡,11938㎡,20231,서울특별시 구로구 구일로 68,37.4977475,126.8738227
서울특별시교육청,남부교육지원청,1ecec08d-02b2-b044-e053-0a32095ab044,서울하늘숲유치원,공립(단설),2013년,지상3층/ 지하1층,2190㎡,2288㎡,20231,서울특별시 구로구 오리로 1102-19,37.5049323,126.8282734
서울특별시교육청,남부교육지원청,1ecec08d-0556-b044-e053-0a32095ab044,동정성모유치원,사립(법인),1988년,지상2층/ 지하0층,759㎡,2750㎡,20231,서울특별시 구로구 경인로2길 11,37.489913200000004,126.82740299839159
서울특별시교육청,남부교육지원청,1ecec08d-0557-b044-e053-0a32095ab044,바니유치원,사립(사인),1990년,지상2층/ 지하1층,245㎡,598㎡,20231,서울특별시 구로구 구일로4길 46,37.4918755,126.8760577
서울특별시교육청,남부교육지원청,1ecec08d-0630-b044-e053-0a32095ab044,푸른동산유치원,사립(사인),2013년,지상3층/ 지하1층,1853㎡,684㎡,20231,서울특별시 구로구 서해안로 2201,37.4787899,126.821303
서울특별시교육청,남부교육지원청,1ecec08d-08be-b044-e053-0a32095ab044,꿀벌유치원,사립(법인),1989년,지상1층/ 지하0층,523㎡,1036㎡,20231,서울특별시 구로구 디지털로27다길 15,37.4864376,126.8896261
서울특별시교육청,남부교육지원청,1ecec08d-08c9-b044-e053-0a32095ab044,일신유치원,사립(사인),1985년,지상3층/ 지하1층,451㎡,130㎡,20191,서울특별시 구로구 오류로8길 22,37.4929813,126.8451297
서울특별시교육청,남부교육지원청,1ecec08d-099f-b044-e053-0a32095ab044,버들유치원,사립(사인),1982년,지상3층/ 지하1층,125㎡,137㎡,20191,서울특별시 구로구 오류로8길 40,37.4929813,126.8451297
서울특별시교육청,남부교육지원청,1ecec08d-0e01-b044-e053-0a32095ab044,동아유치원,사립(사인),1999년,지상2층/ 지하1층,768㎡,780㎡,20231,서울특별시 구로구 신도림로 87,37.5088666,126.8816162
서울특별시교육청,남부교육지원청,1ecec08d-0e10-b044-e053-0a32095ab044,신도유치원,사립(사인),1990년,지상3층/ 지하1층,324㎡,264㎡,20231,서울특별시 구로구 구일로2길 45,37.4889978,126.8777465
서울특별시교육청,남부교육지원청,1ecec08d-0f6d-b044-e053-0a32095ab044,서울신미림초등학교병설유치원,공립(병설),2002년,지상1층/ 지하0층,600㎡,7258㎡,20231,서울특별시 구로구 신도림로 26,37.5088666,126.8816162
서울특별시교육청,남부교육지원청,2e5397a8-bcbc-4691-accf-e2e60e8c5cfe,서울고산초등학교병설유치원,공립(병설),1991년,지상3층/ 지하0층,685㎡,10376㎡,20231,서울특별시 구로구 중앙로 6,37.5054869,126.8608235
서울특별시교육청,남부교육지원청,89ed1bdc-67a2-4124-a077-bc925d6a901a,서울항동유치원,공립(단설),2019년,지상4층/ 지하1층,2982㎡,1600㎡,20231,서울특별시 구로구 연동로8길 15,37.4766383,126.8246639
서울특별시교육청,남부교육지원청,dd6206b2-a72a-4bdd-992a-3922a54bdb4b,서울오류남초등학교병설유치원,공립(병설),1982년,지상1층/ 지하0층,459㎡,758㎡,20231,서울특별시 구로구 서해안로24길 22,37.4896409,126.8392488
서울특별시교육청,남부교육지원청,006b5238-ce41-4471-9ee3-4df8d24b5141,서울정심초등학교병설유치원,공립(병설),2019년,지상2층/ 지하0층,784㎡,17909㎡,20231,서울특별시 금천구 독산로78다길 89,37.47137015,126.90846365046086
서울특별시교육청,남부교육지원청,1ecec08c-ed2e-b044-e053-0a32095ab044,서울백산초등학교병설유치원,공립(병설),1974년,지상4층/ 지하0층,435㎡,11750㎡,20231,서울특별시 금천구 시흥대로38길 78,37.44702175,126.9050096785992
서울특별시교육청,남부교육지원청,1ecec08c-f081-b044-e053-0a32095ab044,참사랑유치원,사립(사인),2002년,지상2층/ 지하1층,667㎡,833㎡,20231,서울특별시 금천구 벚꽃로 73,37.4844953,126.8823999
서울특별시교육청,남부교육지원청,1ecec08c-f329-b044-e053-0a32095ab044,조형유치원,사립(사인),1986년,지상2층/ 지하1층,567㎡,333㎡,20191,서울특별시 금천구 독산로1길 3,37.4497628,126.9033999
서울특별시교육청,남부교육지원청,1ecec08c-f54f-b044-e053-0a32095ab044,백상유치원,사립(사인),1984년,지상2층/ 지하0층,259㎡,252㎡,20211,서울특별시 금천구 탑골로3길 50,37.4534692,126.9137543625697
서울특별시교육청,남부교육지원청,1ecec08c-f5ff-b044-e053-0a32095ab044,서울탑동유치원,공립(단설),2002년,지상4층/ 지하0층,1075㎡,3956㎡,20231,서울특별시 금천구 탑골로 47-3,37.4509455,126.9111344
서울특별시교육청,남부교육지원청,1ecec08c-f89e-b044-e053-0a32095ab044,양지유치원,사립(사인),1996년,지상4층/ 지하1층,434㎡,264㎡,20191,서울특별시 금천구 독산로108길 37,37.4797388,126.9069902
서울특별시교육청,남부교육지원청,1ecec08c-fa8a-b044-e053-0a32095ab044,서울국악유치원,사립(법인),1995년,지상3층/ 지하1층,417㎡,1126㎡,20231,서울특별시 금천구 시흥대로38길 62,37.445972,126.90655661228149
서울특별시교육청,남부교육지원청,1ecec08c-fcfe-b044-e053-0a32095ab044,시내유치원,사립(사인),1998년,지상2층/ 지하1층,445㎡,448㎡,20231,서울특별시 금천구 가산로 99,37.4712772,126.900436
서울특별시교육청,남부교육지원청,1ecec08c-fea7-b044-e053-0a32095ab044,동산유치원,사립(사인),1983년,지상4층/ 지하1층,477㎡,285㎡,20231,서울특별시 금천구 시흥대로152길 35,37.4778173,126.8999296
서울특별시교육청,남부교육지원청,1ecec08d-0140-b044-e053-0a32095ab044,예림유치원,사립(법인),1997년,지상4층/ 지하0층,1121㎡,971㎡,20231,서울특별시 금천구 금하로 793,37.453545649999995,126.91954023038414
서울특별시교육청,남부교육지원청,1ecec08d-0748-b044-e053-0a32095ab044,서울두산초등학교병설유치원,공립(병설),1985년,지상2층/ 지하0층,713㎡,756㎡,20231,서울특별시 금천구 범안로11길 3,37.46711620000001,126.89099935789766
서울특별시교육청,남부교육지원청,1ecec08d-08ca-b044-e053-0a32095ab044,한신유치원,사립(사인),1991년,지상2층/ 지하1층,671㎡,350㎡,20231,서울특별시 금천구 한내로 62,37.4577072,126.8897671
서울특별시교육청,남부교육지원청,1ecec08d-099c-b044-e053-0a32095ab044,동일유치원,사립(법인),1989년,지상4층/ 지하0층,1778㎡,45255㎡,20231,서울특별시 금천구 탑골로10길 45,37.451995749999995,126.91668817768858
서울특별시교육청,남부교육지원청,1ecec08d-099d-b044-e053-0a32095ab044,럭키유치원,사립(사인),1983년,지상2층/ 지하1층,685㎡,734㎡,20231,서울특별시 금천구 시흥대로47길 43,37.450063099999994,126.89961271370115
서울특별시교육청,남부교육지원청,1ecec08d-0b1a-b044-e053-0a32095ab044,운현유치원,사립(사인),2002년,지상3층/ 지하1층,1132㎡,1131㎡,20231,서울특별시 금천구 금하로 816,37.44857655,126.91869319728977
서울특별시교육청,남부교육지원청,1ecec08d-0f8c-b044-e053-0a32095ab044,서울독산초등학교병설유치원,공립(병설),1978년,지상2층/ 지하0층,1350㎡,12216㎡,20231,서울특별시 금천구 시흥대로104길 31,37.465244549999994,126.90003210527925
서울특별시교육청,남부교육지원청,2672c35e-e02a-45c9-87e0-9c05a67cc230,서울금나래초등학교병설유치원,공립(병설),2017년,지상5층/ 지하1층,361㎡,842㎡,20231,서울특별시 금천구 시흥대로79길 37,37.45812915,126.89626538834955
서울특별시교육청,남부교육지원청,dd159f28-f7cc-4827-93ca-472ef12db5c4,서울문교초등학교병설유치원,공립(병설),2013년,지상3층/ 지하0층,809㎡,13525㎡,20231,서울특별시 금천구 독산로54길 102,37.4665029,126.90869518692305
서울특별시교육청,북부교육지원청,0c4bc461-9f36-4d28-94e3-3dfb9c6cd4e3,서울상계초등학교병설유치원,공립(병설),2017년,지상2층/ 지하0층,418㎡,9831㎡,20231,서울특별시 노원구 상계로9길 39,37.6576532,127.0673864
서울특별시교육청,북부교육지원청,1ecec08c-ed86-b044-e053-0a32095ab044,한울유치원,사립(사인),1999년,지상2층/ 지하1층,915㎡,694㎡,20211,서울특별시 노원구 덕릉로122길 12-6,37.6687138,127.0810284
서울특별시교육청,북부교육지원청,1ecec08c-ed88-b044-e053-0a32095ab044,효천유치원,사립(사인),1993년,지상2층/ 지하1층,443㎡,683㎡,20231,서울특별시 노원구 중계로18길 14,37.65185,127.0780688
서울특별시교육청,북부교육지원청,1ecec08c-eed1-b044-e053-0a32095ab044,영은유치원,사립(사인),1987년,지상4층/ 지하1층,726㎡,726㎡,20201,서울특별시 노원구 동일로213길 78,37.64834,127.05933
서울특별시교육청,북부교육지원청,1ecec08c-ef26-b044-e053-0a32095ab044,키즈위즈유치원,사립(사인),2009년,지상2층/ 지하0층,643㎡,696㎡,20231,서울특별시 노원구 덕릉로86길 65,37.6608397,127.0787916
서울특별시교육청,북부교육지원청,1ecec08c-efcd-b044-e053-0a32095ab044,공릉 사라유치원,사립(사인),1995년,지상2층/ 지하1층,338㎡,442㎡,20231,서울특별시 노원구 동일로198가길 13,37.6308154,127.0654712
서울특별시교육청,북부교육지원청,1ecec08c-efce-b044-e053-0a32095ab044,상원유치원,사립(사인),1991년,지상2층/ 지하1층,850㎡,1372㎡,20231,서울특별시 노원구 노원로19길 33,37.64459,127.06833
서울특별시교육청,북부교육지원청,1ecec08c-efcf-b044-e053-0a32095ab044,서울수락초등학교병설유치원,공립(병설),1997년,지상4층/ 지하1층,374㎡,14662㎡,20231,서울특별시 노원구 동일로 1745,37.6847903,127.05546
서울특별시교육청,북부교육지원청,1ecec08c-efd7-b044-e053-0a32095ab044,육사유치원,사립(사인),1994년,지상2층/ 지하0층,910㎡,910㎡,20231,서울 노원구 공릉동 24-1,37.63021,127.08818
서울특별시교육청,북부교육지원청,1ecec08c-efd8-b044-e053-0a32095ab044,이레유치원,사립(사인),1995년,지상2층/ 지하1층,730㎡,1035㎡,20191,서울특별시 노원구 월계로55길 16,37.63291,127.05964
서울특별시교육청,북부교육지원청,1ecec08c-f082-b044-e053-0a32095ab044,온누리유치원,사립(사인),1989년,지상3층/ 지하0층,599㎡,299㎡,20231,서울특별시 노원구 동일로227길 47,37.66728,127.05394
서울특별시교육청,북부교육지원청,1ecec08c-f12b-b044-e053-0a32095ab044,꽃동산유치원,사립(법인),2006년,지상1층/ 지하0층,603㎡,502㎡,20231,서울특별시 노원구 공릉로 257,37.6268136,127.0790507
서울특별시교육청,북부교육지원청,1ecec08c-f200-b044-e053-0a32095ab044,학여울유치원,사립(사인),1998년,지상2층/ 지하0층,422㎡,408㎡,20231,서울특별시 노원구 동일로207길 186,37.6384439,127.0609387
서울특별시교육청,북부교육지원청,1ecec08c-f201-b044-e053-0a32095ab044,효자유치원,사립(사인),1986년,지상1층/ 지하1층,1060㎡,1693㎡,20231,서울특별시 노원구 마들로 111,37.6307063,127.0631762
서울특별시교육청,북부교육지원청,1ecec08c-f34f-b044-e053-0a32095ab044,보고유치원,사립(사인),1984년,지상2층/ 지하1층,436㎡,498㎡,20231,서울특별시 노원구 석계로13길 23-14,37.6201897,127.0625495
서울특별시교육청,북부교육지원청,1ecec08c-f405-b044-e053-0a32095ab044,대원유치원,사립(사인),1989년,지상2층/ 지하0층,240㎡,299㎡,20211,서울특별시 노원구 동일로228길 29,37.6688,127.0604801
서울특별시교육청,북부교육지원청,1ecec08c-f406-b044-e053-0a32095ab044,보배유치원,사립(사인),1995년,지상2층/ 지하0층,464㎡,464㎡,20231,서울특별시 노원구 마들로3길 37,37.6277995,127.0633391
서울특별시교육청,북부교육지원청,1ecec08c-f412-b044-e053-0a32095ab044,우리유치원,사립(사인),1992년,지상2층/ 지하0층,646㎡,452㎡,20231,서울특별시 노원구 한글비석로 281,37.6661065,127.06948626989912
서울특별시교육청,북부교육지원청,1ecec08c-f413-b044-e053-0a32095ab044,초안유치원,사립(사인),1998년,지상2층/ 지하1층,580㎡,952㎡,20231,서울특별시 노원구 우이천로 102,37.6279409,127.0473411
서울특별시교육청,북부교육지원청,1ecec08c-f5d5-b044-e053-0a32095ab044,서울수암초등학교병설유치원,공립(병설),1999년,지상2층/ 지하0층,2049㎡,13380㎡,20231,서울특별시 노원구 중계로12길 9,37.6472799,127.0817751
서울특별시교육청,북부교육지원청,1ecec08c-f5f3-b044-e053-0a32095ab044,고운유치원,사립(사인),1991년,지상2층/ 지하0층,774㎡,1280㎡,20231,서울특별시 노원구 동일로208길 34,37.6439256,127.065991
서울특별시교육청,북부교육지원청,1ecec08c-f5f4-b044-e053-0a32095ab044,까치유치원,사립(사인),1998년,지상3층/ 지하0층,925㎡,322㎡,20231,서울특별시 노원구 덕릉로79길 23,37.6568353,127.0738439
서울특별시교육청,북부교육지원청,1ecec08c-f658-b044-e053-0a32095ab044,동화나라유치원,사립(사인),2002년,지상2층/ 지하1층,785㎡,843㎡,20231,서울특별시 노원구 덕릉로 780,37.6759999,127.0873997
서울특별시교육청,북부교육지원청,1ecec08c-f80d-b044-e053-0a32095ab044,희산유치원,사립(사인),1988년,지상2층/ 지하1층,285㎡,315㎡,20181,서울특별시 노원구 덕릉로 459-18,37.6759999,127.0873997
서울특별시교육청,북부교육지원청,1ecec08c-fa85-b044-e053-0a32095ab044,공능유치원,사립(사인),1986년,지상3층/ 지하1층,615㎡,813㎡,20181,서울특별시 노원구 동일로186길 27,37.6253484,127.075036
서울특별시교육청,북부교육지원청,1ecec08c-fc08-b044-e053-0a32095ab044,선덕유치원,사립(사인),1990년,지상2층/ 지하0층,600㎡,600㎡,20231,서울특별시 노원구 섬밭로 190,37.6443751,127.0629317
서울특별시교육청,북부교육지원청,1ecec08c-fc09-b044-e053-0a32095ab044,염광유치원,사립(법인),1979년,지상4층/ 지하1층,1640㎡,4716㎡,20211,서울특별시 노원구 월계로45가길 9,37.6298221,127.050926
서울특별시교육청,북부교육지원청,1ecec08c-fc37-b044-e053-0a32095ab044,산내들유치원,사립(사인),1996년,지상2층/ 지하0층,349㎡,510㎡,20231,서울특별시 노원구 공릉로46길 32,37.6270266,127.0819800474352
서울특별시교육청,북부교육지원청,1ecec08c-fd0f-b044-e053-0a32095ab044,미광유치원,사립(사인),1999년,지상2층/ 지하1층,601㎡,653㎡,20231,서울특별시 노원구 공릉로34길 62,37.62310945,127.08339876170086
서울특별시교육청,북부교육지원청,1ecec08c-fd16-b044-e053-0a32095ab044,청암유치원,사립(사인),2005년,지상4층/ 지하1층,324㎡,12162㎡,20201,서울특별시 노원구 중계로 244,37.63891,127.08268
서울특별시교육청,북부교육지원청,1ecec08c-fd17-b044-e053-0a32095ab044,풍천유치원,사립(사인),1988년,지상3층/ 지하0층,622㎡,715㎡,20231,서울특별시 노원구 노원로 522,37.63933,127.07412
서울특별시교육청,북부교육지원청,1ecec08c-fd18-b044-e053-0a32095ab044,하늘유치원,사립(사인),1999년,지상2층/ 지하1층,426㎡,248㎡,20231,서울특별시 노원구 초안산로 89,37.6285275,127.0553675
서울특별시교육청,북부교육지원청,1ecec08c-fe07-b044-e053-0a32095ab044,서울공릉초등학교병설유치원,공립(병설),1975년,지상1층/ 지하0층,634㎡,12949㎡,20231,서울특별시 노원구 동일로173길 12,37.6186099,127.0731446
서울특별시교육청,북부교육지원청,1ecec08c-fe4c-b044-e053-0a32095ab044,아이디유치원,사립(사인),1989년,지상3층/ 지하1층,687㎡,495㎡,20231,서울특별시 노원구 동일로221길 32,37.6591999,127.0578107
서울특별시교육청,북부교육지원청,1ecec08c-ff21-b044-e053-0a32095ab044,학림유치원,사립(사인),1995년,지상4층/ 지하0층,557㎡,505㎡,20181,서울특별시 노원구 상계로7길 25,37.6589119,127.0625819
서울특별시교육청,북부교육지원청,1ecec08d-006c-b044-e053-0a32095ab044,서울신상계초등학교병설유치원,공립(병설),1980년,지상2층/ 지하0층,653㎡,14853㎡,20231,서울특별시 노원구 상계로 267,37.6545927,127.0558037
서울특별시교육청,북부교육지원청,1ecec08d-006e-b044-e053-0a32095ab044,양지유치원,사립(사인),1992년,지상3층/ 지하1층,891㎡,891㎡,20201,서울특별시 노원구 노원로30길 45,37.6545716,127.0698507
서울특별시교육청,북부교육지원청,1ecec08d-008e-b044-e053-0a32095ab044,무지개유치원,사립(법인),2005년,지상3층/ 지하0층,817㎡,711㎡,20231,서울특별시 노원구 덕릉로94가길 54,37.6642452,127.0783838
서울특별시교육청,북부교육지원청,1ecec08d-014f-b044-e053-0a32095ab044,동은유치원,사립(사인),1991년,지상2층/ 지하0층,548㎡,548㎡,20201,서울특별시 노원구 동일로207길 23,37.6384439,127.0609387
서울특별시교육청,북부교육지원청,1ecec08d-0150-b044-e053-0a32095ab044,두솔유치원,사립(사인),1994년,지상1층/ 지하0층,329㎡,399㎡,20231,서울특별시 노원구 초안산로 19,37.6285275,127.0553675
서울특별시교육청,북부교육지원청,1ecec08d-0151-b044-e053-0a32095ab044,새봄유치원,사립(사인),1998년,지상2층/ 지하1층,487㎡,1036㎡,20191,서울특별시 노원구 동일로245길 162,37.681352,127.0523756
서울특별시교육청,북부교육지원청,1ecec08d-04a5-b044-e053-0a32095ab044,성북유치원,사립(사인),1996년,지상2층/ 지하1층,489㎡,1177㎡,20201,서울특별시 노원구 광운로17길 5-3,37.6222701,127.0588791
서울특별시교육청,북부교육지원청,1ecec08d-04a6-b044-e053-0a32095ab044,성실유치원,사립(사인),1997년,지상2층/ 지하1층,573㎡,601㎡,20231,서울특별시 노원구 한글비석로1길 28,37.6418244,127.0704691
서울특별시교육청,북부교육지원청,1ecec08d-04a7-b044-e053-0a32095ab044,예진유치원,사립(사인),1993년,지상2층/ 지하1층,610㎡,609㎡,20231,서울특별시 노원구 섬밭로 123,37.6298045,127.0679053
서울특별시교육청,북부교육지원청,1ecec08d-04c6-b044-e053-0a32095ab044,다연유치원,사립(사인),1998년,지상2층/ 지하1층,455㎡,455㎡,20231,서울특별시 노원구 월계로45가길 94,37.6298221,127.050926
서울특별시교육청,북부교육지원청,1ecec08d-0578-b044-e053-0a32095ab044,서울상곡초등학교병설유치원,공립(병설),1988년,지상2층/ 지하0층,601㎡,1689㎡,20231,서울특별시 노원구 노원로38길 34,37.6629989,127.0616329
서울특별시교육청,북부교육지원청,1ecec08d-0741-b044-e053-0a32095ab044,꿈모리유치원,사립(사인),1994년,지상3층/ 지하0층,548㎡,177㎡,20191,서울특별시 노원구 공릉로58길 23,37.6359258,127.0747629
서울특별시교육청,북부교육지원청,1ecec08d-0742-b044-e053-0a32095ab044,꿈동산유치원,사립(사인),1988년,지상3층/ 지하1층,939㎡,1573㎡,20181,서울특별시 노원구 동일로227길 26,37.66728,127.05394
서울특별시교육청,북부교육지원청,1ecec08d-08f6-b044-e053-0a32095ab044,삼육대학교부속유치원,사립(법인),1991년,지상3층/ 지하1층,799㎡,2775㎡,20231,서울특별시 노원구 화랑로 815,37.642012,127.10562109742006
서울특별시교육청,북부교육지원청,1ecec08d-08f7-b044-e053-0a32095ab044,서울여자대학교부속유치원,사립(법인),1993년,지상2층/ 지하1층,1155㎡,1609㎡,20231,서울특별시 노원구 화랑로 621,37.6174636,127.0753655
서울특별시교육청,북부교육지원청,1ecec08d-09c2-b044-e053-0a32095ab044,서울노일유치원,공립(단설),1994년,지상2층/ 지하0층,1191㎡,1603㎡,20231,서울특별시 노원구 동일로231길 26,37.6722005,127.0539358
서울특별시교육청,북부교육지원청,1ecec08d-09c3-b044-e053-0a32095ab044,아랑유치원,사립(사인),1995년,지상2층/ 지하1층,769㎡,630㎡,20231,서울특별시 노원구 동일로 1127,37.6847903,127.05546
서울특별시교육청,북부교육지원청,1ecec08d-09c4-b044-e053-0a32095ab044,사랑샘유치원,사립(사인),1992년,지상2층/ 지하0층,550㎡,930㎡,20201,서울특별시 노원구 한글비석로 325,37.6661065,127.06948626989912
서울특별시교육청,북부교육지원청,1ecec08d-09d0-b044-e053-0a32095ab044,원암유치원,사립(사인),1987년,지상3층/ 지하0층,1660㎡,1164㎡,20231,서울특별시 노원구 중계로14라길 48,37.6500795,127.0848729
서울특별시교육청,북부교육지원청,1ecec08d-0b2c-b044-e053-0a32095ab044,토마토유치원,사립(사인),1990년,지상4층/ 지하0층,876㎡,876㎡,20191,서울특별시 노원구 공릉로 181,37.62592885,127.07946442024804
서울특별시교육청,북부교육지원청,1ecec08d-0b2d-b044-e053-0a32095ab044,한양유치원,사립(법인),2002년,지상3층/ 지하1층,701㎡,220㎡,20231,서울특별시 노원구 마들로 31,37.6307063,127.0631762
서울특별시교육청,북부교육지원청,1ecec08d-0bb4-b044-e053-0a32095ab044,꿈터유치원,사립(사인),1991년,지상3층/ 지하0층,463㎡,447㎡,20231,서울특별시 노원구 동일로230길 63,37.6723358,127.0593575
서울특별시교육청,북부교육지원청,1ecec08d-0c09-b044-e053-0a32095ab044,한성유치원,사립(사인),1992년,지상3층/ 지하2층,1299㎡,32110㎡,20231,서울특별시 노원구 한글비석로 145,37.6661065,127.06948626989912
