학교명,주소,행정동,위도,경도
서울강신초등학교,서울특별시 양천구 월정로 280,신월5동,37.54313505,126.8293912
서울강서초등학교,서울특별시 양천구 오목로 31,신월4동,37.5227532,126.8475157
서울갈산초등학교,서울특별시 양천구 목동로 31,신정7동,37.5210807,126.8661404
서울가양초등학교,서울 강서구 허준로 186,가양3동,37.5703435,126.8429705
서울가곡초등학교,서울특별시 강서구 공항대로36길 74,발산1동,37.5555863,126.8357391
운현초등학교,서울특별시 종로구 삼일대로 460,종로1.2.3.4가동,37.5691089,126.9878094
신광초등학교,서울특별시 용산구 청파로 263,청파동,37.5481996,126.9701283
숭의초등학교,서울특별시 중구 소파로2길 10,필동,37.5574448,126.9878648
서울흥인초등학교,서울특별시 중구 청구로6길 11,동화동,37.5627711,127.0159968
서울후암초등학교,서울특별시 용산구 두텁바위로 140,후암동,37.5467908,126.9810562
서울효제초등학교,서울특별시 종로구 대학로 12,종로5.6가동,37.5709845,127.0019433
서울혜화초등학교,서울특별시 종로구 혜화로 32,혜화동,37.5875025,126.9998726
서울한남초등학교,서울특별시 용산구 한남대로 112,한남동,37.532887,127.0080648
서울한강초등학교,서울특별시 용산구 한강대로14길 9,한강로동,37.524988,126.9660593
서울충무초등학교,서울 중구 퇴계로50길 13,장충동,37.5616318,127.0018387
서울청파초등학교,서울특별시 용산구 효창원로 228,청파동,37.5445482,126.9610105
서울청운초등학교,서울특별시 종로구 자하문로 105,청운효자동,37.58573085,126.9695124
서울청구초등학교,서울특별시 중구 다산로 170,청구동,37.5507793,127.0076435
서울창신초등학교,서울특별시 종로구 지봉로 73,창신1동,37.5722606,127.0161483
서울재동초등학교,서울특별시 종로구 북촌로4길 7,가회동,37.57961505,126.9856014
서울장충초등학교,서울특별시 중구 청구로17길 40,다산동,37.5572974,127.0112533
서울이태원초등학교,서울특별시 용산구 녹사평대로40길 19,이태원2동,37.5350001,126.9872979
서울원효초등학교,서울특별시 용산구 효창원로13길 38,원효로2동,37.535812,126.9522611
서울용암초등학교,서울특별시 용산구 녹사평대로60길 39,용산2가동,37.5443745,126.9896388
서울용산초등학교,서울 용산구 한강대로57길 33,한강로동,37.5347471,126.9724672
서울신용산초등학교,서울특별시 용산구 이촌로 255,이촌1동,37.5314194,126.954933
서울신당초등학교,서울특별시 중구 난계로 141,신당5동,37.56397485,127.0237742
서울세검정초등학교,서울특별시 종로구 세검정로9길 1,부암동,37.6056458,126.9600588
서울서빙고초등학교,서울특별시 용산구 서빙고로51길 14,서빙고동,37.5230784,126.9908587
서울삼광초등학교,서울특별시 용산구 두텁바위로1나길 19,후암동,37.5466286,126.9766049
서울봉래초등학교,서울특별시 중구 손기정로 73,중림동,37.5552947,126.963736
서울보광초등학교,서울특별시 용산구 우사단로 20,이태원1동,37.5325388,126.9961822
서울명신초등학교,서울특별시 종로구 낙산길 250,창신3동,37.5806057,127.0166287
서울매동초등학교,서울특별시 종로구 사직로9길 19,사직동,37.5772116,126.9667038
서울독립문초등학교,서울특별시 종로구 통일로12길 23,무악동,37.5740774,126.9613572
서울덕수초등학교,서울특별시 중구 덕수궁길 140,소공동,37.5683239,126.9745091
서울남정초등학교,서울특별시 용산구 원효로64길 17-10,원효로1동,37.535169,126.9644202
서울남산초등학교,서울특별시 중구 퇴계로22길 17,명동,37.5600752,126.9865453
서울금양초등학교,서울특별시 용산구 효창원로 137,효창동,37.54047295,126.9612231
서울교동초등학교,서울특별시 종로구 삼일대로 446,종로1.2.3.4가동,37.5691089,126.9878094
서울광희초등학교,서울특별시 중구 다산로 269,신당동,37.56755825,127.0151389
상명대학교사범대학부속초등학교,서울특별시 종로구 홍지문2길 1,부암동,37.6015518,126.9553807
리라초등학교,서울특별시 중구 소파로2길 7,필동,37.5574448,126.9878648
동산초등학교,서울특별시 중구 매봉18길 109,청구동,0,0
화랑초등학교,서울특별시 노원구 화랑로 621,공릉2동,37.6174636,127.0753655
한신초등학교,서울특별시 도봉구 노해로49길 69,쌍문4동,37.6518966,127.0298023
태강삼육초등학교,서울특별시 노원구 화랑로 815,공릉2동,37.642012,127.1056211
청원초등학교,서울특별시 노원구 한글비석로 506,상계9동,37.6661065,127.0694863
서울한천초등학교,서울특별시 노원구 마들로 45,월계3동,37.6307063,127.0631762
서울태릉초등학교,서울특별시 노원구 노원로1길 36,공릉2동,37.6199197,127.0802034
서울태랑초등학교,서울특별시 노원구 화랑로51나길 31,공릉2동,37.625403,127.0907595
서울초당초등학교,서울특별시 도봉구 해등로32길 11,방학3동,37.6597591,127.0229766
서울청계초등학교,서울특별시 노원구 공릉로 431,중계2.3동,37.6449677,127.0658801
서울창일초등학교,서울특별시 도봉구 노해로66길 84,창1동,37.64872,127.04773
서울창원초등학교,서울특별시 도봉구 해등로 103,창5동,37.6580725,127.0337937
서울창림초등학교,서울특별시 도봉구 덕릉로63길 46,창2동,37.64519,127.04016
서울창동초등학교,서울특별시 도봉구 해등로16길 81,창5동,37.6549907,127.043562
서울창도초등학교,서울특별시 도봉구 방학로 32-28,방학1동,37.6637033,127.0377307
서울창경초등학교,서울특별시 도봉구 도봉로129길 54,쌍문2동,37.65600435,127.0353034
서울중현초등학교,서울특별시 노원구 섬밭로 181,하계2동,37.6443751,127.0629317
서울중평초등학교,서울특별시 노원구 섬밭로 241,하계2동,37.6443751,127.0629317
서울중원초등학교,서울특별시 노원구 섬밭로 316,중계2.3동,37.6298045,127.0679053
서울중계초등학교,서울특별시 노원구 한글비석로19길 39,중계4동,37.6581351,127.0726807
서울자운초등학교,서울특별시 도봉구 마들로13길 166,창4동,37.6625304,127.0448495
서울을지초등학교,서울특별시 노원구 중계로 239,중계1동,37.63891,127.08268
서울월천초등학교,서울특별시 도봉구 노해로70길 96,창4동,37.64907,127.05222
서울월계초등학교,서울특별시 노원구 월계로45가길 10,월계2동,37.6298221,127.050926
서울원광초등학교,서울특별시 노원구 덕릉로76길 18,중계1동,37.6546,127.07625
서울용원초등학교,서울특별시 노원구 섬밭로 144,공릉1동,37.6443751,127.0629317
서울용동초등학교,서울특별시 노원구 한글비석로1길 81-11,중계2.3동,37.6418244,127.0704691
서울온곡초등학교,서울특별시 노원구 한글비석로52길 59,상계9동,37.6656898,127.066379
서울오봉초등학교,서울특별시 도봉구 시루봉로 285,도봉1동,37.6563804,127.0289015
서울연촌초등학교,서울특별시 노원구 공릉로58길 36,하계1동,37.6359258,127.0747629
서울연지초등학교,서울특별시 노원구 월계로55길 48,월계3동,37.63291,127.05964
서울쌍문초등학교,서울특별시 도봉구 우이천로 360,쌍문1동,37.64388,127.02993
서울신화초등학교,서울특별시 도봉구 우이천로 120,창3동,37.64388,127.02993
서울신학초등학교,서울특별시 도봉구 방학로 247-21,방학3동,37.6637033,127.0377307
서울신창초등학교,서울특별시 도봉구 덕릉로60길 93,창3동,37.63643,127.0412163
서울신상계초등학교,서울특별시 노원구 상계로 267,상계3.4동,37.6545927,127.0558037
서울신방학초등학교,서울특별시 도봉구 시루봉로 173,방학3동,37.6547435,127.0279507
서울신계초등학교,서울특별시 노원구 초안산로 29,월계2동,37.6285275,127.0553675
서울숭미초등학교,서울특별시 도봉구 노해로 179,쌍문1동,37.6516,127.03981
서울수암초등학교,서울특별시 노원구 중계로12길 9,중계본동,37.6472799,127.0817751
서울수락초등학교,서울특별시 노원구 동일로 1745,상계1동,37.6847903,127.05546
서울선곡초등학교,서울특별시 노원구 광운로2길 1,월계1동,37.6170482,127.0593492
서울상천초등학교,서울특별시 노원구 덕릉로 443,상계6.7동,37.6759999,127.0873997
서울상월초등학교,서울특별시 노원구 동일로221길 27,상계10동,37.6591999,127.0578107
서울상원초등학교,서울특별시 노원구 한글비석로54길 119,상계9동,37.6670163,127.0619547
서울상수초등학교,서울특별시 노원구 동일로216길 66,상계6.7동,37.652067,127.0640821
서울상곡초등학교,서울특별시 노원구 노원로38길 34,상계10동,37.6629989,127.0616329
서울상계초등학교,서울특별시 노원구 상계로9길 39,상계2동,37.6576532,127.0673864
서울상경초등학교,서울특별시 노원구 수락산로 237,상계8동,37.6673213,127.0709473
서울불암초등학교,서울특별시 노원구 중계로 178,중계본동,37.63891,127.08268
서울백운초등학교,서울특별시 도봉구 삼양로146길 17,쌍문1동,37.6541304,127.0143115
서울방학초등학교,서울특별시 도봉구 도당로9길 34,방학2동,37.6630346,127.0341446
서울동일초등학교,서울특별시 노원구 한글비석로 566,상계8동,37.6661065,127.0694863
서울도봉초등학교,서울특별시 도봉구 도봉로173길 96,도봉1동,37.6789188,127.0395983
서울덕암초등학교,서울특별시 노원구 덕릉로112길 68,상계3.4동,37.6665383,127.0803189
서울당현초등학교,서울특별시 노원구 동일로213길 52,상계6.7동,37.64834,127.05933
서울누원초등학교,서울특별시 도봉구 마들로 859-44,도봉2동,37.6623294,127.0458791
서울녹천초등학교,서울특별시 노원구 마들로3길 34,월계3동,37.6277995,127.0633391
서울노일초등학교,서울특별시 노원구 동일로 1625,상계1동,37.6847903,127.05546
서울노원초등학교,서울특별시 노원구 동일로230나길 32,상계1동,0,0
서울공연초등학교,서울특별시 노원구 동일로192가길 16,공릉1동,37.6267898,127.0737318
서울공릉초등학교,서울특별시 노원구 동일로173길 12,공릉1동,37.6186099,127.0731446
서울계상초등학교,서울특별시 노원구 한글비석로41가길 24,상계5동,37.6625354,127.0675617
서울가인초등학교,서울특별시 도봉구 도봉로136다길 4,창5동,37.6609228,127.0426974
상명초등학교,서울특별시 노원구 덕릉로 541,중계2.3동,37.6759999,127.0873997
동북초등학교,서울특별시 도봉구 시루봉로 53,쌍문4동,37.6547435,127.0279507
서울항동초등학교,서울특별시 구로구 연동로 178,항동,37.486476,126.8236499
서울하늘숲초등학교,서울특별시 구로구 오리로 1106,오류2동,37.48423025,126.8416704
서울금나래초등학교,서울특별시 금천구 시흥대로79길 37,독산1동,37.45812915,126.8962654
서울천이초등학교,서울특별시 구로구 오류로 30,오류2동,37.4932693,126.8405474
서울천왕초등학교,서울특별시 구로구 천왕로1길 11,오류2동,37.4819141,126.8373532
서울탑동초등학교,서울특별시 금천구 탑골로 47-3,시흥2동,37.4509455,126.9111344
서울정심초등학교,서울특별시 금천구 독산로78다길 89,독산4동,37.47137015,126.9084637
서울윤중초등학교,서울특별시 영등포구 여의나루로2길 14,여의동,37.5194773,126.9228165
서울우신초등학교,서울특별시 영등포구 신길로 190,신길4동,37.5107607,126.9103059
서울온수초등학교,서울특별시 구로구 부일로 893,수궁동,37.4936247,126.8331562
서울오정초등학교,서울특별시 구로구 경인로2길 10,오류2동,37.4899974,126.8268072
서울오류초등학교,서울특별시 구로구 경인로19길 39,오류1동,37.4974198,126.8423908
서울오류남초등학교,서울특별시 구로구 서해안로24길 22,오류2동,37.4896409,126.8392488
서울영중초등학교,서울특별시 영등포구 양산로 185,영등포동,37.5245662,126.8930457
서울영일초등학교,서울특별시 구로구 남부순환로105길 218,가리봉동,37.4851127,126.8837235
서울영원초등학교,서울특별시 영등포구 도영로 22길 31,영등포본동,0,0
서울영신초등학교,서울특별시 영등포구 도신로60길 23,신길1동,37.5089067,126.9175806
서울영서초등학교,서울특별시 구로구 도림로20길 57,구로3동,37.4887813,126.8930896
서울영문초등학교,서울특별시 영등포구 문래로 56,문래동,37.518591,126.8993316
서울영림초등학교,서울특별시 영등포구 시흥대로173길 14,대림2동,0,0
서울영등포초등학교,서울특별시 영등포구 경인로 756,문래동,37.514956,126.9024538
서울영동초등학교,서울특별시 영등포구 국회대로53길 20,당산2동,37.5279587,126.9069622
서울영남초등학교,서울특별시 금천구 문성로 62-15,독산3동,37.475548,126.9094713
서울여의도초등학교,서울특별시 영등포구 여의대방로 439,여의동,37.5044435,126.9220006
서울안천초등학교,서울특별시 금천구 한내로 69-16,독산1동,37.4577072,126.8897671
서울신흥초등학교,서울특별시 금천구 독산로36나길 21,시흥4동,37.4594057,126.9087858
서울신영초등학교,서울특별시 영등포구 도신로4길 32,대림3동,37.5001936,126.8968594
서울신미림초등학교,서울특별시 구로구 신도림로 26,신도림동,37.5088666,126.8816162
서울신도림초등학교,서울특별시 구로구 신도림로19길 44,신도림동,37.5142419,126.8808748
서울신대림초등학교,서울특별시 영등포구 대림로8길 25,대림1동,37.4908886,126.9050196
서울신구로초등학교,서울특별시 구로구 가마산로27길 69,구로5동,37.500023,126.8896603
서울시흥초등학교,서울특별시 금천구 독산로23길 26,시흥1동,37.4549007,126.9048469
서울세곡초등학교,서울특별시 구로구 고척로33길 34,고척2동,37.504731,126.8481821
서울선유초등학교,서울특별시 영등포구 선유로43가길 14,양평2동,37.5305081,126.8917234
서울백산초등학교,서울특별시 금천구 시흥대로38길 78,시흥5동,37.44702175,126.9050097
서울미래초등학교,서울특별시 구로구 새말로 73,구로5동,37.5070735,126.8930094
서울문성초등학교,서울특별시 금천구 시흥대로 460,독산3동,37.4745551,126.899298
서울문백초등학교,서울특별시 금천구 시흥대로47길 43-1,시흥1동,37.44700565,126.8993151
서울문래초등학교,서울특별시 영등포구 문래로 104,문래동,37.518591,126.8993316
서울문교초등학교,서울특별시 금천구 독산로54길 102,독산2동,37.4665029,126.9086952
서울매봉초등학교,서울특별시 구로구 고척로21길 55,개봉1동,37.5018073,126.8453314
서울두산초등학교,서울특별시 금천구 범안로11길 3,독산1동,37.4671162,126.8909994
서울동구로초등학교,서울특별시 구로구 구로중앙로14길 43,구로4동,37.4939226,126.8926338
서울독산초등학교,서울특별시 금천구 시흥대로104길 31,독산2동,37.46524455,126.9000321
서울도신초등학교,서울특별시 영등포구 도림로53길 32-9,대림3동,37.4973971,126.9006456
서울도림초등학교,서울특별시 영등포구 가마산로65길 22,신길3동,37.507042,126.9065286
서울덕의초등학교,서울특별시 구로구 고척로 213,고척2동,37.5064819,126.8583186
서울대영초등학교,서울특별시 영등포구 신길로23길 43,신길5동,37.5014926,126.9066794
서울대방초등학교,서울특별시 영등포구 여의대방로35길 14,신길7동,37.5012818,126.9170467
서울대동초등학교,서울특별시 영등포구 대림로21길 6,대림2동,37.4925516,126.900139
서울대길초등학교,서울특별시 영등포구 대방천로 206,신길6동,37.511473,126.8910655
서울당중초등학교,서울특별시 영등포구 선유로 131,양평1동,37.5296552,126.8928705
서울당서초등학교,서울특별시 영등포구 당산로 187,당산2동,37.523606,126.8961528
서울당산초등학교,서울특별시 영등포구 선유로55길 32,양평2동,37.5384567,126.8968893
서울금천초등학교,서울특별시 금천구 탑골로5길 60,시흥5동,37.4545306,126.9124965
서울금산초등학교,서울특별시 금천구 시흥대로24길 57,시흥3동,37.44164895,126.9081332
서울금동초등학교,서울특별시 금천구 금하로30길 53,시흥2동,37.4477045,126.9164313
서울구일초등학교,서울특별시 구로구 구일로 68,구로1동,37.4977475,126.8738227
서울구로초등학교,서울특별시 구로구 구로중앙로27나길 9,구로2동,37.4966514,126.8852121
서울구로남초등학교,서울특별시 구로구 디지털로27길 76,구로3동,37.48409,126.89027
서울고척초등학교,서울특별시 구로구 경서로 31,고척1동,37.50323,126.86007
서울고원초등학교,서울특별시 구로구 경인로46길 13,고척1동,37.4969695,126.8649785
서울고산초등학교,서울특별시 구로구 중앙로 6,고척1동,37.5054869,126.8608235
서울개웅초등학교,서울특별시 구로구 개봉로11길 98,개봉3동,37.4868122,126.8546731
서울개봉초등학교,서울특별시 구로구 개봉로16길 30-11,개봉3동,37.4886751,126.8574848
서울개명초등학교,서울특별시 구로구 개봉로1다길 16-9,개봉3동,37.4823119,126.851997
서울가산초등학교,서울특별시 금천구 남부순환로 1304-11,독산1동,37.477837,126.8964529
동광초등학교,서울특별시 금천구 탑골로10길 45,시흥2동,37.45199575,126.9166882
서울어울초등학교,서울특별시 은평구 통일로 650,녹번동,37.618836,126.9213057
서울가재울초등학교,서울특별시 서대문구 모래내로15길 61,남가좌1동,37.5744472,126.9184977
서울은빛초등학교,서울특별시 은평구 진관3로 73-17,진관동,37.64250575,126.9191344
서울하늘초등학교,서울특별시 마포구 월드컵북로 502-14,상암동,37.5555743,126.9210715
서울수리초등학교,서울특별시 은평구 불광로14길 10-10,불광1동,37.6208067,126.9332297
홍익대학교사범대학부속초등학교,서울특별시 마포구 성미산로 51,성산1동,37.5585729,126.9107677
충암초등학교,서울특별시 은평구 가좌로5길 5,응암3동,37.5862196,126.9213403
추계초등학교,서울특별시 서대문구 북아현로11가길 7,충현동,37.5631121,126.9542292
이화여자대학교사범대학부속초등학교,서울특별시 서대문구 성산로 512-39,신촌동,37.5663855,126.9467458
예일초등학교,서울특별시 은평구 연서로 117,구산동,37.6203345,126.9266341
선일초등학교,서울특별시 은평구 갈현로29길 27,갈현2동,37.6205367,126.9135615
서울홍제초등학교,서울특별시 서대문구 홍은중앙로 13,홍은1동,37.5936027,126.9457812
서울홍은초등학교,서울특별시 서대문구 세검정로 105,홍제3동,37.5939524,126.9479741
서울홍연초등학교,서울특별시 서대문구 백련사길 55,홍은2동,37.580137,126.9330854
서울한서초등학교,서울특별시 마포구 대흥로24바길 27,염리동,0,0
서울창천초등학교,서울특별시 마포구 백범로1길 56,대흥동,37.5554842,126.9397339
서울창서초등학교,서울특별시 서대문구 연세로5나길 30-3,신촌동,37.5569596,126.9355887
서울진관초등학교,서울특별시 은평구 진관4로 78-16,진관동,37.6452499,126.9290739
서울증산초등학교,서울특별시 은평구 증산서길 61,증산동,37.5849758,126.9087056
서울중동초등학교,서울특별시 마포구 월드컵북로 152,성산2동,37.5555743,126.9210715
서울인왕초등학교,서울특별시 서대문구 세무서길 33-9,홍제3동,37.5920381,126.9475575
서울응암초등학교,서울특별시 은평구 가좌로6길 20,응암3동,37.5878331,126.9213004
서울은평초등학교,서울특별시 은평구 은평로 239,녹번동,37.5985517,126.9132933
서울은진초등학교,서울특별시 은평구 진관1로 21-20,진관동,37.63301325,126.9211553
서울은명초등학교,서울특별시 은평구 은평로4길 21-9,응암1동,37.5975017,126.9169437
서울용강초등학교,서울특별시 마포구 백범로17길 9,대흥동,37.5486704,126.9445101
서울염리초등학교,서울특별시 마포구 토정로37길 37,용강동,37.5405421,126.9448338
서울연희초등학교,서울특별시 서대문구 연희로 136,연희동,37.562031,126.9282994
서울연천초등학교,서울특별시 은평구 연서로34길 22,불광2동,37.6216812,126.9269292
서울연은초등학교,서울특별시 은평구 백련산로2길 35,응암2동,37.5879257,126.9254836
서울연신초등학교,서울특별시 은평구 연서로 347,불광2동,37.6203345,126.9266341
서울연광초등학교,서울특별시 은평구 연서로35길 37,불광2동,37.6223143,126.9259101
서울연가초등학교,서울특별시 서대문구 증가로12가길 49-50,남가좌2동,37.5801209,126.9190698
서울역촌초등학교,서울특별시 은평구 은평로3길 25,역촌동,37.6004624,126.915079
서울안산초등학교,서울특별시 서대문구 통일로 321,홍제1동,37.5721014,126.9603793
서울아현초등학교,서울특별시 마포구 굴레방로 6,아현동,37.5545734,126.9572725
서울신석초등학교,서울특별시 마포구 대흥로 33,신수동,37.546564,126.9419637
서울신사초등학교,서울특별시 은평구 가좌로 275-2,신사2동,37.59231785,126.9122122
서울신북초등학교,서울특별시 마포구 월드컵북로38길 26,성산2동,37.5713041,126.9043045
서울신도초등학교,서울특별시 은평구 진관1로 77-23,진관동,37.63279235,126.9291107
서울수색초등학교,서울특별시 은평구 수색로16길 21,수색동,37.5825206,126.8954284
서울소의초등학교,서울특별시 마포구 마포대로24길 42,공덕동,37.5540391,126.9589568
서울성원초등학교,서울특별시 마포구 월드컵로36길 34,성산2동,37.566588,126.9044343
서울성서초등학교,서울특별시 마포구 성미산로7길 24,성산1동,37.559479,126.9123724
서울성산초등학교,서울특별시 마포구 양화로3길 94,합정동,37.5524444,126.910772
서울서신초등학교,서울특별시 은평구 은평터널로 150,신사2동,37.5825415,126.896271
서울서교초등학교,서울특별시 마포구 와우산로23길 20-27,서교동,37.5539011,126.9241076
서울서강초등학교,서울특별시 마포구 독막로 113,서강동,37.5471357,126.9305642
서울상지초등학교,서울특별시 마포구 월드컵로42길 30,상암동,37.5795555,126.8814983
서울상암초등학교,서울특별시 마포구 월드컵북로 353,상암동,37.5555743,126.9210715
서울상신초등학교,서울특별시 은평구 가좌로 361,신사2동,37.5888461,126.9200863
서울불광초등학교,서울특별시 은평구 불광로 51,불광1동,37.6151424,126.9319601
서울북한산초등학교,서울특별시 은평구 대서문길 42-3,진관동,37.65414395,126.9501757
서울북성초등학교,서울특별시 서대문구 북아현로1나길 22,북아현동,37.5593591,126.9509395
서울북가좌초등학교,서울특별시 서대문구 거북골로19길 20,북가좌1동,37.5775982,126.908594
서울미동초등학교,서울특별시 서대문구 충정로 52,충현동,37.5599956,126.962576
서울망원초등학교,서울특별시 마포구 방울내로5길 28,망원2동,37.5602525,126.9009518
서울마포초등학교,서울특별시 마포구 도화2길 64,도화동,37.5394558,126.9487844
서울동교초등학교,서울특별시 마포구 월드컵로25길 86,망원2동,37.5576257,126.8986699
서울대조초등학교,서울특별시 은평구 연서로18길 17,대조동,37.6128739,126.9182431
서울대은초등학교,서울특별시 은평구 통일로69길 12-15,대조동,37.6111617,126.9269323
서울대신초등학교,서울특별시 서대문구 이화여대2길 27,신촌동,37.557388,126.9466294
서울녹번초등학교,서울특별시 은평구 녹번로1길 1,녹번동,37.6052695,126.9263001
서울금화초등학교,서울특별시 서대문구 통일로 165,천연동,37.5721014,126.9603793
서울구현초등학교,서울특별시 은평구 갈현로15길 51,구산동,37.6089913,126.9058937
서울구산초등학교,서울특별시 은평구 서오릉로15길 16,구산동,37.61310075,126.9094278
서울공덕초등학교,서울특별시 마포구 만리재옛길 13,공덕동,37.5462915,126.9556926
서울고은초등학교,서울특별시 서대문구 모래내로 441,홍제1동,37.5710245,126.9199047
서울갈현초등학교,서울특별시 은평구 연서로29길 31,갈현2동,37.6196566,126.9185625
명지초등학교,서울특별시 서대문구 명지2길 32-20,홍은2동,37.5841049,126.9281067
경기초등학교,서울특별시 서대문구 경기대로9길 10,충현동,37.5640206,126.9614011
서울양원숲초등학교,서울특별시 중랑구 양원역로 95,망우본동,37.60896115,127.1054997
서울새솔초등학교,서울특별시 중랑구 신내역로1길 164,신내1동,37.6149071,127.1060657
서울삼육초등학교,서울특별시 동대문구 회기로10길 63,회기동,37.5901601,127.047744
은석초등학교,서울특별시 동대문구 장안벚꽃로 205,장안2동,37.5788007,127.0762807
서울휘봉초등학교,서울특별시 동대문구 장안벚꽃로 309,휘경2동,37.5788007,127.0762807
서울휘경초등학교,서울특별시 동대문구 망우로6길 48,휘경2동,37.5865629,127.0558167
서울홍파초등학교,서울특별시 동대문구 고산자로 518,제기동,37.575405,127.0381518
서울홍릉초등학교,서울특별시 동대문구 회기로 90,청량리동,37.5905448,127.0544043
서울청량초등학교,서울특별시 동대문구 회기로25길 31,회기동,37.5919936,127.0558319
서울중흥초등학교,서울특별시 중랑구 봉화산로 82,중화1동,37.6067105,127.0956152
서울중화초등학교,서울특별시 중랑구 신내로7가길 22,신내2동,37.6023789,127.0941158
서울중목초등학교,서울특별시 중랑구 동일로 665,면목2동,37.6131461,127.0773865
서울중랑초등학교,서울특별시 중랑구 봉우재로6길 26,면목2동,37.5892269,127.0753256
서울중곡초등학교,서울특별시 중랑구 면목로23길 20,면목4동,37.5734559,127.0830817
서울종암초등학교,서울특별시 동대문구 무학로44길 25,제기동,37.5820354,127.0338924
서울전동초등학교,서울특별시 동대문구 전농로16길 61,전농2동,37.5786196,127.0575357
서울전농초등학교,서울특별시 동대문구 사가정로 66,전농1동,37.5779214,127.062767
서울전곡초등학교,서울특별시 동대문구 전농로 172,전농2동,37.5827082,127.0534423
서울장평초등학교,서울특별시 동대문구 답십리로69길 27,장안2동,37.5765595,127.0465065
서울이문초등학교,서울특별시 동대문구 신이문로 16,이문2동,37.6037515,127.0666489
서울원묵초등학교,서울특별시 중랑구 숙선옹주로 109,묵1동,37.6178937,127.086884
서울용두초등학교,서울특별시 동대문구 천호대로13길 43,용신동,37.5774838,127.0298009
서울안평초등학교,서울특별시 동대문구 장한로14길 61,장안1동,37.5655401,127.0708467
서울신현초등학교,서울특별시 중랑구 봉화산로 188,신내2동,37.6027896,127.0846172
서울신묵초등학교,서울특별시 중랑구 동일로149길 46,묵2동,37.60715255,127.0755743
서울신답초등학교,서울특별시 동대문구 천호대로 177,답십리1동,37.5743184,127.031349
서울신내초등학교,서울특별시 중랑구 용마산로125나길 22,신내1동,37.6037318,127.0993869
서울상봉초등학교,서울특별시 중랑구 동일로126가길 11,상봉1동,37.597596,127.0832167
서울봉화초등학교,서울특별시 중랑구 신내로15길 110,신내2동,37.61337,127.09126
서울배봉초등학교,서울특별시 동대문구 사가정로 193,전농2동,37.5779214,127.062767
서울묵현초등학교,서울특별시 중랑구 동일로157길 75,묵2동,37.6096496,127.0753542
서울묵동초등학교,서울특별시 중랑구 동일로138길 27,중화1동,37.60376125,127.0812577
서울면중초등학교,서울특별시 중랑구 용마산로70길 43,면목3.8동,37.58217335,127.09651
서울면일초등학교,서울특별시 중랑구 용마산로100길 13,망우3동,37.5913208,127.1011123
서울면북초등학교,서울특별시 중랑구 용마공원로5길 32,망우3동,37.5945683,127.1034875
서울면목초등학교,서울특별시 중랑구 면목로 434,면목본동,37.59116365,127.0877175
서울면동초등학교,서울특별시 중랑구 면목로57길 32,면목본동,37.5847733,127.0870447
서울면남초등학교,서울특별시 중랑구 면목로30나길 38,면목7동,0,0
서울망우초등학교,서울특별시 중랑구 망우로72길 49,망우본동,37.5982919,127.1027587
서울동원초등학교,서울특별시 중랑구 송림길 114,망우본동,37.6027541,127.1017012
서울동답초등학교,서울특별시 동대문구 답십리로60길 12,답십리2동,37.5679138,127.06204
서울답십리초등학교,서울특별시 동대문구 전농로3길 23,답십리1동,37.5702048,127.0559328
서울군자초등학교,서울특별시 동대문구 한천로6길 21,장안1동,37.564027,127.0626549
금성초등학교,서울특별시 중랑구 신내로21길 55,신내2동,37.6149742,127.0887191
경희초등학교,서울특별시 동대문구 경희대로 26,회기동,37.59441475,127.0510058
