상호명,도로명주소,행정동명,위도,경도
엔제리너스커피 신림역점,"서울특별시 관악구 남부순환로 1612, 1~3층 (신림동)",서원동,37.4838636555376,126.929429509201
투썸플레이스서울대역중앙점,"서울특별시 관악구 봉천로 472, 1층 103호 (봉천동)",중앙동,37.4818953761288,126.952225627266
커피베이 보라매점,"서울특별시 관악구 봉천로 247, 1층 (봉천동)",보라매동,37.489228310928,126.929218103845
할리스 신림점,"서울특별시 관악구 신림로 353-1, 지하1, 지상1,2층 (신림동)",신림동,37.4859535218631,126.92924154589
카페오아시아,"서울특별시 관악구 신림로3길 35, 2층 (신림동, 관악문화관도서관)",대학동,37.4675533645757,126.944962394132
배스킨라빈스 서울대입구역점,"서울특별시 관악구 봉천로 475, 1층 (봉천동)",중앙동,37.4823329404858,126.952985471074
BANJO(반조),"서울특별시 관악구 관악로12길 11, 2층 (봉천동)",낙성대동,37.4782228228175,126.953024111226
커피브라운,"서울특별시 관악구 남부순환로142길 7, 지상1층 (신림동)",미성동,37.4807194271782,126.91128274659
엣홈,"서울특별시 관악구 신림로15길 9, 지하1층 (신림동, 율곡타운)",대학동,37.4698033754791,126.937375033318
CAFEDOBO(카페도보),"서울특별시 강서구 금낭화로 56, 이화빌딩 1층 (방화동)",방화2동,37.5704201602137,126.811768931921
토프레소 낙성대역점,"서울특별시 관악구 봉천로 576, 1층 103호 (봉천동, 동아타운아파트)",낙성대동,37.4769738774324,126.961320975076
지오북카페,"서울특별시 관악구 관악로12길 3-6 (봉천동,(지하1층))",낙성대동,37.4784046482554,126.952802405571
이디야커피(사당중앙점),"서울특별시 관악구 과천대로 951 (남현동, 2,3층)",남현동,37.4755280988508,126.981275188365
지니앤독,"서울특별시 관악구 남부순환로 1674, 2층 (신림동)",서원동,37.4843579965651,126.936501210713
명문교회엠까페,서울특별시 관악구 조원로 148 (신림동),신사동(관악구),37.4855263699906,126.918892289976
(주)커피빈코리아서울대입구역점,"서울특별시 관악구 관악로 161 (봉천동,(지상2~3층))",청룡동,37.4796070667241,126.952183895644
투썸플레이스 사당역점,서울특별시 관악구 남부순환로 2082-33 (남현동),남현동,37.4761583906077,126.98038269838
홈스테이,서울특별시 관악구 청룡길 62 (봉천동),청룡동,37.4790730280319,126.945696059684
냥빵,"서울특별시 관악구 조원로16가길 26 (신림동, 지상1층)",조원동,37.483015552272,126.912119644879
가빈,서울특별시 관악구 신림로 158 (신림동),서림동,37.4729297769699,126.933875599327
카페모아(실로암장애인근로사업장),"서울특별시 관악구 남부순환로 1717, 1층 (봉천동)",은천동,37.4829413812848,126.941101848579
장수왕만두,"서울특별시 관악구 관악로 185, 1층 (봉천동)",중앙동,37.4817919334432,126.952656233845
이디야 신림미성점,"서울특별시 관악구 난곡로 250, 1층 (신림동)",미성동,37.4765402893322,126.915984298817
이디야 신림미성점,"서울특별시 관악구 난곡로 250, 2층 (신림동)",미성동,37.4765402893322,126.915984298817
현 hyun,"서울특별시 강남구 개포로 220, 지상1층 (개포동)",개포4동,37.4785413102826,127.046797570716
카페여기,"서울특별시 관악구 호암로22길 31, 대용빌딩 1층 (신림동)",대학동,37.4689474834831,126.934508981731
요거프레소 봉천우성점,서울특별시 관악구 관악로28길 13 (봉천동),행운동,37.4853493379765,126.957009915496
아마스빈버블티,"서울특별시 관악구 호암로22길 21 (신림동, 지상1층)",대학동,37.4690242164366,126.933963708777
쉴만한물가,서울특별시 관악구 남부순환로 1634 (신림동),서원동,37.484161344228,126.932191311732
썸씽겟(something get),"서울특별시 관악구 남부순환로190길 6, 1층 (신림동)",서원동,37.4843413091204,126.934000770332
Cafe Pasadena,"서울특별시 관악구 신림로59길 14 (신림동, 1층 101호)",서원동,37.4832898616637,126.928776084349
미스터로티,서울특별시 관악구 남부순환로 2074 (남현동),남현동,37.4761356402384,126.979070603665
이디야,"서울특별시 관악구 관악로 164, 지상1층 106호 (봉천동, 디오슈페리움)",낙성대동,37.4797395226756,126.952875619698
설빙 사당역점,"서울특별시 관악구 과천대로 947, 2층 (남현동, 사당타워)",남현동,37.475100133451,126.981365623757
베스킨라빈스보라매타운점,"서울특별시 관악구 봉천로 223-1, 1층 (봉천동)",보라매동,37.490015768933,126.926669678259
쥬씨(서울대녹두거리점),"서울특별시 관악구 신림로23길 16, 일성트루엘 1층 1001호 (신림동)",대학동,37.4704811658789,126.934476782389
빽다방 서울대메트로빌점,"서울특별시 관악구 남부순환로 1811, 1층 103호 (봉천동)",중앙동,37.4817481992415,126.951459046892
디저트상점,"서울특별시 관악구 호암로26가길 2, 1층 (신림동)",대학동,37.4707394033835,126.93400527027
투썸플레이스 신림로점,"서울특별시 관악구 신림로 328, 1~3층 (신림동)",서원동,37.4834547467373,126.929982893039
설빙 서울대입구역점,"서울특별시 관악구 관악로 154, 2층 (봉천동)",낙성대동,37.478916799431,126.952620964816
Coffee Break 공간(커피브레이크공간),"서울특별시 관악구 낙성대역4길 3, 1층 (봉천동)",인헌동,37.4754801980605,126.961641909995
tarte maman,"서울특별시 관악구 남부순환로 1869, 1층 (봉천동)",행운동,37.4798286976066,126.957564468163
mug 공대,"서울특별시 관악구 관악로 1, 44-1동 1층 (신림동, 신양학술정보관)",대학동,37.4662872666604,126.94815644252
화이불치,"서울특별시 동대문구 망우로18가길 26, 1층 (휘경동)",휘경2동,37.5890286325297,127.061318592969
나뚜루,"서울특별시 관악구 신림로12길 1, 1~2층 (신림동)",서림동,37.4711590871647,126.937984803623
벧엘카페,서울특별시 관악구 난곡로 220 (신림동),미성동,37.4742854376103,126.918058479434
투썸플레이스신림역점,서울특별시 관악구 신림로 350 (신림동),신림동,37.4855072234589,126.929948753311
구동커피,"서울특별시 관악구 신림로17길 42, 1층 (신림동)",대학동,37.4688420017661,126.936204713474
이디야 남현홈플러스점,서울특별시 관악구 과천대로 909 (남현동),남현동,37.4714704021418,126.982466468514
행복나무,"서울특별시 관악구 신림로 143, 1층 (신림동)",삼성동,37.4717947859528,126.933255066257
더벤티(서울대입구역점),"서울특별시 관악구 남부순환로 1811, 1층 105호 (봉천동, 신원메트로빌)",중앙동,37.4817481992415,126.951459046892
컴포즈커피 신림대학점,"서울특별시 관악구 호암로24길 32, 1층 (신림동)",대학동,37.469492620143,126.934880645772
제이엠식품,서울특별시 관악구 남부순환로 1369 (신림동),조원동,37.4801290693885,126.902896907397
망원동티라미수 신림점,"서울특별시 관악구 신림로 324, 1층 (신림동)",서원동,37.483194358507,126.929988336981
세미온,"서울특별시 관악구 호암로22길 81, 1층 (신림동)",대학동,37.4686003890934,126.937286394337
보야르,"서울특별시 관악구 신림로 206 (신림동,96-125 (지상5층))",서림동,37.4756288046285,126.937446935701
커반,서울특별시 관악구 은천로 86 (봉천동),은천동,37.4855481667887,126.944424787553
투썸플레이스 서울대입구역점,"서울특별시 관악구 관악로 157 (봉천동, 성진빌딩2층)",청룡동,37.4794586323098,126.952089586254
씨유 관악예술인점,"서울특별시 관악구 남부순환로260길 10, 1층 (남현동)",남현동,37.475620478644,126.973422173566
탐앤탐스,"서울특별시 관악구 난곡로 356 (신림동, 지상1~2층)",신사동(관악구),37.4856397888401,126.914024592529
공차 서울대입구역점,"서울특별시 관악구 관악로 164, 1층 114호 (봉천동, 대우디오슈페리움1단지)",낙성대동,37.4797395226756,126.952875619698
정직유부 신림녹두점,"서울특별시 관악구 대학6길 52, 1층 (신림동)",대학동,37.4693343876074,126.934853313488
백억커피 성신여대점,"서울특별시 성북구 아리랑로 20, 1층 (동선동5가)",동선동,37.5946372498187,127.016254211928
샐러디 신림역점,"서울특별시 관악구 남부순환로 1627, 1층 (신림동)",신림동,37.4847590544413,126.931378613977
메가커피 현대시장점,"서울특별시 관악구 은천로 113, 1층 (봉천동)",성현동,37.4869475868281,126.947928240297
루이코코 디저트카페,"서울특별시 관악구 신림로17길 62, 지하1층 (신림동)",대학동,37.4680047829085,126.936205424929
런드렛 아쿠아워시신림,"서울특별시 관악구 문성로 228, 1층 (신림동)",신원동,37.4791420605331,126.928913995178
앙뿌,"서울특별시 관악구 관악로14가길 6, 1층 101호 (봉천동)",낙성대동,37.4782622357877,126.955931343351
1441cafe roasters(카페 로스터스),"서울특별시 관악구 청림길 5, 1층 (봉천동)",청림동,37.4883722567629,126.958626923152
더리터신림점,"서울특별시 관악구 신림로71길 46, 지하1층 b02호 (신림동)",신림동,37.4880952869398,126.925828832574
녹다컴퍼니,"서울특별시 관악구 대학길 91, 1층 (신림동)",대학동,37.4666680452744,126.937729879432
컵오브커피 대학동점,"서울특별시 관악구 호암로26길 36, 1층 (신림동)",대학동,37.4703445015796,126.935659125352
다온당,"서울특별시 관악구 난곡로43길 12, 1층 (신림동)",미성동,37.4759648392731,126.915261853698
카페 드 레브두,"서울특별시 송파구 백제고분로46길 10, 101호 (송파동)",송파1동,37.5082917876222,127.112207472584
매머드익스프레스 사당점,"서울특별시 관악구 과천대로 953, 1층 (남현동)",남현동,37.4756965883653,126.981279442342
지에스25 배재공원점,"서울특별시 중구 서소문로11길 50, 지하1층 (서소문동)",소공동,37.5648477323774,126.973134815332
제로백피시,"서울특별시 관악구 신림로 353, 2층 (신림동)",신림동,37.485766892503,126.929190502039
두냉심열,"서울특별시 관악구 인헌길 30, 1층 (봉천동)",인헌동,37.4742375204951,126.966676244424
이마트24 R관악청룡점,"서울특별시 관악구 청룡중앙길 12, 1층 (봉천동)",청룡동,37.4785674033303,126.947134627511
cafe de flore(카페드플로르),"서울특별시 관악구 남부순환로152길 17, 2층 (신림동)",미성동,37.4819094919621,126.919213565661
민스가베,"서울특별시 관악구 신림로29길 3-20, 신림현대아파트 3층 339,340,341호 (신림동)",서림동,37.4746265193834,126.933804917074
서동문떡볶이 사당본점,"서울특별시 관악구 남현길 14, 1층 (남현동)",남현동,37.4759757434316,126.977294353096
메가엠지씨커피 신림역사거리점,"서울특별시 관악구 남부순환로 1617, 재상빌딩 1층 (신림동)",신림동,37.4845706415993,126.930280799083
GS수퍼 관악난향점,"서울특별시 관악구 난곡로 50, 자연빌딩 지하1층 (신림동)",난향동,37.4604788982933,126.920180427488
쉐어어스 신림,"서울특별시 관악구 신림로 125, 1층 (신림동)",대학동,37.4707231893133,126.935481093274
ouiouioui bakeshop(위위위 베이크샵),"서울특별시 관악구 낙성대역길 35, 1층 (봉천동)",낙성대동,37.4759944442352,126.961487555342
카페차이 관악드림점,"서울특별시 관악구 은천로25길 69, 제1층 제101호 (봉천동)",성현동,37.4890682965874,126.948355993845
카페 오름,"서울특별시 관악구 난곡로 38, 성민교회 1층 (신림동)",난향동,37.4607201141226,126.921007214606
공차 낙성대역점,"서울특별시 관악구 남부순환로 1907, 1층 (봉천동)",행운동,37.4782296325366,126.961376517086
땡스어라떼,"서울특별시 관악구 조원로 158, 2층 (신림동)",신사동(관악구),37.4857820695257,126.919673992919
카페 하보,"서울특별시 관악구 남부순환로151길 9, 1층 101호 (신림동, 아트빌)",신사동(관악구),37.4827825597449,126.917375680761
엔리치(Enrich),"서울특별시 관악구 양녕로 63, 1층 101호 (봉천동)",은천동,37.4875903174826,126.946409478145
컴포즈커피 송파삼전점,"서울특별시 송파구 백제고분로22길 3, 1층 (삼전동)",삼전동,37.5034918097903,127.08947376709
헬로파크 서울남현점,"서울특별시 관악구 과천대로 909, 2층 (남현동)",남현동,37.4714704021418,126.982466468514
UNSIDE COFFEE ROASTERS(언사이드 커피 로스터스),"서울특별시 관악구 난곡로75길 11, 1층 (신림동)",조원동,37.4855722828927,126.913011921278
스타우드 커피,"서울특별시 관악구 신림동7길 36, 성심하우스 1층 (신림동)",신림동,37.4853830585847,126.926527105623
만랩커피 신림별빛거리점,"서울특별시 관악구 신림동7길 29, 금탑오피스텔 1층 (신림동)",신림동,37.4857894060114,126.926660467331
이나영책방,"서울특별시 관악구 신사로 66-1, 3층 (신림동)",조원동,37.4854548599146,126.910331562456
더모치킨,"서울특별시 관악구 시흥대로 558-1, 1층 102호 (신림동, G 밸리마인드)",조원동,37.4827842965972,126.901969289183
총각네 엘스점,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 A16, 62호 (잠실동)",잠실2동,37.512084433428,127.08418616626
더벤티(봉천역점),"서울특별시 관악구 남부순환로 1716, 은혜빌딩 1층 (봉천동)",청룡동,37.4825397376028,126.940613730465
욜로PC까페,"서울특별시 관악구 신림로23길 29, 2층 (신림동)",대학동,37.4696736631052,126.934934975884
카페샤라라,"서울특별시 관악구 남부순환로214길 40, 1층 101호 (봉천동)",청룡동,37.4799546008071,126.947344732144
폴 바셋 롯데백화점관악점,"서울특별시 관악구 봉천로 209, 롯데백화점 1층 (봉천동)",보라매동,37.4904954867064,126.924981674031
미사랑,"서울특별시 관악구 관악로40길 47, 현대상가 1동 2층 215호 (봉천동)",청림동,37.4920550488974,126.95892477375
카페천국 신림점,"서울특별시 관악구 서림3길 9, 1층 101호 (신림동)",서림동,37.4735906065661,126.939301972812
슬로우모션,"서울특별시 관악구 봉천로 473-9, 1층 101호 (봉천동)",중앙동,37.482734373638,126.952844116191
관악구청(후생관),"서울특별시 관악구 관악로 145, 관악구청 9층 (봉천동)",청룡동,37.4782106746327,126.951501244173
CAFE216,"서울특별시 관악구 난향2길 8, 1층 (신림동)",난향동,37.4633230056865,126.918557396182
애견용품할인매장,"서울특별시 관악구 난우길 20, 지하1층 (신림동)",미성동,37.4747847232965,126.918632349451
호구커피,"서울특별시 관악구 은천로 48, 2층 (봉천동)",은천동,37.4859763994096,126.940505291228
low position(로우 포지션),"서울특별시 관악구 조원로16가길 51, 1층 (신림동)",조원동,37.4824598621083,126.913410233141
커피브라더신림점,"서울특별시 관악구 봉천로 271-1, 1층 (봉천동)",보라매동,37.4881167878634,126.931597615469
매머드익스프레스 휘문고교점,"서울특별시 강남구 역삼로 538, 블루스카이 보습학원 지상1층 104호 (대치동)",대치2동,37.5039370254389,127.061858631025
랭스터디카페 서울대입구역점,"서울특별시 관악구 쑥고개로 125, PRAVIDA 162 지하1층 제b101호 (봉천동)",청룡동,37.4790404910916,126.950599635489
메가엠지씨커피 신림난곡점,"서울특별시 관악구 난우길 8, 1층 (신림동)",난곡동,37.4737905869175,126.918949628281
그릿 인더스트리,"서울특별시 관악구 쑥고개로 99, 해동타운 지하 1층 (봉천동)",청룡동,37.4793071165125,126.947707425639
리사베이커리,"서울특별시 관악구 신림로68길 50, 1층 101호 (신림동)",신림동,37.486259068943,126.93187350132
컴포즈 낙성대점,"서울특별시 관악구 남부순환로248길 9, 1층 (봉천동)",인헌동,37.4755266857346,126.965732020904
오하운크레페,"서울특별시 관악구 남부순환로 1648, 1층 (신림동)",서원동,37.484511186246,126.93390587138
방앗간,"서울특별시 관악구 관천로 69-1, 2층 (신림동)",신사동(관악구),37.4848897743975,126.924272131837
오스커피하우스,"서울특별시 관악구 신림로23길 16, 일성트루엘 1층 1025호 (신림동)",대학동,37.4704811658789,126.934476782389
플러스82 서대문점,"서울특별시 서대문구 증가로10길 36-55, 1층 (남가좌동)",남가좌2동,37.5784605663037,126.924597583084
메가엠지씨커피 봉천역점,"서울특별시 관악구 남부순환로 1740, 명당빌딩 1층 (봉천동)",청룡동,37.4819000975612,126.943337342715
과일에반하다. 프루타 신림점,"서울특별시 관악구 봉천로12길 39, 제1층 제125호 (신림동, 가야위드안)",신림동,37.4870238962652,126.930110949482
해바라기 커피,"서울특별시 관악구 남부순환로153길 30, 1층 102호 (신림동)",신사동(관악구),37.4841109371538,126.916635560131
매머드커피 신당역점,"서울특별시 중구 퇴계로87길 1, 1층 (황학동)",황학동,37.5657973871933,127.021071493338
벌툰 신림점,"서울특별시 관악구 신림로 344, 에스케이허브그린 2층 201,202호 (신림동)",신림동,37.4851501707989,126.929977240424
San n sal(샌앤샐),"서울특별시 관악구 봉천로 373-10, 1층 (봉천동)",은천동,37.4839389369464,126.941929156449
POPO archive(포포 아카이브),"서울특별시 관악구 신림로36길 10, 자성원 제1층 (신림동)",서림동,37.4759490321795,126.937976210709
Coffee Planet(커피 플래닛),"서울특별시 관악구 남부순환로 1508, 1층 (신림동)",미성동,37.4822481666579,126.918275457904
트로피칼아일랜드,"서울특별시 강서구 화곡로 295, 1층 101호 (화곡동)",화곡6동,37.550834416144,126.848402697937
맘마앤독,"서울특별시 강남구 선릉로125길 10, 지상1층 (논현동)",논현2동,37.5149476226713,127.041059491618
What a wonder! (왓어원더),"서울특별시 관악구 관악로12길 43, 1층 (봉천동)",낙성대동,37.4779143034728,126.954837614691
코바코 서울대점,"서울특별시 관악구 신림로 73, 1층 104호 (신림동)",대학동,37.4704573469492,126.941270360429
min cafe(민카페),"서울특별시 관악구 남부순환로231길 16, 1층 (봉천동)",행운동,37.4802289550341,126.957146033577
크로플각,"서울특별시 관악구 봉천로41길 8, 1층 102호 (봉천동, 도원빌라)",중앙동,37.4831103219142,126.94801773672
컴포즈커피 신림난곡점,"서울특별시 관악구 난우길 14, 1층 (신림동)",미성동,37.4743079536145,126.918828331269
하니하이(hani hai),"서울특별시 영등포구 도신로27길 4, 한인빌딩(Hanine) 2층 (도림동)",도림동,37.5080492202638,126.903920177038
쿼카식당,"서울특별시 광진구 동일로56다길 8-6, 1층 (군자동, 라온빌)",군자동,37.5556017565847,127.07485006601
사진의 온도,"서울특별시 관악구 남현길 6, 3층 A호 (남현동)",남현동,37.4762456200812,126.977420778667
디커피,"서울특별시 관악구 인헌6길 16, 1층 108호 (봉천동)",인헌동,37.4740985743928,126.966007272791
그로그로,"서울특별시 관악구 참숯1길 19, 2동 지하층 102호 (봉천동, e편한세상서울대입구 2차)",청룡동,37.477304218918,126.94238244228
지에스25번동예일점,서울특별시 강북구 한천로 1000 (번동),번1동,37.6379343518933,127.030315468187
망원23,"서울특별시 마포구 망원로 23, 지1층 일부호 (망원동)",망원2동,37.5563850368157,126.899592596075
"카페,달금하다","서울특별시 용산구 원효로 51, 1층 103호 (산천동, 삼성테마트)",원효로2동,37.533863362459,126.950070316419
보드게임카페 제니랜드,"서울특별시 관악구 신림동길 20, 지하1층 (신림동)",신림동,37.48724828951,126.926469422151
컴포즈커피 봉일시장점,"서울특별시 관악구 은천로 36, 1층 (봉천동)",은천동,37.4860281873598,126.939226784168
크럼피,"서울특별시 관악구 당곡2가길 35, 1층 (봉천동)",보라매동,37.491967634757,126.929655729595
KITSCH컴퍼니,"서울특별시 관악구 조원로12길 52, 1층 101호 (신림동)",조원동,37.4818621283782,126.90665929804
Lee 집 coffee,"서울특별시 관악구 봉천로4길 15, 1층 2호 (신림동)",신림동,37.4890788631482,126.924042322289
라우더 커피바,"서울특별시 관악구 봉천로 535, 1층 102호 (봉천동)",낙성대동,37.4788966605715,126.957472400876
메가엠지씨커피 봉일시장점,"서울특별시 관악구 은천로 37, 정암빌딩 1층 (봉천동)",은천동,37.4863497537626,126.939571497277
사각사각1/2,"서울특별시 관악구 은천로24길 9, 1층 (봉천동)",중앙동,37.4862376023531,126.948567911352
하이티어 스터디카페,"서울특별시 관악구 쑥고개로 60, 3층 (봉천동)",청룡동,37.4794286482527,126.943000711466
GS리테일 GS더프레쉬 낙성대점,"서울특별시 관악구 봉천로 576, 1층 (봉천동, 동아타운아파트)",낙성대동,37.4769738774324,126.961320975076
카페놀다,"서울특별시 마포구 신수로 61, 우주빌딩 1층 중간호 (신수동)",신수동,37.5470666414363,126.934138333604
Dif coffee(디프 커피),"서울특별시 관악구 솔밭로 10, 1층 (봉천동)",행운동,37.4783810714816,126.963001068637
카페 리버스(Cafe Reverse),"서울특별시 관악구 신림로70길 14, 1층 (신림동)",신림동,37.4876640500991,126.929634889555
Whale in coffee(웨일 인 커피),"서울특별시 관악구 인헌길 45, 1층 101호 (봉천동)",인헌동,37.4734553172682,126.966867306394
세븐일레븐 관악소망점,"서울특별시 관악구 당곡6길 46, 1층 (봉천동)",보라매동,37.4921747240525,126.929870948589
그릭데이 서울대점,"서울특별시 관악구 관악로 168, 1층 104호 (봉천동, 대우디오슈페리움2단지)",낙성대동,37.4802159296703,126.952984762396
"카페,멀스(cafe,mirth)","서울특별시 금천구 탑골로 23, 1층 (시흥동)",시흥5동,37.4520913543812,126.911669409672
모모,"서울특별시 관악구 장군봉1길 9, 1층 (봉천동)",청룡동,37.4821447780233,126.940698613949
별별카롱,"서울특별시 관악구 난곡로51길 8, 1층 2호 (신림동)",미성동,37.4782404971122,126.9147309698
구움동,"서울특별시 관악구 남부순환로142길 19, 1층 (신림동)",미성동,37.4801875750146,126.911420629887
더 런드렛,"서울특별시 관악구 난곡로 113, 2층 (신림동)",난향동,37.46553534837,126.919609298651
ER roasters(이알 로스터즈),"서울특별시 관악구 봉천로 585, 1층 (봉천동)",인헌동,37.4769114199646,126.962667150935
카페오트르,"서울특별시 관악구 난곡로 259, 2층 (신림동)",미성동,37.4771873704554,126.915319827317
피시토랑 신림본점,"서울특별시 관악구 신림로 141, 4층 (신림동)",삼성동,37.4715917133189,126.933441547933
"오르막길,","서울특별시 관악구 쑥고개로11길 3, 1층 (봉천동)",청룡동,37.479927456341,126.942462509259
토브함께가는카페,"서울특별시 관악구 난곡로34길 21, 1층 (신림동)",난곡동,37.4726676059914,126.92059795607
달리는커피 신림점,"서울특별시 관악구 관천로10길 5, 가원샹떼리수 1층 (신림동)",신림동,37.4850856877706,126.925745537756
시티스트릿츠,"서울특별시 관악구 신사로 128-1, 대흥빌딩 1층 (신림동)",신사동(관악구),37.4885867263468,126.916171625762
카페일기,"서울특별시 관악구 호암로22길 60, 태양빌딩 1층 (신림동)",대학동,37.4685423934803,126.936163594635
쿼터커피,"서울특별시 관악구 관악로12길 99, 1층 (봉천동)",낙성대동,37.4772493035622,126.957859531383
에스엔에스피씨(SNSPC),"서울특별시 관악구 신림로 344, 에스케이허브그린 지하1층 제비01호 (신림동)",신림동,37.4851501707989,126.929977240424
베러배러(Better Batter),"서울특별시 관악구 보라매로3길 29, 1층 13호 (봉천동, 해태보라매타워)",보라매동,37.4912113425285,126.924990343437
sky pc방,"서울특별시 관악구 신림로 84, 지하1층 (신림동)",서림동,37.4709316312582,126.940177514769
몽키트위스트도넛(monkey twist donut),"서울특별시 광진구 천호대로111길 40, 1층 (중곡동)",중곡2동,37.5580688570495,127.082954783186
메가엠지씨커피 신림역점,"서울특별시 관악구 신림로 321, 1층 102호 (신림동)",서원동,37.4828969433377,126.929546648038
개판카페,"서울특별시 관악구 관악로 133, 1층 101호 (봉천동, 건영아파트(6차))",청룡동,37.4769280464726,126.952062711984
모쿠816,"서울특별시 관악구 청룡5길 3, 네오빌 1층 (봉천동)",청룡동,37.4806889722769,126.946451604195
책상숲 스터디카페 낙성대점,"서울특별시 관악구 인헌길 77, 3층 (봉천동)",인헌동,37.4721482541436,126.966983191942
몰랑미,"서울특별시 관악구 난우10길 6, 1층 101호 (신림동)",미성동,37.4760653558686,126.918020472071
미유커피,"서울특별시 관악구 남부순환로216길 41, 파크빌오피스텔 지하1-1층 104,B04호 (봉천동)",청룡동,37.4798270846676,126.949563043144
명품밥집,"서울특별시 관악구 남부순환로 1643, 서울관악우체국 1층 (신림동)",신림동,37.485014236887,126.933136685629
커피앤후레쉬쥬스,"서울특별시 관악구 남부순환로 1739-9, 1층 (봉천동)",은천동,37.4828013647636,126.943500830574
비건마마,"서울특별시 관악구 봉천로 457-1, 1층 (봉천동)",중앙동,37.4825742177397,126.95095888562
JY&MONSTER(제이와이 앤 몬스터),"서울특별시 관악구 남부순환로248길 30, 1층 (봉천동)",인헌동,37.4747622062319,126.965516441435
메가엠지씨커피 난곡우체국점,"서울특별시 관악구 난곡로 268, 1층 (신림동)",미성동,37.4779046107397,126.915497194711
루흔카페,"서울특별시 관악구 난곡로72길 10, 1층 (신림동)",신사동(관악구),37.4853549091316,126.914423142755
아이캔커피 신림점,"서울특별시 관악구 은천로 14, 1층 103(일부)호 (봉천동, 쁘띠그린힐)",은천동,37.4861307788499,126.936759768287
카페게이트 신림별빛거리점,"서울특별시 관악구 봉천로6길 51, 1층 101호 (신림동, BIG TREE)",신림동,37.4874501755654,126.925988786972
더치프레소,"서울특별시 관악구 관악로 1, 서울대학교 32-1동 1층 (신림동)",대학동,37.4662872666604,126.94815644252
애드블레싱,"서울특별시 관악구 당곡6길 12, 1층 (봉천동)",보라매동,37.4914295049262,126.928375640905
모리냥과자점,"서울특별시 관악구 남부순환로143가길 4, 1층 102호 (신림동)",조원동,37.4827607086143,126.910270335965
점프아이,"서울특별시 관악구 인헌길 28, 2층 (봉천동)",인헌동,37.4743814218458,126.966711904651
컴포즈커피 남성역점,"서울특별시 동작구 사당로 215, 서림빌딩 제1층 110호 (사당동)",사당3동,37.4844593113614,126.972344800972
Gamebattle(게임배틀),"서울특별시 관악구 난곡로 341, 창근빌딩 2층 (신림동)",조원동,37.4844445006364,126.913762518137
위드원스 베이크샵,"서울특별시 관악구 양녕로 38, 1층 (봉천동)",중앙동,37.4853103114913,126.946997587707
달보다커피,"서울특별시 관악구 신림로 236, 지하1층 102호 (신림동)",서원동,37.4778087005237,126.935260195518
디저트39 신림역점,"서울특별시 관악구 신원로 39, 1층 (신림동)",서원동,37.4824500497428,126.929406869357
카페게이트 관악신사로점,"서울특별시 관악구 신사로20길 9, 명성빌딩 1층 (신림동)",신사동(관악구),37.4887121010794,126.91738611122
커피숍(강남고려운영),"서울특별시 관악구 관악로 242, 강남고려병원 2층 (봉천동)",행운동,37.4856188363947,126.956781703053
사라네과자점,"서울특별시 관악구 행운1길 62, 1층 (봉천동)",행운동,37.48149906244,126.956775257196
메이브커피숍,"서울특별시 관악구 행운1길 85, 1층 (봉천동)",행운동,37.4823982593693,126.956016085944
(주)하우 서울대입구역점,"서울특별시 관악구 남부순환로 지하 1822, 서울대입구역사 지하1층 228-103호 (봉천동)",중앙동,37.4811526631844,126.952645104944
(주)하우 신림역점,"서울특별시 관악구 남부순환로 지하 1614, 신림역사 내 지하1층 230-104호 (신림동)",신림동,37.4842176141092,126.92980331103
커피식구 낙성대점,"서울특별시 관악구 남부순환로 1929-9, 지하1층 B02호 (봉천동, 더게이트)",행운동,37.4776482463243,126.963762974638
일커피 서울대입구역점(iL coffee),"서울특별시 관악구 쑥고개로 123, 1층 102~105호 (봉천동)",청룡동,37.4791975339651,126.95037737264
카페W,"서울특별시 관악구 신림로 308, 왕성교회 3층 (신림동)",서원동,37.4817358633438,126.930543928098
솥향기수제만두,"서울특별시 관악구 남부순환로208길 9, 1층 (봉천동)",청룡동,37.4816499450307,126.943457603401
피씨라인,"서울특별시 관악구 대학길 52, 2층 (신림동)",대학동,37.4682688699968,126.937556388983
가름커피(GALM COFFEE),"서울특별시 관악구 신림로23길 16, 일성트루엘 2층 2110호 (신림동)",대학동,37.4704811658789,126.934476782389
스마일꽈배기,"서울특별시 관악구 청룡2길 19, 서울시민매장 1층 12호 (봉천동)",청룡동,37.4812788803214,126.945115249873
할리스커피 난곡사거리점,"서울특별시 관악구 남부순환로 1489, 1~3층 (신림동)",신사동(관악구),37.4824306834797,126.916178390768
고양이자리표,"서울특별시 관악구 신림로 311, 4층 (신림동)",서원동,37.4821433213839,126.929667089033
앤탑PC방,"서울특별시 관악구 은천로 109, 한독빌딩 지하1층 (봉천동)",성현동,37.4869976641145,126.947478752265
카핏,"서울특별시 관악구 관악로 234, 2층 (봉천동)",행운동,37.4849602023242,126.956299965025
카페모닝듀,"서울특별시 관악구 문성로 221, 2층 (신림동)",신원동,37.4794951797882,126.928488899177
카페드림 서울대유회진기념관점,"서울특별시 관악구 관악로 1, 서울대학교 유회진기념관 300동 1층 101, 102호 (신림동)",대학동,37.4662872666604,126.94815644252
도씨네커피(DOSSINE COFFEE),"서울특별시 관악구 남부순환로 1679, 조은빌딩 2층 208호 (봉천동)",은천동,37.484546933329,126.937506323346
