상호명,도로명주소,행정동명,위도,경도
더비즈랩한양사이버대점(cafe dream),"서울특별시 성동구 왕십리로 220, 한양사이버대학교 사이버2관 1층 (행당동)",사근동,37.5571863579301,127.047518974715
메가엠지씨커피 옥수역점,"서울특별시 성동구 한림말5길 9, 지상1층 (옥수동)",옥수동,37.542011560152,127.016716439007
콜롬비아퍼펙토 동대문점,"서울특별시 중구 장충단로13길 20, 6층 (을지로6가)",광희동,37.568734553218,127.007666479829
강동구립 둔촌청소년문화의집,"서울특별시 강동구 진황도로61길 25-23, 1층 (둔촌동, 더샵 파크솔레이유)",둔촌2동,37.5294496309675,127.144718797108
호카호카(HOKAHOKA),"서울특별시 양천구 목동중앙북로16길 41, 102호 (목동)",목2동,37.5443110802795,126.873986660077
루카카페(LUCA CAFE),"서울특별시 서대문구 증가로 48, 보광빌딩 1층 107호 (연희동)",연희동,37.5721823367696,126.929388593869
달콤왕가탕후루이대점,"서울특별시 서대문구 이화여대길 45, 2층 (대현동)",신촌동,37.5589421136727,126.945554849288
studio fav (스튜디오 페브),"서울특별시 송파구 백제고분로41길 10, 해븐빌딩 5층 501호 (송파동)",송파1동,37.5071345100566,127.108376841868
아르떼리브로,"서울특별시 송파구 백제고분로51길 9, 한 스위트 올림픽파크 지하1층 제비101호 (방이동)",방이2동,37.5160877033997,127.114295348456
플로리안 커피,"서울특별시 종로구 새문안로5길 7-1, 지상1층 (당주동)",사직동,37.570963156537,126.974795593498
오리진버거,"서울특별시 성동구 독서당로 194, 2층 205호 (옥수동)",옥수동,37.5426912380213,127.012662054013
젠마릴(Janmaril),"서울특별시 영등포구 영신로39길 6-2, 1층 (당산동1가)",당산1동,37.5216683643595,126.900576015926
써브유통,"서울특별시 은평구 응암로22길 13-1, 지층 우측호 (응암동)",응암2동,37.5937682941569,126.919741161199
공간쿠키,서울특별시 강남구 봉은사로44길 31 (역삼동),역삼1동,37.5073607778597,127.040879577367
딜리커피 망원,"서울특별시 마포구 포은로 92, 1층 (망원동)",망원1동,37.5553046239435,126.905228368492
매머드익스프레스 공덕동점,"서울특별시 마포구 마포대로 143, 마포공덕파크팰리스 Ⅱ 1층 109호 좌측호 (공덕동)",아현동,37.5474542024771,126.953094314075
찹쌀꽈배기세상,"서울특별시 동대문구 한천로 196, 1층 (장안동)",장안2동,37.5778529856705,127.068366653594
미크플로 홍대점,"서울특별시 마포구 양화로 141, 롯데호텔 L7홍대 지하1층 (동교동)",서교동,37.5557534793508,126.921669461673
두꺼비왕자 꽈배기,"서울특별시 영등포구 신길로 186, 1층 (신길동)",신길4동,37.508831947159,126.911085034607
카페브랑코,"서울특별시 성북구 화랑로 241-8, 지상2층 (장위동)",장위2동,37.6110206029321,127.056340289768
스마일 탕후루  묵동점,"서울특별시 중랑구 공릉로12가길 14, 1층 102호 (묵동)",묵1동,37.6164054739142,127.080536992227
투썸 가산하이엔드클래식점,"서울특별시 금천구 벚꽃로24길 26, 에이스 하이엔드타워 클래식 지식산업센터 지상1층 122호,123호,128호 (가산동)",가산동,37.4740925088201,126.888813874076
원더칩스 WONDER CHIPS,"서울특별시 구로구 고척로30길 43, 1층 102호 (개봉동)",개봉1동,37.5005090821616,126.849536448955
올드타운,"서울특별시 성동구 성수일로10가길 4, 1층 (성수동2가)",성수2가3동,37.5479982706213,127.051963127254
카페알토바이밀도,"서울특별시 송파구 올림픽로 240, 롯데월드 롯데백화점 지하1층 (잠실동)",잠실3동,37.5113096112036,127.098141751177
감동푸드,"서울특별시 영등포구 영중로 9, 타임스퀘어점 지하1층 (영등포동4가)",영등포동,37.5171899712591,126.905567071705
메가엠지씨커피 여의대교점,"서울특별시 영등포구 국제금융로7길 22, 1층 103호 (여의도동)",여의동,37.5232504350637,126.933074070061
곽선생 왕만두,"서울특별시 은평구 응암로 255, 1층 (응암동)",응암3동,37.5947017523682,126.917822222331
유유분식,"서울특별시 서초구 도구로 119-2, 1층 101호 (방배동)",방배4동,37.4872273464982,126.985857724196
페이브커피 방배본점,"서울특별시 서초구 방배로26길 15, 광명빌딩 1층 (방배동)",방배4동,37.4893735991872,126.993777220602
라바게트 역삼점,"서울특별시 강남구 언주로67길 19, 지상1층 103호 (역삼동)",역삼2동,37.4955420283954,127.044096109866
AS COFFEE(에이에스커피),"서울특별시 강남구 선릉로 424, 지상1층 1호 (대치동)",대치4동,37.5029101502925,127.050065020431
체리쉬(한시적),"서울특별시 강남구 도곡로 401, 롯데백화점 지하1층 (대치동)",대치4동,37.496979324799,127.053254695846
미라보,"서울특별시 종로구 자하문로5길 6, 지상1층 (체부동)",사직동,37.5778050771461,126.97139956245
당혜당,"서울특별시 양천구 월정로 211, 1층 (신월동)",신월5동,37.5372513462472,126.833758026031
코리아세븐 공릉풍림점,서울특별시 노원구 섬밭로 139 (공릉동),공릉1동,37.6302815782115,127.065702114261
티노마드 모리,"서울특별시 마포구 망원로2길 19, 제비동 1층 제1호 (망원동, 호강주택)",망원1동,37.5555652641486,126.900925408476
퍼플러피,"서울특별시 강서구 공항대로 213, 보타닉파크타워2 110호 (마곡동)",가양1동,37.5596993751147,126.831365571556
August(어거스트),"서울특별시 강서구 마곡중앙2로 35, 이너매스마곡Ⅱ 2층 210호 (마곡동)",발산1동,37.5579650314969,126.830661784149
우미의정성 김밥전문점,"서울특별시 양천구 목동중앙남로 68, 1층 (목동)",목3동,37.5397458002595,126.865881294644
파더스 베이글 가산디지털단지점,"서울특별시 금천구 가산디지털2로 101, 1층 101호 (가산동)",가산동,37.477043450667,126.879222554896
달콤왕가탕후루 금천시흥점,"서울특별시 금천구 시흥대로 193, 아람아이씨티타워 109호 (시흥동)",시흥1동,37.4509932654577,126.901277884409
키킥 서울(kikik seoul),"서울특별시 광진구 천호대로122길 22, 엠캐슬 여름 A 1층 (능동)",능동,37.552670207144,127.087522189794
보석탕후루 송파점,"서울특별시 송파구 마천로 82, 1층 (오금동)",오금동,37.507105902817,127.129207835606
푸드차이,"서울특별시 성북구 돌곶이로41길 39, 지상1층 우측호 (장위동)",장위1동,37.6174572880498,127.046576523869
하루일과Daily routine,"서울특별시 서대문구 명지대1라길 13, 베어205 1층 우측호 (남가좌동)",남가좌2동,37.5817911267858,126.922980822922
뉴욕 베이글 에비뉴(Newyork bagel avenue),"서울특별시 마포구 와우산로29바길 19, 삼이빌딩 1층 (서교동)",서교동,37.5554919160248,126.925993298868
망원견,"서울특별시 마포구 망원로11길 29, 2층 202호 (망원동)",망원2동,37.5589612033156,126.906323381008
매머드 익스프레스 학동역사거리점,"서울특별시 강남구 논현로131길 12, 지하1층 (논현동)",논현1동,37.5144764016439,127.029237615847
판크로스,"서울특별시 노원구 마들로3길 15, 월계이마트 (월계동)",월계3동,37.6265093604229,127.061979778612
테이크아웃(Take Out),"서울특별시 종로구 난계로27길 15, 1층 115호 (숭인동)",숭인2동,37.5727419222396,127.022419392109
엘리스파이 종로구청직영점,"서울특별시 종로구 종로3길 44, 1층 (청진동)",종로1.2.3.4가동,37.5723398731056,126.979421455954
다락빵,"서울특별시 영등포구 당산로41나길 14, 1층 (당산동5가)",당산2동,37.5322082015459,126.89711628983
하르당 등촌역점,"서울특별시 양천구 공항대로 564, 1층 4호 (목동)",목3동,37.5490944643642,126.86787195618
부빙,"서울특별시 종로구 북촌로7길 3-4, 1층 (가회동)",가회동,37.5800890368606,126.984619088306
보마켓,"서울특별시 마포구 토정로14길 10, 1층 (구수동)",신수동,37.5449265943125,126.932394423487
주식회사 콩이야기,"서울특별시 마포구 월드컵북로 64, 1층 일부호 (성산동)",성산1동,37.559872921739,126.917043329917
카페&앙상블스킨,"서울특별시 구로구 경인로6길 30, 상가동 2층 201호 (오류동, 동부그린아파트)",오류2동,37.490006480716,126.831623346579
이디야커피 마곡수명산점,"서울특별시 강서구 수명로 68-27, 1층 103~104호 (내발산동, 웨스트엔드문화센터)",발산1동,37.552676073225,126.826675489517
오사카 오지상 치즈케이크,"서울특별시 노원구 동일로 1414, 롯데백화점 지하1층 (상계동)",상계2동,37.6552787315469,127.061391730931
빅싸커피,"서울특별시 송파구 백제고분로34길 34, 1층 101호 (석촌동)",석촌동,37.4994255442489,127.098672640154
카르페디엠,"서울특별시 광진구 광나루로 478, 광진 경제허브센터 도약관 지하1층 (구의동)",구의1동,37.5449613587096,127.08212359943
메가엠지씨커피논현가구거리점,"서울특별시 강남구 학동로4길 8, 지상1층 101호 (논현동)",논현1동,37.5109176662295,127.0228813621
노란꼬무줄,"서울특별시 강남구 도곡로63길 12, 신농플라자 지상1층 103호 (대치동)",대치4동,37.4978004006706,127.054465189148
궁 잔기지떡 신대방,"서울특별시 동작구 상도로 50, 1층 (대방동)",대방동,37.4995634218009,126.926019241395
에이미원더(AMIE WANDER),"서울특별시 성동구 성수일로3길 5-19, 1층 (성수동1가)",성수1가1동,37.5416909576236,127.048034505921
쪼륵(zzorc),"서울특별시 성동구 한림말3길 29, 1층 1호 (옥수동)",옥수동,37.5436483262883,127.015311526062
달짝,"서울특별시 광진구 면목로 132-1, 1층 (중곡동)",중곡3동,37.5651060129209,127.080989380602
이계절 손만두,서울특별시 성북구 월곡로 112 (하월곡동),월곡2동,37.6019044932676,127.041784431817
행복한 찹쌀 꽈배기,"서울특별시 중랑구 망우로72길 22, 1층 우측호 (망우동)",망우본동,37.5991698304822,127.102482346621
SM골프아카데미&골프존,"서울특별시 영등포구 영등포로 162, MG신용정보빌딩 지하1층 102호 (당산동1가)",당산1동,37.5204977015554,126.899311298344
컴포즈커피 구로거리공원점,"서울특별시 구로구 공원로 21, 나라키움 구로 복합관사 1층 103호 (구로동)",구로5동,37.4989475595931,126.89136550269
깅꼬커피(Ginkgo Coffee),"서울특별시 강서구 개화10길 40, 1~2층 (개화동)",방화2동,37.5871170034411,126.803100916759
매머드 익스프레스 홍대정문점,"서울특별시 마포구 와우산로18길 38, 1층 (서교동)",서교동,37.5519235095685,126.923999638494
너에게로 갈게Ⅱ,"서울특별시 마포구 포은로 48, 1층 일부호 (합정동)",합정동,37.551719135596,126.90708206865
팝케이크팝 (pop cake pop),"서울특별시 노원구 동일로196길 14, 1층 101호 (공릉동)",공릉1동,37.6277685160153,127.072962355808
가바타코,"서울특별시 노원구 덕릉로 730, 2층 206호 (상계동, 상계불암대림아파트)",상계3.4동,37.6628268139347,127.07619126233
누데이크 신사점,"서울특별시 강남구 강남대로162길 43, Le82빌딩 지상1층,2층 (신사동)",신사동(강남구),37.5210656002889,127.021823947484
그래(GRea coffee),"서울특별시 강남구 영동대로118길 8, 지상1층 (삼성동)",삼성1동,37.5160705492587,127.060178271451
최고탕후루,"서울특별시 양천구 신월로 302, 1층 (신정동)",신정1동,37.5210860209143,126.854423043236
메타킹 대치은마사거리점,"서울특별시 강남구 삼성로 238, 태원 리치타운상가 지상1층 103호 (대치동)",대치2동,37.4986324139076,127.06139805987
너만 모르는 밀크티,"서울특별시 종로구 자하문로1길 44, 1층 (체부동)",사직동,37.5771575869315,126.96980869689
매머드 익스프레스 역삼FnF점,"서울특별시 강남구 테헤란로39길 55, 지상1층 101호 (역삼동)",역삼1동,37.505986124219,127.04006214248
노배드바이브스,"서울특별시 송파구 올림픽로 240, 롯데월드 롯데백화점 식품관 지하1층 (잠실동)",잠실3동,37.5113096112036,127.098141751177
매머드익스프레스 연신내역점,"서울특별시 은평구 통일로80길 1, 홍의원빌딩 1층 101호 (불광동)",불광2동,37.6200233601127,126.920748923822
큐디케이크(Qudy Cake),"서울특별시 강서구 금낭화로 49-3, 1층 (방화동)",방화2동,37.5696983942268,126.811386565297
프릿(Fryd),"서울특별시 마포구 월드컵로17길 50, 2층 (망원동)",망원1동,37.5551490794894,126.907689622675
펠어,"서울특별시 성동구 마장로 230-1, 1층 (홍익동)",왕십리도선동,37.5660292918005,127.035429063349
백억커피 문정점,"서울특별시 송파구 법원로 114, 엠스테이트 C동 1층 C-101호 (문정동)",문정2동,37.4860552797801,127.12100938212
토스트랑,"서울특별시 구로구 개봉로17길 11, 1층 (개봉동)",개봉2동,37.4915396158499,126.855125056859
이디야노량진드림스퀘어점,"서울특별시 동작구 노들로2길 7, 노량진 드림스퀘어 복합빌딩 1층 C113, C114호 (노량진동)",노량진2동,37.5141942939247,126.938586139882
더홀릭보드게임카페 홍대점,"서울특별시 마포구 와우산로21길 31, 4층 (서교동)",서교동,37.5522262915885,126.922135333304
메가엠지씨커피대학로중앙점,"서울특별시 종로구 대학로 144, 중원빌딩 1층 101호 (혜화동)",혜화동,37.5839815923013,127.002064503637
산사나무 탕후루 이대점,"서울특별시 서대문구 이화여대8길 2, 무궁화상가아파트 1동 1층 105호 (대현동)",신촌동,37.5586536023804,126.945920737962
제주 탕후루,"서울특별시 서대문구 신촌로3나길 24, 101호 (창천동)",신촌동,37.5583280168627,126.930493268475
줄리앙와플(홍제점),"서울특별시 서대문구 통일로 404, 1층 다호 (홍제동)",홍제2동,37.5857867120349,126.947735040584
베스킨라빈스 홍제삼거리점,"서울특별시 서대문구 통일로 420 (홍제동, 1층)",홍제2동,37.5869721444379,126.94651957623
원샐러드,"서울특별시 종로구 창신5길 6, 2층 (창신동)",창신2동,37.5735722748773,127.010987494236
신길센터(cafe N)),"서울특별시 영등포구 가마산로 411, 성락교회선교빌딩 1층 (신길동)",신길3동,37.5042721716839,126.902555990185
프롬샌드(FROM SAN:D),"서울특별시 영등포구 대림로8길 17, 1층 105호 (대림동)",대림1동,37.4911959332465,126.905631015426
컴포즈커피 강서우림블루나인점,"서울특별시 강서구 양천로 583, 우림블루나인비즈니스센터 A동 1층 107호 (염창동)",염창동,37.5571161918617,126.864347419732
YK카페테리아,"서울특별시 강남구 테헤란로 103, 지상1층 (역삼동)",역삼1동,37.4985941518782,127.028344929536
구슬스,"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 지하1층 (신천동)",잠실6동,37.5137519612953,127.104446890835
카페도구로(Dogoo Ro),"서울특별시 서초구 도구로1길 73-1, 1층 (방배동)",방배2동,37.4775597014058,126.985851406203
프랭크버거 응암점,"서울특별시 은평구 은평로9길 13, 1층 102호 (응암동)",응암1동,37.6013680588223,126.921205947636
엘피스,"서울특별시 도봉구 도봉로 678, 홈플러스데스코㈜방학점 지하2층 (방학동)",방학1동,37.6648602093274,127.043598783853
링포유(Ring for you),"서울특별시 종로구 대학로10길 26, 4층 (동숭동)",이화동,37.5816067131621,127.003720403807
달콤왕가탕후루(종로5가역점),"서울특별시 종로구 종로 210, 1층 103호 (종로5가)",종로5.6가동,37.5706678817379,127.001207239452
백억커피 구로고대병원점,"서울특별시 구로구 구로동로 167, 1층 101호 (구로동, 조일뉴타워)",구로2동,37.4935392811694,126.882981230582
카페모남,"서울특별시 노원구 중계로 106, 불암도서관 지하1층 (중계동)",중계본동,37.6452921261057,127.082544741726
부리또인 장신대점,"서울특별시 광진구 광장로5길 5, 1층 (광장동)",광장동,37.5478638636703,127.105052243467
하마마베이크,"서울특별시 중랑구 동일로149길 49, 신묵빌딩 1층 (묵동)",묵2동,37.6063169700649,127.07555883984
카페쉼,"서울특별시 양천구 목동로19길 28, 1층 (신정동)",신정4동,37.5249124853119,126.861541033317
1847 서울대 종합교육연구점,"서울특별시 관악구 관악로 1, 서울대학교 관악 220동 지하 1층 (신림동)",대학동,37.4662872666604,126.94815644252
크로플각 망우점,"서울특별시 중랑구 용마공원로2길 5, 1층 (망우동)",망우3동,37.5946141002238,127.10054989886
휘카페 서울시립대점,"서울특별시 동대문구 서울시립대로 163, 서울시립대학교 중앙도서관 1층 (전농동)",전농2동,37.5825775765293,127.059988126984
LG트윈타워점(카페),"서울특별시 영등포구 여의대로 128, 서관 지하1층 (여의도동)",여의동,37.5279271045092,126.929241174348
러드디(LOVED:D),"서울특별시 관악구 인헌길 101, 1층 (봉천동)",인헌동,37.4711469494593,126.967591481425
플레이리스트 카페(Playlist : CAFE),"서울특별시 중랑구 봉우재로2길 3, 101호 (면목동, 하나스위트)",면목2동,37.589196386534,127.074349955491
히피리피,"서울특별시 마포구 동교로51안길 11, 지하1,1,2층 (연남동)",연남동,37.5651392885111,126.92477411594
대단한탕후루 쌍문점,"서울특별시 도봉구 도당로 10, 1동 1층 103호 (쌍문동, 쌍문동 LG트윈빌1)",쌍문2동,37.6590926475667,127.035308458179
ㅎㄷ카페,"서울특별시 마포구 어울마당로 68, 3층~8층 (서교동)",서교동,37.5510972767862,126.921493947022
오사카규카츠,"서울특별시 은평구 불광로 20, NC백화점 지하2층 일부호 (대조동)",대조동,37.6097357749976,126.928938477038
카페 인 총신대점 (주)베리타스드림,"서울특별시 동작구 사당로 155, 인더네이처 제지층 제102, 제103호 (사당동)",사당3동,37.4877601332006,126.966995318172
달콤왕가탕후루 건대로데오점,"서울특별시 광진구 아차산로30길 7, 1층 (자양동)",자양4동,37.5403541616654,127.067833632739
플렛폼 카페,"서울특별시 광진구 영화사로 5-8, 1층 102호 (중곡동, 진원하우스)",중곡4동,37.5585434624869,127.088830492941
오사카규카츠(한시적),"서울특별시 강남구 도곡로 401, 롯데백화점 지하1층 (대치동)",대치4동,37.496979324799,127.053254695846
압구정샌드위치 삼성점,"서울특별시 강남구 봉은사로74길 16, 지상1층 102호 (삼성동)",삼성2동,37.5114787003381,127.051753434852
카페리즈,"서울특별시 강남구 봉은사로61길 31, 지상1층 101호 (삼성동, 이화빌리지)",삼성2동,37.5131898732131,127.045670455889
카페큐브(한시적),"서울특별시 강남구 남부순환로 3104, SETEC 1층 제1전시장 일부호 (대치동)",대치2동,37.4956786590374,127.071912029293
사랑방카페,"서울특별시 노원구 동일로217길 48, 노원평생교육원 (상계동)",상계6.7동,37.6530345720013,127.057993984512
엘테르노(elterno),"서울특별시 서초구 명달로22길 12-12, 1층 (서초동)",서초3동,37.4861662605286,127.004719829469
뉴스뮤지엄 연희점,"서울특별시 서대문구 연희로11가길 48-10, 뉴스뮤지엄연희 1층 (연희동)",연희동,37.5669875053542,126.927517247232
노배드바이브스(한시적),"서울특별시 강남구 테헤란로 517, 현대백화점 10층 행사장 (삼성동)",삼성1동,37.5086151302204,127.059765116537
압구정샌드위치 대치점,"서울특별시 강남구 삼성로 212, 에이동 지하1층 62호 (대치동, 은마아파트)",대치2동,37.4996157705058,127.065915414443
맛있는김밥,"서울특별시 용산구 원효로 51, 1층 152호 (산천동, 삼성테마트)",원효로2동,37.533863362459,126.950070316419
터틀힙,"서울특별시 중구 남대문로 81, 롯데백화점 본점 지1층 (소공동)",소공동,37.5647299033135,126.981730421825
소원책담,"서울특별시 종로구 혜화로6길 17, 1층 101호 (혜화동)",혜화동,37.5875632352428,127.000769343261
아워온즈,"서울특별시 중구 남대문로 81, 롯데백화점 본점 지1층 (소공동)",소공동,37.5647299033135,126.981730421825
디저트39 이대점(dessert 39 이대점),"서울특별시 서대문구 이화여대길 53, 성림빌딩 1층 (대현동)",신촌동,37.5590661182108,126.945418944477
비아드라비(Via de La Vie),"서울특별시 중구 다산로19길 14, 1층 (신당동)",다산동,37.5574913751026,127.011110532105
롯데슈퍼 대림점,"서울특별시 영등포구 대림로 251, 1층 (대림동)",대림3동,37.5030089776784,126.896021583773
판다 탕후루 성신여대점,"서울특별시 성북구 동소문로22길 27, 지상1층 (동선동1가)",동선동,37.591800931949,127.018081667318
지에스(GS)25 이문사랑점,"서울특별시 동대문구 이문로54길 77, 1층 (이문동)",이문2동,37.6055929212113,127.06628571057
라쎄리즈(LACERISE),"서울특별시 강서구 마곡중앙4로 10, A동 2층 213호 (마곡동)",발산1동,37.5585909839084,126.827940700651
달콤왕가탕후루 금호점,"서울특별시 성동구 장터길 14-2, 1층 (금호동4가)",금호4가동,37.5482323097257,127.01747216899
매머드 익스프레스 서울역서부점,"서울특별시 용산구 청파로 395, 1층 102호 (서계동)",청파동,37.554867209569,126.968744137602
타래퀸 명일점,"서울특별시 강동구 양재대로143길 10, 나동 1층 (명일동)",명일1동,37.5517086080404,127.143337724143
호호플,"서울특별시 서대문구 독립문로 32, 지하1층 (천연동)",천연동,37.5692842741658,126.961272271796
컴포즈커피 서울대신양학술정보관3점,"서울특별시 관악구 관악로 1, 16-1동 2층 (신림동, 신양학술정보관3)",대학동,37.4662872666604,126.94815644252
대단한탕후루 송파방이점,"서울특별시 송파구 올림픽로32길 51, 1층 101호 (방이동)",방이2동,37.5125595296963,127.111873857154
노랑강정 올림픽공원,"서울특별시 송파구 올림픽로 424, 올림픽공원(수영장 내) 1층 (방이동)",오륜동,37.5203396980951,127.115517876627
퍼플베어,"서울특별시 송파구 올림픽로 424, 올림픽공원 88잔디마당 (방이동)",오륜동,37.5203396980951,127.115517876627
커피인류 방이점,"서울특별시 송파구 올림픽로34길 5-14, 1층 109호, 110호 (방이동)",방이2동,37.516094431943,127.111497713953
카페 크렘 with 나따오비까,"서울특별시 송파구 오금로11길 45, 사보이시티잠실 1층 114호 (방이동)",방이2동,37.515887861284,127.112227780723
메가엠지씨커피 한성백제역점,"서울특별시 송파구 백제고분로 497, 1층 103호 (방이동, 효성올림픽카운티)",방이2동,37.5148889925719,127.114590891857
공미학 루프앤테라스 상도점,"서울특별시 동작구 양녕로 274, 1층 (상도1동)",상도1동,37.5038835202728,126.949543697862
에이플 PC CAFE,"서울특별시 동작구 사당로 30, 지하1층 (상도동)",상도1동,37.4949163636825,126.957611682315
아름지기 팝업카페,"서울특별시 종로구 효자로 17, 2층 (통의동)",사직동,37.5776445198285,126.973724781257
god:O (갓오) 커피,"서울특별시 송파구 양재대로 1222, 올림픽프라자 1층 195호 (방이동)",오륜동,37.5157276361757,127.131063164753
보드게임카페 홈즈앤루팡 송파방이점,"서울특별시 송파구 오금로11길 11-8, 현대드림밸리 5층 503,504,505호 (방이동)",방이2동,37.5149817338907,127.108747772156
락(樂)카페,"서울특별시 서대문구 포방터10길 23, 극동아파트 상가동 1층 101호 (홍은동)",홍은1동,37.6018450906982,126.95067516322
복호두 문정점,"서울특별시 송파구 법원로 90, 파트너스2 1층 107호 (문정동)",문정2동,37.4833771383045,127.121346630553
블루샥 서초남부점,"서울특별시 서초구 효령로51길 18, 1층 (서초동)",서초3동,37.4852102552666,127.012585523868
안젤로비안코,"서울특별시 용산구 이태원로54길 63-3, 1층 (한남동)",한남동,37.5357300607003,127.001406940109
"김밥,꽃피다","서울특별시 은평구 수색로18길 2, 1층 (수색동)",수색동,37.5833252199609,126.894004336669
배스킨라빈스 수색뉴타운점,"서울특별시 은평구 은평터널로 27, 1층 103호,104호 (수색동, DMC아트포레자이)",수색동,37.5852120780601,126.897160566696
메가엠지씨커피 하계온천점,"서울특별시 노원구 노원로 257, 인정빌딩 104호 (하계동)",하계1동,37.6402669300959,127.072761003099
생과방 현대백화점 무역센터점,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 식품행사장호 (삼성동)",삼성1동,37.5086151302204,127.059765116537
그루밍커피카페(grooming coffee),"서울특별시 서대문구 이화여대3길 26, 1층 102호 (대현동)",신촌동,37.558059614112,126.944261195843
커피앤스낵,"서울특별시 금천구 금하로 645, 지상1층 일부호 (시흥동)",시흥1동,37.4543503514229,126.902801626514
바이몽트(주식회사 브래드원),"서울특별시 강남구 논현로 319, 정유빌딩 지상1층 (역삼동)",역삼1동,37.4937862941316,127.039877071434
파케파케,"서울특별시 서초구 주흥길 16, 지층 103호 (반포동)",반포1동,37.5047038331536,127.020206085413
드롭탑 세종로점,"서울특별시 종로구 세종대로 지하 189, 세종로지하주차장 지상1층 (세종로)",사직동,37.5734304140493,126.975960388222
비건디저트 소소당,"서울특별시 은평구 통일로73길 27, 1층 (대조동)",대조동,37.6145555483083,126.921578827538
그릭이야(Greekiya),"서울특별시 강동구 구천면로42길 17, 1층 (천호동)",천호1동,37.5462834058635,127.13526178508
오브디저트(aube 디저트),"서울특별시 강남구 삼성로107길 23, 셔우드 지상1층 102호 (삼성동)",삼성2동,37.5110099450173,127.052078744001
호밀호두&커피,"서울특별시 송파구 동남로18길 8, 지상1층 (가락동)",가락2동,37.4950873869759,127.131499091691
파스쿠찌 강변테크노마트점,"서울특별시 광진구 광나루로56길 85 (구의동,테크노마트 지하1층 D-10호)",구의3동,37.535725176732,127.095692162256
황씨네 커피집,"서울특별시 종로구 돈화문로 48, 호심빌딩 1층 (묘동)",종로1.2.3.4가동,37.5728298892666,126.991627300518
그린스미스&샌드베이 신정4동점,"서울특별시 양천구 오목로 213, 1층 (신정동)",신정4동,37.5258410580689,126.86100455858
메가엠지씨커피 잠실본점,"서울특별시 송파구 백제고분로12길 4, 1층 (잠실동)",잠실본동,37.5058944975158,127.08101494557
수리르 케이크,"서울특별시 송파구 올림픽로 240, 롯데백화점 잠실점 (잠실동)",잠실3동,37.5113096112036,127.098141751177
(주)제이와이에스유통,"서울특별시 송파구 올림픽로 240, 롯데백화점 지하1층 행사일부호 (잠실동)",잠실3동,37.5113096112036,127.098141751177
니드쿠키(knead cookie),"서울특별시 영등포구 대림로44길 11, 1층 101호 (대림동)",대림3동,37.5028420747064,126.897734056273
달콤왕가탕후루 쌍문점,"서울특별시 도봉구 도당로 11, 쌍문청구아파트 1층 104호 (쌍문동)",쌍문2동,37.6592421730015,127.034828573365
백억커피 창동점,"서울특별시 도봉구 해등로16길 46, 1층 (창동)",창5동,37.6551763485331,127.042420098691
용용디저트,"서울특별시 도봉구 해등로 189, 삼익세라믹아파트 1층 103,116호 (쌍문동)",쌍문2동,37.6577723936503,127.035459239808
개포디에이치자이 커뮤니티,"서울특별시 강남구 영동대로 22, 820동 지하2층 피트니스센터.주민카페호 (일원동, 디에이치 자이 개포)",개포2동,37.4910941147932,127.074163955752
커피크루(한시적),"서울특별시 강남구 영동대로 513, 코엑스 3층 C홀 (삼성동)",삼성1동,37.5118239121138,127.059159043842
이디야커피 역삼월드점,"서울특별시 강남구 역삼로52길 14, 도곡프라자 지상1층 102호 (역삼동)",역삼2동,37.4985541072519,127.047989898024
더프리미엄(한시적),"서울특별시 강남구 테헤란로 517, 현대백화점 무역센터점 지하1층 (삼성동)",삼성1동,37.5086151302204,127.059765116537
서울키친(어랑사랑),"서울특별시 서대문구 신촌로 83, 현대백화점신촌점 지하1층 (창천동)",신촌동,37.5560830579515,126.935844876509
콤마커피(comma coffee),"서울특별시 관악구 신원로4길 22, 1층 (신림동)",신원동,37.4803650592431,126.928713059608
나인티스,"서울특별시 관악구 남부순환로157길 7, 1층 102호 (신림동, 청다아트빌)",신사동(관악구),37.4833462782053,126.919798371121
캄웨이브(CALM WAVE),서울특별시 동대문구 휘경로 33-3 (이문동),이문1동,37.5952355528327,127.063557104744
GS25 장안화이트,"서울특별시 동대문구 장한로8길 23-1, 1층 (장안동)",장안1동,37.564084893407,127.067874046171
던라이트 dawnlight,"서울특별시 종로구 종로44길 64, 1층 (창신동)",창신1동,37.570630596399,127.013754033134
황화방,"서울특별시 서대문구 성산로 508, 이화삼성교육관 121호 (대신동)",신촌동,37.5617604359712,126.943455519444
제로백PC방 잠실학원사거리점,"서울특별시 송파구 석촌호수로 134, 지하층 (삼전동)",삼전동,37.5070970089198,127.091927935138
달콤왕가탕후루 거여점,"서울특별시 송파구 오금로 497, 1층 (거여동)",거여1동,37.4934826515405,127.144199765656
컴포즈커피 동대문역사공원역점,"서울특별시 중구 을지로43길 34, 1층 2호 (을지로6가)",광희동,37.5676069611374,127.007604108796
코미501(Komi501),"서울특별시 중구 청구로6길 61, 1,2,3층 (신당동)",동화동,37.5626294058787,127.015803799719
컴포즈커피 두타몰점,"서울특별시 중구 장충단로 275, 두산타워빌딩 지1층 41호 (을지로6가)",광희동,37.5688849422849,127.008775114213
더 홀 빈,"서울특별시 도봉구 도봉로 681, 1층 (방학동)",방학1동,37.6653068531475,127.042536029765
책씨시(check cc),"서울특별시 은평구 가좌로7나길 9, 2층 (응암동)",응암3동,37.5852218796552,126.9191355619
