행정동명,0,1,2,3,4,5,cluster
난곡동,0.0939994310789877,0.0508890317296597,-0.2099194651024674,0.0537190464345852,0.0355149034872721,-0.0017473756896989,0
난향동,-0.0745513338820413,-0.279860462637841,-0.0811526069478223,-0.0912186485643235,0.0850061144210708,-0.0189224900197396,0
남가좌1동,0.0885927070992659,-0.3122893587489479,0.0171615965509161,-0.1671204758868663,0.0473283934867024,0.0410549024470046,3
남가좌2동,0.2383743513449881,0.0818548937002665,-0.0418114792586409,-0.0550839472505369,0.0022931464246864,-0.0521223022071926,2
남영동,-0.5123097013348703,0.2577936336170993,-0.0632157197194609,0.0491820070669314,0.2830779404021424,0.1038539305177188,1
남현동,-0.1685028511774139,0.1904718260240549,-0.1072484696822691,-0.0116534640609864,-0.1108647800967832,0.0659970010141797,1
내곡동,0.1105208513106838,-0.1627297299961781,0.0807799754789348,0.1787993930455991,0.0689473964158911,0.3122768957021073,3
노량진1동,0.1937995204779554,0.3301868547287497,0.0799468713371636,0.1297879756834458,-0.0619540737335578,-0.2143172261842486,2
노량진2동,-0.4390853763388559,0.1849337553787506,-0.2055619418469558,-0.0235748359208953,0.0559470270805279,-0.0215009706774582,1
녹번동,0.4096645172307583,0.2280345586277717,-0.0230204000632404,0.2223685128486977,0.0227927146997861,0.0618365641935111,2
논현1동,-0.4213582696484008,0.3178676092022792,0.1469013460430021,-0.1446062794363107,-0.0797353876838419,0.0098318220528731,1
논현2동,-0.3040900821577182,0.1282847449033052,0.2262833682246956,0.0025975971834703,-0.0889098286836691,0.0814142475060622,1
능동,-0.3709122237484986,0.1120806876636434,-0.0161470837397923,-0.0485975139581996,-0.1743920021526906,-0.017956602396811,1
다산동,-0.2652814396630644,-0.0573371559300549,-0.058723650271637,0.0133353219823646,-0.0689536541331986,0.0687289531875346,0
답십리1동,0.1848413379270987,0.079291883784797,-0.1041213300168036,-0.0929890685451494,-0.0370221647363833,-0.0070073384375962,2
답십리2동,0.1784550167150901,0.0056139714872504,-0.1335367202687043,0.0700343887425798,0.0198334750372195,-0.0526150906584366,2
당산1동,-0.129514189581319,0.2477012527610312,-0.0532859602928703,-0.0993127346582395,0.0242045475510858,-0.0466814873743882,1
당산2동,0.3300061040152025,0.410936973516626,0.0424896165045831,-0.0624246613820468,-0.1267441602943939,-0.00492439104895,2
대림1동,-0.2168075137592056,-0.0826589319808845,-0.0974899597710924,0.0744614220911486,0.0468711875119063,-0.0243000602646445,0
대림2동,-0.3631417389926652,-0.0143274285632634,-0.1424703162511433,0.1724175888481826,-0.0763309045411298,-0.0917677892777569,0
대림3동,0.0106882681919069,-0.0352921506908686,-0.0843178324179778,0.1665092082970854,-0.0270601174524826,-0.017852797252919,0
대방동,0.3833177827286941,0.1761743896470408,-0.0154547011135813,-0.0707843831875414,-0.0156866476173603,-0.1514078132663124,2
대조동,0.0851244592806348,0.305328280878229,-0.0754025268142669,-0.0422216199188115,0.0467907938932443,-0.0193780914951753,2
대치1동,0.2447297857885215,-0.6698222599483089,0.4014721584987589,-0.19315671540277,0.0238046234853659,0.0814611478040144,3
대치2동,0.2096438739669508,-0.3314151085636627,0.323847318488868,-0.2296918234976163,0.1319221268562264,-0.0620139729573987,3
대치4동,-0.2617232709612806,-0.0032605282401526,0.2870972171675351,-0.2470419423938213,-0.070605704242922,-0.0071503821112376,1
대학동,-0.0785979367102115,0.5506042927187074,-0.0506002570476313,-0.0930757996438911,-0.157555361372736,0.1122577053196684,1
대흥동,-0.2937140825183316,0.2415501421755134,0.0940229646588223,-0.0453935427187839,-0.137475922684436,-0.0932180364178187,1
도곡1동,-0.1058840692234017,-0.2757525032917446,0.1893272047797254,-0.0286765730080603,0.0143598100576633,-0.0349472603731079,3
도곡2동,0.1730264730797885,-0.4040663899352781,0.203404373960257,-0.1046657714184258,0.0319349568104311,0.1435449218504915,3
도림동,-0.1675829097576216,0.0774083575124998,-0.1704476691185117,-0.0471062031412012,-0.0020515775434048,0.0109028760819855,0
도봉1동,0.0142945822355198,-0.0478724100588061,-0.1329748253572142,0.371851664680917,0.0565993358034206,0.19061397078513,0
도봉2동,0.1775417419763523,-0.0233922286489262,-0.1984129409568366,0.1777503880970465,0.1411034850210523,0.0661852830314437,2
도화동,-0.0117456783069169,-0.045748842487361,-0.0435563848967119,-0.0232865021493117,0.0052629462973819,-0.0646380399560523,0
독산1동,0.4214185233916214,0.5007730788304722,-0.0107505098075416,0.08692013292743,-0.1243548603164884,-0.0761099771694789,2
독산2동,-0.0836421084775957,-0.0026472741240187,-0.1044652015266509,0.1481918650438572,-0.0016468329155491,0.05445970375116,0
독산3동,0.0386659281350033,0.1749972406136081,-0.1164810936613972,0.1420014978556978,0.0185644309394655,0.047513090107484,0
독산4동,-0.1677954918349826,-0.0317505929043532,-0.1495066589694072,0.073601728482541,0.0608982360275969,0.0960089300787368,0
돈암1동,-0.1071206097052736,-0.2568931200644861,-0.0388892549408837,0.0656457224821921,0.0230994289296467,-0.0776525260688684,0
돈암2동,0.1809722106249496,-0.3265111101509737,0.0077719007921891,-0.074944157436797,-0.067045944119962,-0.1976293763907372,3
동선동,-0.3565348982240948,0.3113359291511217,0.2622724547775575,-0.012376400747531,-0.1902853148452476,-0.2052147999649927,1
동화동,-0.1780981825469796,-0.3210357681114898,-0.0881128258455526,-0.0924923561039181,0.1276822285494986,0.0704532807691921,0
둔촌1동,-0.6217200320297782,-0.141444088803312,0.1880446620363219,-0.1262602787145835,-0.3628754003581917,0.0621020270876032,1
둔촌2동,-0.1614497435665747,-0.2300021360318243,0.0696052124401112,0.0789155249335401,-0.0147655025699148,-0.0601949218100379,0
등촌1동,-0.0065514054511045,0.3482641816996012,-0.0966656615226331,-0.1642429865524829,-0.125765662466925,0.022034088157216,1
등촌2동,-0.030844271724259,-0.0967516972327175,-0.0946671468079807,-0.0535659548515733,0.0008152962696352,-0.1415209670555632,0
등촌3동,0.2060113591597667,0.1255278270096492,-0.0236162929052407,0.3294412925304594,-0.04861038876973,0.0017251119342372,2
마장동,-0.0184116989134149,0.0309966152189125,-0.084627156707662,0.0868136161205094,-0.113503669703914,-0.0494890915548743,0
마천1동,0.0394979944220595,-0.1051659613542835,-0.1210858484521743,0.1701597303815084,0.0896791402243823,0.2701252949087937,0
마천2동,-0.044876669275525,-0.095513593438797,-0.1255957179384033,0.177867676890562,0.0946870431830035,0.1270045014493878,0
망우3동,-0.1551278284902524,-0.0576116696904067,-0.1396002285688799,0.1480910699083954,0.0775000476626436,0.0279368940641369,0
망우본동,0.3363375704110418,0.2601126765898389,-0.0611870980977533,0.1471349849768766,-0.0195567367560928,-0.1016910632700972,2
망원1동,-0.0912038103690919,0.1407531307249153,-0.0973780891763185,-0.1827700811228446,0.0496745766282774,0.1008249871816397,0
망원2동,-0.0587767239251636,-0.0773201701230802,-0.0318954666030556,-0.0943719868703535,-0.0113704509098387,-0.0149167001851099,0
면목2동,0.0066338840138609,0.0176398026250874,-0.1322268947778163,0.1093384096262325,-0.0555116538216614,-0.0630550469464311,0
면목3.8동,0.0531218469475719,0.1114787749155848,-0.1611662212189816,0.0372882018322232,0.0681653595589876,0.0630741408241075,0
면목4동,-0.0758293477232598,-0.0784241059672606,-0.1636496647584753,0.0524716208945744,0.0422590185816586,0.0001712037382614,0
면목5동,-0.1017429745604962,-0.1367357416342349,-0.1536325427826655,-0.1570289076973383,0.1207813328184567,0.1132977491778867,0
면목7동,-0.0393511267103773,0.0255484365187399,-0.2173092335470956,-0.0087634133062758,0.0946471764286288,-0.0593071013989232,0
면목본동,0.2314836245757023,0.2531278741049503,-0.1662741950862605,0.0857651162218866,-0.0204803714511536,-0.0555763690286058,2
명동,-0.5235481186847354,0.38090505513953,0.775273274304337,0.175096515031623,0.4169587006759596,0.2145797167089095,1
명일1동,-0.0184974358487875,-0.2523512346938535,0.1014679043347448,-0.0284631293790838,0.0709470907250149,0.1807328532832855,3
명일2동,-0.2218794416088472,-0.5616606750721312,0.4107895618277765,0.0977258124943635,-0.3510877831975734,-0.1270952527622857,3
목1동,0.5072677511393054,-0.2143117629226356,0.2272391025667972,-0.2529241226690022,0.120059667903366,-0.1978715939209803,3
목2동,0.20742306038357,0.0658140282985402,-0.1173797352842807,-0.0773006391966532,-0.0511497956657938,-0.0637040213422028,2
목3동,0.0092883624825631,0.0313511646879953,-0.1036277237334795,-0.08527025191054,0.0329977060426785,0.007255702545686,0
목4동,0.2352553301673516,-0.1274420234751942,-0.0205558317668214,-0.1793938051918285,0.0180063990676981,0.0004604341724274,3
목5동,0.7944651277134304,-0.2583563780095822,0.2239359268740469,-0.0204761837425384,-0.1510979972211887,-0.0748223712906012,2
무악동,-0.1552212770353939,-0.4877484039038468,0.0674836596314958,-0.0544342959436626,0.0487908572787431,-0.0026795797669436,3
묵1동,0.3859483715119584,0.0684312439997138,-0.1191039219524202,-0.0210093969698125,0.0151681555931264,0.0140196901736579,2
묵2동,-0.1244229077445941,-0.0646098516492783,-0.1764031188462971,0.0438050535410376,-0.024065487848733,-0.075568360610495,0
문래동,0.3647312743672604,0.0836169794597851,0.1497462336125876,-0.067470044175296,0.0920951747329976,-0.0617371902217097,2
문정1동,0.0179529026107588,-0.0661507144627591,-0.0954081610093113,-0.0775483313905292,0.0326025218761296,0.0472283278782804,0
문정2동,0.164355520033717,0.5209261460525151,0.1848580699431724,-0.1087106080922472,0.01627480202289,0.2008874346452717,2
미성동,0.264826528428027,0.1427057963147198,-0.1108423343790386,0.0782367885823658,0.0500857171391351,0.0632933902656914,2
미아동,-0.0389410253620677,0.1626729983892841,-0.1834859496781797,-0.0049315401499064,0.1371252747109651,0.1012795962761279,0
반포1동,0.4185170334178961,0.0730896668564035,-0.0193374382669934,-0.1795060631980176,-0.0719149103682398,-0.027860634752861,2
반포2동,0.1548655926153754,-0.5989372151336301,0.2533404133646567,-0.2450316566315602,-0.0360203009645452,-0.0439872854062369,3
반포3동,0.3248671191366548,-0.3207594596238565,0.1118096942245078,-0.2298556506069809,0.0624371872693625,0.0551917274618926,3
반포4동,0.1312493623054123,-0.1356862928262562,0.1685174296452356,-0.2605233688926496,0.2385963917197691,0.0150899384394727,3
반포본동,-0.4601075791705722,-0.2375861555688863,0.1692476102051003,-0.0170536568185982,-0.2758820324889989,0.092828570414931,0
발산1동,0.5842981576811049,-0.032794254474533,0.2089469831232432,-0.0384676608901251,0.0196229024075868,-0.0288442112378827,2
방배1동,-0.0855916578440982,-0.0736880825250533,-0.0507229512783877,-0.1823347771401337,0.084960049794506,0.0034674035848096,0
방배2동,0.02259100237572,-0.0672799982940176,-0.005052601187531,-0.0694370125081161,0.1238290038883373,0.1386690103612806,0
방배3동,0.1003240016130728,-0.3006553594484318,0.0572663855038454,0.0617696001796928,0.054492421343922,0.0534012303005915,3
방배4동,0.1370424565182333,-0.1105493149132949,0.0489568275706716,-0.1759433561540777,0.0201950273210567,-0.053128972790897,3
방배본동,0.1098826127882254,-0.2675263558492068,0.0755996871674217,-0.2733674432423476,0.0218448963292253,-0.0024484878453035,3
방이1동,-0.0569802503999569,-0.2503378630274074,0.1194080778541924,-0.0807205311024249,-0.0873992360919166,0.0550041373291758,3
방이2동,0.0038388060305878,0.3888575295444647,-0.1071207377581655,-0.1341933866686376,-0.1094266047831252,0.1340043613028573,1
방학1동,0.2450633531822214,0.071003837493925,-0.0367646455806063,0.1931640349004584,0.1294214819921867,0.0907935882723993,2
방학2동,-0.0242096099512871,-0.0768835311242703,-0.2102299865519576,0.0671297768126296,0.1617443917545899,0.1039454390252051,0
방학3동,0.2644529286778126,-0.2561763714835535,-0.0478274508625942,0.1229345912623952,0.0459795400747471,-0.1008173087619199,3
방화1동,0.6457979484188319,0.0654151351548358,0.0313436167110603,0.1300481839626135,-0.0900871017248622,0.1347646923564748,2
방화2동,0.0106855244532211,0.1031644200944103,-0.0907736787346278,0.1596184157202527,-0.0346131701739476,0.0627993899521654,0
방화3동,0.023179875642371,-0.0467243107356884,-0.0866286511187409,0.2397150685065451,-0.0746239867735021,0.1621379448976764,0
번1동,-0.1559122700629036,0.1760231991087688,-0.0611870118438177,0.0640474090459632,0.071989817055179,-0.0564210793440293,0
번2동,-0.1404044623631703,-0.1115447291355397,-0.2109205763423847,0.0696967506548085,0.2044427392044621,0.0547463691074505,0
번3동,-0.0824833025521536,-0.1916551660908501,-0.1598449062659502,0.161676968845995,0.1640722186363276,-0.0191131669475823,0
보광동,-0.3034734638050286,0.0093700128563126,-0.2150902483045341,-0.0427313164238273,0.0980252243789181,-0.0168474791448222,0
보라매동,0.0075307112801703,0.1964722282484518,-0.1746562947687493,-0.031748626455854,-0.0100370646235666,0.0269189375885247,0
보문동,-0.1861854077327659,-0.0109019748563608,0.0711707829403815,0.0901625501101362,-0.1453986532075343,-0.0874801825660614,0
부암동,-0.2838281855994869,-0.2778049034124568,0.1126474280669463,0.1031128837563818,-0.064303250736735,-0.1836132707053313,0
북가좌1동,0.0571369254439518,-0.3084752491430748,-0.0326090799461412,-0.1415552277021377,0.0836613061183357,-0.0007814925508032,3
북가좌2동,0.2649710580070067,0.1031814591581142,-0.1507924854775875,0.0157739218003355,0.0927537715349865,0.0148064564625484,2
북아현동,-0.0679132069067981,-0.0789717211462474,-0.0581195885254637,-0.0577077393384877,-0.0107044602806676,0.1187551123243928,0
불광1동,0.4892665779595584,0.1879819625147121,-0.0983182760654115,0.2074094734974075,-0.0105856192415315,0.1159250527104211,2
불광2동,0.1202882593876209,0.1333074633379389,-0.0802737659322925,0.24222397331886,0.0397127606393538,0.0054691979239124,2
사근동,-0.4130547980749335,0.26146247144805,0.0434382643791629,-0.1035824200554429,-0.3598575956344317,-0.0439555780441223,1
사당1동,-0.1221999211310976,0.3394894730808094,-0.1608363394358644,-0.0918889156357608,-0.0588436137037954,-0.0279608417346016,1
사당2동,0.1907962407130144,0.0579067840586814,-0.079501459380393,-0.0236091346629007,0.0889160811298351,-0.0550624885722788,2
사당3동,0.1065126619231951,-0.0601527492625908,-0.1049993202669059,0.0202276769123504,-0.0162799162279958,0.0365458795593757,0
사당4동,-0.2202013588949386,0.0315649896868309,-0.1790991422878998,-0.091033329156128,0.053729723286473,0.2197277617905975,0
사당5동,-0.1695941328032249,-0.1347899659575091,-0.025174650624733,0.0863140151247498,-0.1564123154358734,-0.0229982873624526,0
사직동,-0.286208440975935,0.1018262858134112,0.411690658404067,0.076276934407017,0.2246005825826608,0.0464774881234361,1
삼각산동,0.4238306803480693,-0.1877011416070668,-0.0713706463316439,-0.1615475081943795,0.0469467888593281,-0.0163373306401286,2
삼선동,0.0181107948757412,0.2215979590133264,0.1037601170187945,-0.0223737576503849,0.1634888574836734,-0.0570305322302286,1
삼성1동,-0.2771555429069268,-0.1766384120646042,0.3239436751151215,-0.0070970034746443,0.0746948854207168,-0.0554136267243839,3
삼성2동,-0.0749906616438939,-0.0720435194883615,0.1952134682211679,-0.3261264342552578,0.0629247691903107,0.0114905671246553,3
삼성동,-0.0215445612696047,-0.0748745430924913,-0.184679859790244,0.2121723816580007,0.1283643080871077,-0.0313783539659341,0
삼양동,0.0742897132671088,-0.0539370990497812,-0.0997757595517812,0.1434979072840875,0.0084445276468029,0.0217428292016808,0
삼전동,0.1523002408927883,0.2833722207696557,-0.0676004152745905,-0.0723245603366783,-0.123800345828765,0.1045878247349049,2
삼청동,-0.4508025700004836,-0.1296023607919063,0.112984374397103,-0.2396013367417645,0.1693967515586242,0.2312353715207315,0
상계10동,0.0360787444654506,-0.2271276316448804,-0.0206106135615842,0.0238392196098381,-0.0831658846635,0.0025393955976768,3
상계1동,0.5087517012881202,0.0306371226102906,-0.0754278830703049,0.1754932245119281,-0.0436903422706955,0.0553679195555595,2
상계2동,-0.0407309217558061,-0.044726663802264,0.105276527392211,-0.0779267012195567,0.0741029227547242,-0.1209280826665603,0
상계3.4동,0.124704535130158,-0.1027014383562284,-0.1506350418441609,0.2052200814424511,0.0389724354830914,-0.0199060335187442,0
상계5동,0.0611761828487452,-0.0566235522050691,-0.1922680709953421,-0.0157956409632381,0.130779631765302,-0.0643851140594383,0
상계6.7동,0.4196533212664299,0.0462551349630012,0.0734008387047454,0.1890541337490855,-0.1012308492612092,0.189549716140216,2
상계8동,0.1575955710051574,-0.1849139079554906,0.0774132826665346,0.0359482162408778,-0.2368353663822272,0.1619324744090576,3
상계9동,0.0658153464819656,-0.248534669069132,-0.0015203954565741,0.0659255401403111,-0.084096438313927,-0.0010247052632244,3
상도1동,0.4221113076997985,0.4102204123883389,-0.0157965015890651,-0.0025339686386282,-0.029339255502279,-0.2395837033948983,2
상도2동,0.2263523680166972,0.0958122424643585,-0.0737242861849661,-0.0582115984696661,0.0072652688345341,0.0826725591260985,2
상도3동,0.0554703295792974,0.1260070567320804,-0.1922316839700908,-0.0401649478026453,0.031880995166188,0.075224638877716,0
상도4동,0.1043490642135943,0.1025200445456571,-0.2039562251461352,-0.0279801293796375,-0.0298387995608211,-0.112515023272281,0
상봉1동,0.0916875464840348,-0.0768750479335944,-0.1232279255564205,-0.0719843433012401,0.0593824450892977,-0.0987486105304617,0
상봉2동,-0.1594609183233762,0.3395437547011706,-0.1354096282468595,-0.1225806156502688,-0.0304078610525011,0.0343272719078998,1
상암동,0.4897695113792785,0.1501845768744073,0.4931827212892118,0.1752697789194464,0.01958604527275,0.2418237413214633,2
상일1동,0.2160130680463806,-0.3736082530155494,0.2391377562221402,0.074642015372237,-0.1436701217016489,0.0405767632361772,3
상일2동,-0.2001570657526255,-0.3660145959965042,0.196733702024009,0.0274361961667456,-0.1376436095659782,0.2011392635765614,3
서강동,0.0934505611358528,0.1964211682304733,0.0478268159950345,-0.126106160729652,-0.0210867017319217,0.1889227514662594,2
서교동,0.0319449633289148,0.8823730761310936,0.6505186816107064,-0.093045277765079,0.2666446588030205,-0.1267727535922482,1
서림동,-0.1006524867831737,0.3673804998176564,-0.142979033081781,-0.0272901297573324,-0.1759217418944341,-0.0130171984600055,1
서빙고동,-0.0990688805035751,-0.2738391922877907,0.1230669839062445,0.0076897043924025,0.0806717558335222,-0.0398087197716544,3
서원동,-0.0820963369596253,0.5494225554456104,-0.0438094366844642,-0.1393324360438405,0.0170676746885121,0.0329926119501573,1
서초1동,0.0001160256275765,0.0394559469610453,0.1033413355983003,-0.1970940252321648,0.0153040125453695,0.0371194979031169,0
서초2동,0.1815511866943991,0.1530541498888574,0.1454355749608532,-0.2138858038809394,0.0505872827642316,-0.0432191496379234,2
서초3동,0.3228209105167404,0.3380026913749439,0.1383437120707489,-0.1231890400298385,0.1015861957203939,0.0271617126545783,2
서초4동,0.4078713073324748,-0.2031082260811994,0.1140191844714236,-0.2000010505177184,0.0097185503185093,-0.1240569108359077,3
석관동,0.2804880883026967,0.1426226488141993,-0.1787453903551982,0.0842025725004911,0.0388717077635896,-0.1065245482341526,2
석촌동,0.1778974922614268,0.3525531877455933,-0.070643192190211,-0.0654023599657411,-0.0491692019519439,-0.0131241914670731,2
성내1동,-0.2069673001958788,-0.2567916257312838,0.1280960723844577,0.0105252534886991,-0.0144854866209193,-0.0093477936148093,3
성내2동,-0.3189229237667849,0.0987223673233979,-0.1693048110064653,-0.0986449538396795,0.1668129564091449,0.0478114992399276,0
성내3동,-0.2418869146072336,-0.1250577739224825,0.0203075446383702,-0.0625094126760493,0.0095779442417694,0.0809414889770339,0
성북동,-0.1811978048859678,0.0434312011245784,0.0373558429261892,0.0140994658254077,0.0133885655823444,-0.1207581834877736,0
성산1동,-0.0781227408309383,0.0363378750274644,-0.0255485318191013,-0.0223169610641356,-0.0864384999870166,0.0100921914355214,0
성산2동,0.4755591403194089,0.2996780134159839,-0.0178542324261224,0.0986273512076401,-0.1316234730723757,0.0832899067060942,2
성수1가1동,-0.1609263833429603,-0.0784313243479273,-0.013953446313811,0.0384538602586787,-0.1389811534406836,-0.040063066700666,0
성수1가2동,-0.2549133093016843,0.0135184366395554,0.0258565266601162,-0.2627260970935223,0.0778695488705251,0.1594553586645801,0
성수2가1동,-0.1896439145088775,0.0110747828420282,-0.0688192498385993,0.0400045023600443,0.0226577073885607,0.1750070457946429,0
성수2가3동,-0.2687958024654127,0.0632904727337455,0.1494922033277339,0.0579302718471305,-0.0597011064880627,0.3461989811991731,1
성현동,0.217318578241375,-0.0871623278840013,-0.1343126890322048,-0.0455130732478277,0.0220160527131766,-0.1933407977904434,2
세곡동,0.2974093192034323,-0.0669530766006727,0.4019765091154679,0.3994289263278455,-0.1826654661014396,0.366120464100925,2
소공동,-0.4818101771110457,0.1170685662704691,0.6351304579049076,0.07380092092217,-0.0138908084969589,0.0522395121487226,1
송정동,-0.3607695333400671,-0.0458946164314734,-0.1420863244695641,0.0244916265795074,-0.0330985418303172,0.0293463408610738,0
송중동,0.2174603240789437,0.2106103614750894,0.0670966363867925,0.1358825596250854,0.1388307873853215,-0.1440082759285913,2
송천동,0.0511293535183211,0.0971129069513672,-0.1955600557392144,0.110796457799791,0.1588492395444241,-0.1025575645280757,0
송파1동,-0.0043358046291234,0.235825518501227,0.0145729921286919,-0.0550759709269455,-0.123841017443746,0.0824721028990269,1
송파2동,0.0798149395603372,-0.2446298106816939,0.0278258891905953,0.0153106866828893,-0.039013070829973,-0.0104448993104297,3
수궁동,-0.1322853105000199,-0.1833456625521848,0.0544985465191043,0.0832378223454796,0.1855779296244712,0.0369851666864865,0
수색동,-0.1405365079979902,-0.2484627078853324,-0.0489238710321643,-0.0339404752935559,0.0236477654186431,-0.0629871494315151,0
